group,building,number,image_id,path,tier,review_role,review_decision,difficulty_review,rationale,group_issue,group_review_state,group_original_note,adopted_coarse_type,coarse_source,legacy_coarse_type,ai_coarse_type,spatial_conflicts,doorway,oos_evidence,main_visual_space,extent,information,manual_raw,manual_included,manual_active19,manual_other,semi,semi_active19,seen_active19,clean_new_active19,max_pooled_manual,max_active19_manual,manual_workers,semi_workers,clean_workers,group_semi_active19,raw_url,github_url,new_to_6_pooled,feasible_6_pooled,new_to_6_active19,feasible_6_active19,new_to_8_pooled,feasible_8_pooled,new_to_8_active19,feasible_8_active19,new_to_15_pooled,feasible_15_pooled,new_to_15_active19,feasible_15_active19,new_to_19_pooled,feasible_19_pooled,new_to_19_active19,feasible_19_active19
G047,S9hNv5qa7GM,6,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,data/mp3d_layout/valid/img/S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,15号已有20人，4个目标无同图历史；可比较床侧、墙侧、入口侧的变化。,主卧有床、镜面及入口；组内预期相近不等于每张简单。,explicit_confirmed,5张图一间房,卧室,早期争议复核导出.user_type,卧室,卧室,[],否,[],主卧床区,蓝床、深色墙裙、双窗围合,浴室入口独立；床及镜面遮挡,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G047,S9hNv5qa7GM,10,S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54,data/mp3d_layout/valid/img/S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,15号已有20人，4个目标无同图历史；可比较床侧、墙侧、入口侧的变化。,主卧有床、镜面及入口；组内预期相近不等于每张简单。,explicit_confirmed,5张图一间房,卧室,早期争议复核导出.user_type,卧室,卧室,[],否,[],主卧近入口,06同一主卧床区,浴室门在接缝两侧，入口较近,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G047,S9hNv5qa7GM,15,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,data/mp3d_layout/valid/img/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.png,已有密集来源的多视点,已有来源，优先复用,待审,未定,15号已有20人，4个目标无同图历史；可比较床侧、墙侧、入口侧的变化。,主卧有床、镜面及入口；组内预期相近不等于每张简单。,explicit_confirmed,5张图一间房,卧室,早期争议复核导出.user_type,卧室,卧室,[],否,[],主卧镜面床尾侧,06主卧范围,镜面不能当另一房间,20,20,19,1,0,0,19,0,20,19,"[1, 2, 6, 8, 10, 11, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",[],[],0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.png,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
G047,S9hNv5qa7GM,17,S9hNv5qa7GM_dbcf0a37c275473094e1160770291679,data/mp3d_layout/valid/img/S9hNv5qa7GM_dbcf0a37c275473094e1160770291679.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,15号已有20人，4个目标无同图历史；可比较床侧、墙侧、入口侧的变化。,主卧有床、镜面及入口；组内预期相近不等于每张简单。,explicit_confirmed,5张图一间房,卧室,早期争议复核导出.user_type,卧室,卧室,[],否,[],主卧靠侧墙,06主卧范围,墙角与床旁遮挡,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/S9hNv5qa7GM_dbcf0a37c275473094e1160770291679.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/S9hNv5qa7GM_dbcf0a37c275473094e1160770291679.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G047,S9hNv5qa7GM,19,S9hNv5qa7GM_e5e6c99e38014827b50ad33cd22e3c9d,data/mp3d_layout/valid/img/S9hNv5qa7GM_e5e6c99e38014827b50ad33cd22e3c9d.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,15号已有20人，4个目标无同图历史；可比较床侧、墙侧、入口侧的变化。,主卧有床、镜面及入口；组内预期相近不等于每张简单。,explicit_confirmed,5张图一间房,卧室,早期争议复核导出.user_type,卧室,卧室,[],否,[],主卧入口内侧,06主卧床和双窗围合,入口多见但主卧仍占主区域,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/S9hNv5qa7GM_e5e6c99e38014827b50ad33cd22e3c9d.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/S9hNv5qa7GM_e5e6c99e38014827b50ad33cd22e3c9d.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G057,VFuaQ6m2Qom,1,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,data/mp3d_layout/valid/img/VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,07号19人；04号7人、10号5人，先补可节约成本；其余视点用于观察凹入细节/开口可见度变化。,07号当前19人中只有18份可用，另1人已有同图记录不能补作独立第19票；范围与细节合理性需区分。,explicit_confirmed,"这个房间,有可能有些认真的标注的细,把凹进去的地方标了,有些可能忽略了.  我记得之前有张图的标注就是这样子的",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],中央椭圆浴缸主卫,双洗手台、玻璃淋浴及法式窗围合,两侧小厕位开口、镜面与淋浴玻璃,2,2,2,0,0,0,2,17,19,19,"[30, 31]",[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a.png,4,True,4,True,6,True,6,True,13,True,13,True,17,True,17,True
G057,VFuaQ6m2Qom,2,VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4,data/mp3d_layout/valid/img/VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,07号19人；04号7人、10号5人，先补可节约成本；其余视点用于观察凹入细节/开口可见度变化。,07号当前19人中只有18份可用，另1人已有同图记录不能补作独立第19票；范围与细节合理性需区分。,explicit_confirmed,"这个房间,有可能有些认真的标注的细,把凹进去的地方标了,有些可能忽略了.  我记得之前有张图的标注就是这样子的",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],主卫近法式窗,01主卫围合,门外木地板过道次要,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G057,VFuaQ6m2Qom,4,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,data/mp3d_layout/valid/img/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,07号19人；04号7人、10号5人，先补可节约成本；其余视点用于观察凹入细节/开口可见度变化。,07号当前19人中只有18份可用，另1人已有同图记录不能补作独立第19票；范围与细节合理性需区分。,explicit_confirmed,"这个房间,有可能有些认真的标注的细,把凹进去的地方标了,有些可能忽略了.  我记得之前有张图的标注就是这样子的",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],主卫浴缸窗侧,01主卫围合,玻璃及厕位开口,7,7,7,0,0,0,7,12,19,19,"[10, 17, 30, 31, 32, 33, 34]",[],"[1, 2, 6, 8, 12, 13, 15, 28, 29, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.png,0,True,0,True,1,True,1,True,8,True,8,True,12,True,12,True
G057,VFuaQ6m2Qom,7,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,data/mp3d_layout/valid/img/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.png,已有密集来源的多视点,已有来源，优先复用,待审,未定,07号19人；04号7人、10号5人，先补可节约成本；其余视点用于观察凹入细节/开口可见度变化。,07号当前19人中只有18份可用，另1人已有同图记录不能补作独立第19票；范围与细节合理性需区分。,explicit_confirmed,"这个房间,有可能有些认真的标注的细,把凹进去的地方标了,有些可能忽略了.  我记得之前有张图的标注就是这样子的",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],主卫近淋浴,01主卫围合,淋浴玻璃及两侧厕位更显著,20,19,18,1,0,0,19,0,19,18,"[1, 2, 6, 8, 10, 11, 12, 13, 15, 17, 29, 30, 31, 32, 33, 34, 35, 36, 37]",[],[],0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.png,0,True,0,True,0,True,0,True,0,True,0,True,0,True,1,False
G057,VFuaQ6m2Qom,10,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,data/mp3d_layout/valid/img/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,07号19人；04号7人、10号5人，先补可节约成本；其余视点用于观察凹入细节/开口可见度变化。,07号当前19人中只有18份可用，另1人已有同图记录不能补作独立第19票；范围与细节合理性需区分。,explicit_confirmed,"这个房间,有可能有些认真的标注的细,把凹进去的地方标了,有些可能忽略了.  我记得之前有张图的标注就是这样子的",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],主卫洗手台侧,01主卫围合,近台面镜面遮挡,5,5,4,1,0,0,4,15,20,19,"[11, 30, 31, 35, 37]",[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 32, 33, 34, 36]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.png,1,True,2,True,3,True,4,True,10,True,11,True,14,True,15,True
G057,VFuaQ6m2Qom,11,VFuaQ6m2Qom_f75a440593bb4140b899730917096859,data/mp3d_layout/valid/img/VFuaQ6m2Qom_f75a440593bb4140b899730917096859.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,07号19人；04号7人、10号5人，先补可节约成本；其余视点用于观察凹入细节/开口可见度变化。,07号当前19人中只有18份可用，另1人已有同图记录不能补作独立第19票；范围与细节合理性需区分。,explicit_confirmed,"这个房间,有可能有些认真的标注的细,把凹进去的地方标了,有些可能忽略了.  我记得之前有张图的标注就是这样子的",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],主卫近入口,主卫与门外过道可见范围,开门洞较突出，主卫仍完整,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/VFuaQ6m2Qom_f75a440593bb4140b899730917096859.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/valid/img/VFuaQ6m2Qom_f75a440593bb4140b899730917096859.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G237,yqstnuAEVhm,2,yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,data/mp3d_layout/test/img/yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe.png,已有密集来源的多视点,替代/特殊视点，另审,待审,未定,26号已有25人；05/10室内视点与02靠厨房门视点构成可审查的对照。,02的厨房门信息更多，不应与内部视点不加区分地合并。,explicit_confirmed,,厨房与用餐,早期争议复核导出.user_type,厨房与用餐,厨房与用餐,"[{""field"": ""earlier_comment"", ""state"": ""已有后续意见供核对"", ""reason"": ""疑似门洞可能是功能交界，不宜直接当门洞内。""}]",疑似,[],正式餐厅靠厨房门,长餐桌及餐厅围合，旁侧通厨房,近门同时展示厨房，跨门范围比室内视点更不确定,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G237,yqstnuAEVhm,5,yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2,data/mp3d_layout/test/img/yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,26号已有25人；05/10室内视点与02靠厨房门视点构成可审查的对照。,02的厨房门信息更多，不应与内部视点不加区分地合并。,explicit_confirmed,,厨房与用餐,早期争议复核导出.user_type,厨房与用餐,厨房与用餐,[],否,[],正式餐厅,长餐桌、嵌入展示壁柜、窗墙及多个门洞,桌椅遮墙脚，客厅和书房通过不同门洞出现,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G237,yqstnuAEVhm,10,yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526,data/mp3d_layout/test/img/yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,26号已有25人；05/10室内视点与02靠厨房门视点构成可审查的对照。,02的厨房门信息更多，不应与内部视点不加区分地合并。,explicit_confirmed,,厨房与用餐,早期争议复核导出.user_type,厨房与用餐,厨房与用餐,[],否,[],正式餐厅,长餐桌、嵌入展示壁柜、窗墙及多个门洞,桌椅遮墙脚，客厅和书房通过不同门洞出现,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G237,yqstnuAEVhm,26,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,data/mp3d_layout/test/img/yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.png,已有密集来源的多视点,已有来源，优先复用,待审,未定,26号已有25人；05/10室内视点与02靠厨房门视点构成可审查的对照。,02的厨房门信息更多，不应与内部视点不加区分地合并。,explicit_confirmed,,厨房与用餐,早期争议复核导出.user_type,厨房与用餐,厨房与用餐,[],否,[],正式餐厅,长餐桌、嵌入展示壁柜、窗墙及多个门洞,桌椅遮墙脚，客厅和书房通过不同门洞出现,26,25,19,6,0,0,19,0,25,19,"[1, 2, 6, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",[],[],0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.png,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
G165,rPc6DW4iMge,2,rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,data/mp3d_layout/test/img/rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,15号已有23人；02/14两个新目标可补另一个building的卧室证据。,仅3图，无法像5图组保留同样多的独立评价目标；是否值得投入由覆盖预算决定。,explicit_confirmed,,卧室,早期争议复核导出.user_type,卧室,卧室,[],否,[],黑床头卧室,两窗、衣柜门、卫浴门围合,床柜遮挡墙脚但主体完整,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G165,rPc6DW4iMge,14,rPc6DW4iMge_7316bf706e0d46368334c0c989210e09,data/mp3d_layout/test/img/rPc6DW4iMge_7316bf706e0d46368334c0c989210e09.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,15号已有23人；02/14两个新目标可补另一个building的卧室证据。,仅3图，无法像5图组保留同样多的独立评价目标；是否值得投入由覆盖预算决定。,explicit_confirmed,,卧室,早期争议复核导出.user_type,卧室,卧室,[],否,[],黑床头卧室柜侧,床、双窗、卫浴门及衣柜门,柜床遮挡与02相近,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/rPc6DW4iMge_7316bf706e0d46368334c0c989210e09.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/rPc6DW4iMge_7316bf706e0d46368334c0c989210e09.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G165,rPc6DW4iMge,15,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,data/mp3d_layout/test/img/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.png,已有密集来源的多视点,已有来源，优先复用,待审,未定,15号已有23人；02/14两个新目标可补另一个building的卧室证据。,仅3图，无法像5图组保留同样多的独立评价目标；是否值得投入由覆盖预算决定。,explicit_confirmed,,卧室,早期争议复核导出.user_type,卧室,卧室,[],否,[],黑床头卧室窗侧,双窗床区及衣柜门围合,更近窗但主卧室范围完整,23,23,19,4,0,0,19,0,23,19,"[1, 2, 6, 8, 10, 11, 12, 13, 14, 15, 17, 18, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",[],[],0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.png,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
G207,wc2JMjhGNzB,4,wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,data/mp3d_layout/test/img/wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde.png,已有密集来源的多视点,优先审查目标（未选定）,待审,未定,15号已有24人；04/45可比较空房与近衣柜/卫浴门的信息变化。,19人全部接触过同房40号Semi；04/15/40粗类在v2为null，45为无法判断，文字称卧室不能代替采用分类。,explicit_confirmed,,,早期争议复核导出.user_type,复合／待定,无法判断,"[{""field"": ""coarse_type"", ""adopted"": null, ""proposed"": ""无法判断"", ""state"": ""AI建议未亲审，保留并列""}, {""field"": ""coarse_type"", ""raw_value"": ""复合／待定"", ""state"": ""旧自由文本/复合待定需拆解，未强行归类""}]",否,[],米色空卧室,双窄窗、单扇外门、浴室和衣柜门之间完整空房,遮挡少，卫浴和衣柜透视范围需区分。,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",19,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G207,wc2JMjhGNzB,15,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,data/mp3d_layout/test/img/wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.png,已有密集来源的多视点,已有来源，优先复用,待审,未定,15号已有24人；04/45可比较空房与近衣柜/卫浴门的信息变化。,19人全部接触过同房40号Semi；04/15/40粗类在v2为null，45为无法判断，文字称卧室不能代替采用分类。,explicit_confirmed,,,早期争议复核导出.user_type,复合／待定,无法判断,"[{""field"": ""coarse_type"", ""adopted"": null, ""proposed"": ""无法判断"", ""state"": ""AI建议未亲审，保留并列""}, {""field"": ""coarse_type"", ""raw_value"": ""复合／待定"", ""state"": ""旧自由文本/复合待定需拆解，未强行归类""}]",否,[],米色空卧室靠卫浴门,与04对应的空卧室围合,近处卫浴门呈现坐便、洗手台及高窗，跨门范围信息比04明显增加。,26,24,19,5,0,0,19,0,24,19,"[1, 2, 6, 8, 10, 11, 12, 13, 14, 15, 17, 18, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",[],[],19,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.png,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
