image_id,building,condition,information,k_classes,axis,training_workers,target_members,n_members,n_others,training_contrast,target_contrast,aligned_target_contrast,direction_replicated,metric
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,Q,2,quality,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,6,2.40296218768,0.389736811973,0.389736811973,True,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,T,7,time,W006;W013;W021,W006;W013;W021,3,14,-1.37446114785,-1.81268036652,1.81268036652,True,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,B,3,benefit,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,11,2.1497379105,3.38653921662,3.38653921662,True,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,B,3,edit,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,11,-0.693641396001,-3.97304898829,3.97304898829,True,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,QT,4,quality,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,17,0.324276471039,0.544023700352,0.544023700352,True,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,QT,4,time,W001;W006;W010;W012;W013;W021;W030,W006;W010;W013;W021;W030,5,12,-1.2650716787,-1.83010807262,1.83010807262,True,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,QB,4,benefit,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,16,-1.26110570285,-4.68944311483,4.68944311483,True,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,QB,4,edit,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,16,3.05455792102,5.52807619626,5.52807619626,True,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,QB,4,quality,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,16,1.73061442807,0.747519657501,0.747519657501,True,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,QB,4,quality,W001;W012;W029;W030;W031;W034;W035;W037,W034;W037,2,3,1.73061442807,-9.5303112117,-9.5303112117,False,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,TB,2,benefit,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,12,12,0.360565965357,-2.17291942555,-2.17291942555,False,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,TB,2,edit,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,12,12,1.3628993492,2.3745996499,2.3745996499,True,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,TB,2,time,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W031;W032,3,2,1.23527477085,2.29139727638,2.29139727638,True,historical axis unchanged; not substituted for current d_mask
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,TB,2,time,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W015;W027;W028;W029;W032;W033;W036;W037,9,8,1.23527477085,2.07540819356,2.07540819356,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,T,2,time,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W010;W017,3,2,-1.28776397904,-2.52361939586,2.52361939586,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,B,3,benefit,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W008;W010;W015,3,2,2.28826480377,2.72679566994,2.72679566994,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,B,3,benefit,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,11,2.28826480377,1.00501070947,1.00501070947,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,B,3,edit,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W008;W010;W015,3,2,-0.83286946736,-2.72679566994,2.72679566994,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,B,3,edit,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,11,-0.83286946736,-1.44489458117,1.44489458117,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,QT,5,quality,W001;W006;W010;W012;W013;W021;W030,W001;W012;W030,3,2,0.332229598555,1.34241161879,1.34241161879,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,QT,5,quality,W001;W006;W010;W012;W013;W021;W030,W006;W010,2,3,0.332229598555,0.0752742992897,0.0752742992897,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,QT,5,time,W001;W006;W010;W012;W013;W021;W030,W006;W010,2,3,-1.26699559804,-2.19442262401,2.19442262401,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,QB,4,benefit,W001;W012;W029;W030;W031;W034;W035;W037,W031;W035,2,3,-1.53604541339,-2.72679566994,2.72679566994,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,QB,4,benefit,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,16,-1.53604541339,0.308333887962,-0.308333887962,False,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,QB,4,edit,W001;W012;W029;W030;W031;W034;W035;W037,W031;W035,2,3,3.15042479329,2.72679566994,2.72679566994,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,QB,4,edit,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,16,3.15042479329,3.91579493915,3.91579493915,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,TB,4,benefit,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,16,0.431540573121,-0.883871362153,-0.883871362153,False,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,TB,4,edit,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,16,0.925973637054,-0.675637132404,-0.675637132404,False,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,TB,4,time,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017,2,3,-0.88831760228,-0.171299094056,0.171299094056,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,QTB,5,benefit,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,19,-0.171578316657,-0.740826885523,0.740826885523,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,QTB,5,edit,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,19,1.16720020877,0.674950254275,0.674950254275,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,QTB,5,quality,W001;W010;W012;W013;W030,W001;W012;W030,3,2,0.668336831332,1.34241161879,1.34241161879,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,quality_time_edit,8,edit,W001;W012;W030,W001;W012;W030,3,21,2.30638853184,3.26862414678,3.26862414678,True,historical axis unchanged; not substituted for current d_mask
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,quality_time_edit,8,quality,W001;W012;W030,W001;W012;W030,3,2,0.714897893723,1.34241161879,1.34241161879,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,T,8,time,W002;W010;W017;W030,W002;W010;W017;W030,4,13,-0.549033508441,-0.918608666463,0.918608666463,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,T,8,time,W002;W010;W017;W030,W002;W010;W017;W030,4,15,-0.549033508441,-0.437360667193,0.437360667193,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,B,3,benefit,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,11,2.29075615679,0.93597897743,0.93597897743,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,B,3,edit,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,11,-0.910994986032,0.187878802253,-0.187878802253,False,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,QT,5,quality,W001;W006;W010;W012;W013;W021;W030,W010;W013,2,4,0.324539538571,0.855182555717,0.855182555717,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,QT,5,time,W001;W006;W010;W012;W013;W021;W030,W006;W010;W013;W021;W030,5,12,-1.2865749328,-1.44703562228,1.44703562228,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,QT,5,time,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W013;W021;W030,6,13,-1.2865749328,-0.336145912347,0.336145912347,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QB,4,benefit,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,16,-1.47115764688,-0.880892919957,0.880892919957,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QB,4,edit,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,16,3.26332527757,1.5215550491,1.5215550491,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,QB,4,quality,W001;W012;W029;W030;W031;W034;W035;W037,W029;W031,2,3,1.67191023398,4.18245276245,4.18245276245,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,QB,4,quality,W001;W012;W029;W030;W031;W034;W035;W037,W034;W035,2,4,1.67191023398,-1.02671098638,-1.02671098638,False,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,TB,4,benefit,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,16,0.368093765088,0.792586869497,0.792586869497,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,TB,4,edit,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,16,0.887472940343,0.0564273531143,0.0564273531143,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,TB,4,time,W001;W002;W010;W012;W013;W017;W018;W030,W002;W010;W013;W017;W030,5,12,-0.902222772784,-0.912665553496,0.912665553496,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,TB,4,time,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W013;W017;W018;W030,7,12,-0.902222772784,-0.396002350537,0.396002350537,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,quality_time_edit,10,edit,W001;W012;W030,W001;W012;W030,3,21,2.45194821578,0.360379162029,0.360379162029,True,historical axis unchanged; not substituted for current d_mask
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,quality_time_edit,10,time,W001;W012;W030,W001;W030,2,17,-0.797503698694,0.0355132734627,-0.0355132734627,False,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,T,2,time,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W012;W030,3,2,-1.29010030986,-1.3724701867,1.3724701867,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,T,2,time,W001;W002;W006;W010;W012;W013;W017;W021;W030,W002;W006;W010;W013;W017;W021;W030,7,10,-1.29010030986,-1.72489201237,1.72489201237,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,QT,4,quality,W001;W006;W010;W012;W013;W021;W030,W006;W010;W013,3,3,0.329251193415,0.244108146975,0.244108146975,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,QT,4,quality,W001;W006;W010;W012;W013;W021;W030,W001;W012;W030,3,3,0.329251193415,0.167832109559,0.167832109559,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,QT,4,quality,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,17,0.329251193415,0.930587668698,0.930587668698,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,QT,4,time,W001;W006;W010;W012;W013;W021;W030,W001;W012;W030,3,2,-1.27157335603,-1.3724701867,1.3724701867,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,QT,4,time,W001;W006;W010;W012;W013;W021;W030,W006;W010;W013;W021;W030,5,12,-1.27157335603,-1.51456974411,1.51456974411,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,TB,5,benefit,W001;W002;W010;W012;W017;W018;W030,W001;W002;W010;W012;W017;W018;W030,7,17,0.328794764717,-0.562424280066,-0.562424280066,False,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,TB,5,benefit,W001;W002;W010;W012;W017;W018;W030,W001;W002;W010;W012;W017;W018;W030,7,17,0.328794764717,-0.165938421511,-0.165938421511,False,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,TB,5,benefit,W001;W002;W010;W012;W017;W018;W030,W001;W002;W010;W012;W017;W018;W030,7,17,0.328794764717,-0.0466537742811,-0.0466537742811,False,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,TB,5,benefit,W001;W002;W010;W012;W017;W018;W030,W001;W002;W010;W012;W017;W018;W030,7,17,0.328794764717,0.367686752393,0.367686752393,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,TB,5,benefit,W001;W002;W010;W012;W017;W018;W030,W001;W002;W010;W012;W017;W018;W030,7,17,0.328794764717,1.15061414386,1.15061414386,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,TB,5,edit,W001;W002;W010;W012;W017;W018;W030,W001;W002;W010;W012;W017;W018;W030,7,17,1.12746130213,0.351999438843,0.351999438843,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,TB,5,edit,W001;W002;W010;W012;W017;W018;W030,W001;W002;W010;W012;W017;W018;W030,7,17,1.12746130213,0.316303201419,0.316303201419,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,TB,5,edit,W001;W002;W010;W012;W017;W018;W030,W001;W002;W010;W012;W017;W018;W030,7,17,1.12746130213,0.35493502359,0.35493502359,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,TB,5,edit,W001;W002;W010;W012;W017;W018;W030,W001;W002;W010;W012;W017;W018;W030,7,17,1.12746130213,1.14569567913,1.14569567913,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,TB,5,edit,W001;W002;W010;W012;W017;W018;W030,W001;W002;W010;W012;W017;W018;W030,7,17,1.12746130213,2.5549714047,2.5549714047,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,TB,5,time,W001;W002;W010;W012;W017;W018;W030,W001;W012;W030,3,2,-0.714978110284,-1.3724701867,1.3724701867,True,historical axis unchanged; not substituted for current d_mask
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,TB,5,time,W001;W002;W010;W012;W017;W018;W030,W002;W010;W017;W030,4,13,-0.714978110284,-1.44309308507,1.44309308507,True,historical axis unchanged; not substituted for current d_mask
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,QT,3,quality,W001;W006;W010;W012;W013;W021;W030,W012;W013,2,2,0.316492101581,4.85316418746,4.85316418746,True,historical axis unchanged; not substituted for current d_mask
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,QT,3,time,W001;W006;W010;W012;W013;W021;W030,W012;W013,2,2,-1.27714830911,-0.858429881809,0.858429881809,True,historical axis unchanged; not substituted for current d_mask
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,TB,4,time,W001;W002;W010;W012;W013;W017;W030,W012;W013,2,2,-0.947917892624,-0.858429881809,0.858429881809,True,historical axis unchanged; not substituted for current d_mask
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,T,2,time,W001;W002;W006;W010;W012;W013;W017;W021;W030,W002;W006;W012;W013,4,2,-1.30442635048,-1.60861757641,1.60861757641,True,historical axis unchanged; not substituted for current d_mask
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,manual,T,2,time,W001;W002;W006;W010;W012;W013;W017;W021;W030,W002;W006,2,2,-1.30442635048,-1.56582449256,1.56582449256,True,historical axis unchanged; not substituted for current d_mask
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,QT,3,time,W001;W006;W010;W012;W013;W021;W030,W006;W012;W013,3,3,-1.2810803467,-1.8507080766,1.8507080766,True,historical axis unchanged; not substituted for current d_mask
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,manual,QB,4,quality,W001;W012;W029;W030;W031;W034;W035;W037,W001;W034,2,2,1.65823392531,-0.537045075618,-0.537045075618,False,historical axis unchanged; not substituted for current d_mask
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,QTB,5,time,W001;W010;W012;W013;W030,W012;W013,2,4,-0.955682256513,-1.89133629104,1.89133629104,True,historical axis unchanged; not substituted for current d_mask
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,T,7,time,W006;W013;W021,W006;W013,2,18,-1.39563353629,-0.228601328569,0.228601328569,True,historical axis unchanged; not substituted for current d_mask
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,QT,3,time,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W030,6,14,-1.28052841059,-0.668551486098,0.668551486098,True,historical axis unchanged; not substituted for current d_mask
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,manual,QB,4,quality,W001;W012;W029;W030;W031;W034;W035;W037,W001;W029;W031;W035,4,2,1.68774890493,0.0667051252364,0.0667051252364,True,historical axis unchanged; not substituted for current d_mask
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,manual,QB,4,quality,W001;W012;W029;W030;W031;W034;W035;W037,W029;W034,2,3,1.68774890493,0.0680098353217,0.0680098353217,True,historical axis unchanged; not substituted for current d_mask
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,TB,4,time,W001;W002;W010;W012;W013;W017;W030,W001;W002;W010;W012;W013;W017;W030,7,13,-0.941485834175,-0.905741432875,0.905741432875,True,historical axis unchanged; not substituted for current d_mask
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,QTB,5,time,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,15,-0.952391883227,-0.714778660531,0.714778660531,True,historical axis unchanged; not substituted for current d_mask
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,quality_time_edit,10,time,W001;W012;W030,W001;W012;W030,3,17,-0.799119809783,-0.804100410728,0.804100410728,True,historical axis unchanged; not substituted for current d_mask
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,manual,QB,4,quality,W001;W012;W029;W030;W031;W034;W035;W037,W029;W037,2,4,1.65515096204,5.2568251656,5.2568251656,True,historical axis unchanged; not substituted for current d_mask
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,manual,QTB,2,quality,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,W029;W037,2,4,1.36305542907,5.2568251656,5.2568251656,True,historical axis unchanged; not substituted for current d_mask
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,manual,QTB,2,time,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,W029;W037,2,4,-0.785183462192,0.400644695058,-0.400644695058,False,historical axis unchanged; not substituted for current d_mask
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,T,2,time,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W008;W015;W027;W028;W029;W032;W033;W036;W037,9,8,1.24767221788,1.79408667909,1.79408667909,True,historical axis unchanged; not substituted for current d_mask
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,T,2,time,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W036;W037,2,2,1.24767221788,1.62814211767,1.62814211767,True,historical axis unchanged; not substituted for current d_mask
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,T,2,time,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W008;W031,2,3,1.24767221788,1.60974106616,1.60974106616,True,historical axis unchanged; not substituted for current d_mask
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,T,2,time,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W008;W015;W027;W028;W029;W032;W033;W036;W037,9,7,1.24767221788,1.1243876434,1.1243876434,True,historical axis unchanged; not substituted for current d_mask
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,T,2,time,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W027;W032;W033,3,2,1.24767221788,1.0534502977,1.0534502977,True,historical axis unchanged; not substituted for current d_mask
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,T,2,time,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W008;W015;W027;W028;W029;W032;W033;W036;W037,9,8,1.24767221788,1.24679525182,1.24679525182,True,historical axis unchanged; not substituted for current d_mask
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual,T,2,time,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W028;W037,2,2,1.24767221788,0.268571466042,0.268571466042,True,historical axis unchanged; not substituted for current d_mask
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,T,2,time,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W008;W015;W027;W028;W029;W032;W033;W036;W037,9,8,1.24767221788,0.960843822015,0.960843822015,True,historical axis unchanged; not substituted for current d_mask
