candidate,condition,training_workers,actual_workers,rule,images,buildings,mean_unified,mean_stable_multi
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W027;W028;W032;W033;W036;W037,D10_distribution,4,1,0.5,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W027;W028;W032;W033;W036;W037,D20_distribution,4,1,0.5,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W027;W028;W032;W033;W036;W037,G10_geometry,4,1,0.5,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W027;W028;W032;W033;W036;W037,P_pattern,4,1,0.5,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W027;W032;W033,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W027;W032;W033,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W027;W032;W033,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W027;W032;W033,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W028;W036,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W028;W036,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W028;W036,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W028;W036,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W028;W037,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W028;W037,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W028;W037,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W028;W037,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W032;W033,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W032;W033,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W032;W033,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W032;W033,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W036;W037,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W036;W037,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W036;W037,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W028;W032;W033;W036;W037,W036;W037,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W029,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W029,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W029,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W029,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,D10_distribution,38,11,0.131578947368,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,D20_distribution,38,11,0.131578947368,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,G10_geometry,38,11,0.117105263158,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,P_pattern,38,11,0.131578947368,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W029;W036,D10_distribution,6,6,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W029;W036,D20_distribution,6,6,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W029;W036,G10_geometry,6,6,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W029;W036,P_pattern,6,6,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W036,D10_distribution,4,4,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W036,D20_distribution,4,4,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W036,G10_geometry,4,4,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W027;W036,P_pattern,4,4,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W032,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W032,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W032,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W032,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W032;W033;W036;W037,D10_distribution,4,3,0.25,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W032;W033;W036;W037,D20_distribution,4,3,0.25,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W032;W033;W036;W037,G10_geometry,4,3,0.23125,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W032;W033;W036;W037,P_pattern,4,3,0.25,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W032;W036;W037,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W032;W036;W037,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W032;W036;W037,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W032;W036;W037,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W033,D10_distribution,2,2,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W033,D20_distribution,2,2,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W033,G10_geometry,2,2,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W033,P_pattern,2,2,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W036,D10_distribution,5,4,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W036,D20_distribution,5,4,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W036,G10_geometry,5,4,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W029;W036,P_pattern,5,4,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W032;W033,D10_distribution,9,7,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W032;W033,D20_distribution,9,7,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W032;W033,G10_geometry,9,7,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W032;W033,P_pattern,9,7,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W032;W033;W037,D10_distribution,3,3,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W032;W033;W037,D20_distribution,3,3,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W032;W033;W037,G10_geometry,3,3,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W032;W033;W037,P_pattern,3,3,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W032;W037,D10_distribution,2,2,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W032;W037,D20_distribution,2,2,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W032;W037,G10_geometry,2,2,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W032;W037,P_pattern,2,2,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W033;W036,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W033;W036,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W033;W036,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W033;W036,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W033;W037,D10_distribution,4,4,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W033;W037,D20_distribution,4,4,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W033;W037,G10_geometry,4,4,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W033;W037,P_pattern,4,4,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W036;W037,D10_distribution,3,3,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W036;W037,D20_distribution,3,3,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W036;W037,G10_geometry,3,3,0,0
continuous_tail_manual__log_active_seconds_high,manual,W027;W029;W032;W033;W036;W037,W036;W037,P_pattern,3,3,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W028;W032;W033;W036;W037,W027;W028;W032;W033;W036;W037,D10_distribution,1,1,1,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W028;W032;W033;W036;W037,W027;W028;W032;W033;W036;W037,D20_distribution,1,1,1,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W028;W032;W033;W036;W037,W027;W028;W032;W033;W036;W037,G10_geometry,1,1,0.625,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W028;W032;W033;W036;W037,W027;W028;W032;W033;W036;W037,P_pattern,1,1,1,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W028;W032;W033;W036;W037,W027;W037,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W028;W032;W033;W036;W037,W027;W037,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W028;W032;W033;W036;W037,W027;W037,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W028;W032;W033;W036;W037,W027;W037,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W029,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W029,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W029,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W029,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,D10_distribution,17,9,0.352941176471,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,D20_distribution,17,9,0.352941176471,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,G10_geometry,17,9,0.208823529412,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,P_pattern,17,9,0.352941176471,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W029;W037,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W029;W037,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W029;W037,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W029;W037,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W037,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W037,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W037,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W027;W037,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W029;W032,D10_distribution,2,2,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W029;W032,D20_distribution,2,2,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W029;W032,G10_geometry,2,2,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W029;W032,P_pattern,2,2,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W033;W036,D10_distribution,3,3,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W033;W036,D20_distribution,3,3,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W033;W036,G10_geometry,3,3,0,0
continuous_tail_manual__log_active_seconds_high,semi,W027;W029;W032;W033;W036;W037,W033;W036,P_pattern,3,3,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013,D10_distribution,4,3,0.25,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013,D20_distribution,4,3,0.25,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013,G10_geometry,4,3,0.05,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013,P_pattern,4,3,0.25,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018,D10_distribution,12,5,0.166666666667,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018,D20_distribution,12,5,0.166666666667,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018,G10_geometry,12,5,0.0625,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018,P_pattern,12,5,0.166666666667,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,D10_distribution,30,12,0.233333333333,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,D20_distribution,30,12,0.233333333333,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,G10_geometry,30,12,0.215,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,P_pattern,30,12,0.233333333333,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W012,D10_distribution,10,8,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W012,D20_distribution,10,8,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W012,G10_geometry,10,8,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W012,P_pattern,10,8,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W013;W018,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W013;W018,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W013;W018,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W001;W013;W018,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W006;W012;W013,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W006;W012;W013,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W006;W012;W013,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W006;W012;W013,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W006;W013;W018,D10_distribution,4,4,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W006;W013;W018,D20_distribution,4,4,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W006;W013;W018,G10_geometry,4,4,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W006;W013;W018,P_pattern,4,4,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W006;W018,D10_distribution,3,3,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W006;W018,D20_distribution,3,3,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W006;W018,G10_geometry,3,3,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W006;W018,P_pattern,3,3,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W012;W013,D10_distribution,2,2,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W012;W013,D20_distribution,2,2,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W012;W013,G10_geometry,2,2,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W012;W013,P_pattern,2,2,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W013;W018,D10_distribution,7,5,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W013;W018,D20_distribution,7,5,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W013;W018,G10_geometry,7,5,0,0
continuous_tail_manual__log_active_seconds_low,manual,W001;W006;W012;W013;W018;W021,W013;W018,P_pattern,7,5,0,0
continuous_tail_manual__log_active_seconds_low,semi,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,D10_distribution,18,10,0.222222222222,0
continuous_tail_manual__log_active_seconds_low,semi,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,D20_distribution,18,10,0.222222222222,0
continuous_tail_manual__log_active_seconds_low,semi,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,G10_geometry,18,10,0.0902777777778,0
continuous_tail_manual__log_active_seconds_low,semi,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,P_pattern,18,10,0.222222222222,0
continuous_tail_manual__log_active_seconds_low,semi,W001;W006;W012;W013;W018;W021,W001;W012;W018,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_low,semi,W001;W006;W012;W013;W018;W021,W001;W012;W018,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_low,semi,W001;W006;W012;W013;W018;W021,W001;W012;W018,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_low,semi,W001;W006;W012;W013;W018;W021,W001;W012;W018,P_pattern,1,1,0,0
continuous_tail_manual__log_active_seconds_low,semi,W001;W006;W012;W013;W018;W021,W013;W018,D10_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_low,semi,W001;W006;W012;W013;W018;W021,W013;W018,D20_distribution,1,1,0,0
continuous_tail_manual__log_active_seconds_low,semi,W001;W006;W012;W013;W018;W021,W013;W018,G10_geometry,1,1,0,0
continuous_tail_manual__log_active_seconds_low,semi,W001;W006;W012;W013;W018;W021,W013;W018,P_pattern,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W021;W027,W001;W002;W011;W017;W021;W027,D10_distribution,4,1,0.5,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W021;W027,W001;W002;W011;W017;W021;W027,D20_distribution,4,1,0.5,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W021;W027,W001;W002;W011;W017;W021;W027,G10_geometry,4,1,0.44375,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W021;W027,W001;W002;W011;W017;W021;W027,P_pattern,4,1,0.5,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W021;W027,W001;W002;W011;W017;W027,D10_distribution,2,1,0.5,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W021;W027,W001;W002;W011;W017;W027,D20_distribution,2,1,0.5,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W021;W027,W001;W002;W011;W017;W027,G10_geometry,2,1,0.1875,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W021;W027,W001;W002;W011;W017;W027,P_pattern,2,1,0.5,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W021;W027,W002;W017,D10_distribution,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W021;W027,W002;W017,D20_distribution,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W021;W027,W002;W017,G10_geometry,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W021;W027,W002;W017,P_pattern,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W002,D10_distribution,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W002,D20_distribution,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W002,G10_geometry,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W002,P_pattern,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W002;W011;W017;W027;W028,D10_distribution,4,1,0.5,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W002;W011;W017;W027;W028,D20_distribution,4,1,0.5,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W002;W011;W017;W027;W028,G10_geometry,4,1,0.5,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W002;W011;W017;W027;W028,P_pattern,4,1,0.5,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W002;W028,D10_distribution,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W002;W028,D20_distribution,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W002;W028,G10_geometry,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W002;W028,P_pattern,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W028,D10_distribution,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W028,D20_distribution,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W028,G10_geometry,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W001;W028,P_pattern,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W011;W027,D10_distribution,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W011;W027,D20_distribution,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W011;W027,G10_geometry,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W028,W011;W027,P_pattern,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002,D10_distribution,4,3,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002,D20_distribution,4,3,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002,G10_geometry,4,3,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002,P_pattern,4,3,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002;W011,D10_distribution,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002;W011,D20_distribution,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002;W011,G10_geometry,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002;W011,P_pattern,1,1,0,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,D10_distribution,15,8,0.333333333333,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,D20_distribution,15,8,0.333333333333,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,G10_geometry,15,8,0.288333333333,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,P_pattern,15,8,0.333333333333,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W032,D10_distribution,2,1,0.5,0
continuous_tail_manual__point_count_high,manual,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W032,D20_distribution,2,1,0.5,0
