case_id,image_id,displayed_variant,displayed_source_id,gt_source,gt_task_id,gt_annotation_id,current_gt_file,displayed_points,source_points,raw_coordinate_sequence_equal,max_distance_in_min_sum_point_assignment_px,source_identity_does_not_establish_geometric_correctness
V12,B6ByNegPMKs_75327de9719945aa8b893a6404667884,reference_0,B6ByNegPMKs_75327de9719945aa8b893a6404667884|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2766,2433,False,8,8,False,17.76323238224393,True
V12,B6ByNegPMKs_75327de9719945aa8b893a6404667884,reference_0,B6ByNegPMKs_75327de9719945aa8b893a6404667884|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2766,2433,False,8,8,False,17.76323238224393,True
V12,B6ByNegPMKs_75327de9719945aa8b893a6404667884,reference_0,B6ByNegPMKs_75327de9719945aa8b893a6404667884|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2766,2433,False,8,8,False,17.76323238224393,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_0,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2722,4543,False,8,8,True,1.1368683772161603e-13,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_0,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|public_import|test|0,export_label\groudTruth.json,3543,5092,True,8,8,True,1.1368683772161603e-13,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_0,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|public_import|test|0,export_label\groudTruth_106错误.json,2722,4543,False,8,8,True,1.1368683772161603e-13,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_0,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2722,4543,False,8,8,True,1.1368683772161603e-13,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_0,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|public_import|test|0,export_label\groudTruth_gt100错误.json,3419,5080,False,8,8,True,1.1368683772161603e-13,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_0,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2722,2389,False,8,16,False,,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_0,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2722,2389,False,8,8,False,38.15421872882776,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_0,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2722,2389,False,8,8,False,38.15421872882776,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_0,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2722,2389,False,8,8,False,38.15421872882776,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_1,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|historical_adjudicated,export_label\groudTruth(prescreen时使用的).json,2722,4543,False,0,8,False,,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_1,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|historical_adjudicated,export_label\groudTruth.json,3543,5092,True,0,8,False,,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_1,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|historical_adjudicated,export_label\groudTruth_106错误.json,2722,4543,False,0,8,False,,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_1,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|historical_adjudicated,export_label\groudTruth_2(61_84_194双标注).json,2722,4543,False,0,8,False,,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_1,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|historical_adjudicated,export_label\groudTruth_gt100错误.json,3419,5080,False,0,8,False,,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_1,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2722,2389,False,0,16,False,,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_1,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2722,2389,False,0,8,False,,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_1,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2722,2389,False,0,8,False,,True
V15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,reference_1,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2722,2389,False,0,8,False,,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_0,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2694,2361,False,12,12,True,5.684341886080802e-14,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_0,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|public_import|test|0,export_label\groudTruth.json,3515,5064,True,12,12,True,5.684341886080802e-14,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_0,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|public_import|test|0,export_label\groudTruth_106错误.json,2694,2361,False,12,12,True,5.684341886080802e-14,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_0,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2694,2361,False,12,12,True,5.684341886080802e-14,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_0,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|public_import|test|0,export_label\groudTruth_gt100错误.json,3391,5052,False,12,12,True,5.684341886080802e-14,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_0,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2694,2361,False,12,24,False,,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_0,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2694,2361,False,12,24,False,,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_0,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2694,2361,False,12,24,False,,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_0,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2694,2361,False,12,12,False,6.861368597669824,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|historical_adjudicated,export_label\groudTruth(prescreen时使用的).json,2694,2361,False,12,12,False,6.861368597669824,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|historical_adjudicated,export_label\groudTruth.json,3515,5064,True,12,12,False,6.861368597669824,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|historical_adjudicated,export_label\groudTruth_106错误.json,2694,2361,False,12,12,False,6.861368597669824,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|historical_adjudicated,export_label\groudTruth_2(61_84_194双标注).json,2694,2361,False,12,12,False,6.861368597669824,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|historical_adjudicated,export_label\groudTruth_gt100错误.json,3391,5052,False,12,12,False,6.861368597669824,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2694,2361,False,12,24,False,,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2694,2361,False,12,24,False,,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2694,2361,False,12,24,False,,True
V17,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,reference_1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2694,2361,False,12,12,False,5.684341886080802e-14,True
V18,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,reference_0,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2719,2386,False,8,8,True,0.0,True
V18,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,reference_0,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8|public_import|test|0,export_label\groudTruth.json,3540,5089,True,8,8,True,0.0,True
V18,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,reference_0,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8|public_import|test|0,export_label\groudTruth_106错误.json,2719,2386,False,8,8,True,0.0,True
V18,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,reference_0,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2719,2386,False,8,8,True,0.0,True
V18,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,reference_0,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8|public_import|test|0,export_label\groudTruth_gt100错误.json,3416,5077,False,8,8,True,0.0,True
V18,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,reference_0,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2719,2386,False,8,8,True,0.0,True
V18,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,reference_0,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2719,2386,False,8,8,True,0.0,True
V18,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,reference_0,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2719,2386,False,8,8,True,0.0,True
V18,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,reference_0,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2719,2386,False,8,8,True,0.0,True
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,reference_0,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2919,2586,False,8,8,True,5.684341886080802e-14,True
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,reference_0,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d|public_import|test|0,export_label\groudTruth.json,3740,5289,True,8,8,True,5.684341886080802e-14,True
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,reference_0,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d|public_import|test|0,export_label\groudTruth_106错误.json,2919,2586,False,8,8,True,5.684341886080802e-14,True
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,reference_0,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2919,2586,False,8,8,True,5.684341886080802e-14,True
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,reference_0,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d|public_import|test|0,export_label\groudTruth_gt100错误.json,3616,5277,False,8,8,True,5.684341886080802e-14,True
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,reference_0,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2919,2586,False,8,8,True,5.684341886080802e-14,True
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,reference_0,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2919,2586,False,8,8,True,5.684341886080802e-14,True
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,reference_0,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2919,2586,False,8,8,True,5.684341886080802e-14,True
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,reference_0,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2919,2586,False,8,8,True,5.684341886080802e-14,True
V22,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,reference_0,Z6MFQCViBuw_2008e72476f84104858e908beeac0193|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2739,2406,False,8,8,True,0.0,True
V22,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,reference_0,Z6MFQCViBuw_2008e72476f84104858e908beeac0193|public_import|test|0,export_label\groudTruth.json,3560,5109,True,8,8,True,0.0,True
V22,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,reference_0,Z6MFQCViBuw_2008e72476f84104858e908beeac0193|public_import|test|0,export_label\groudTruth_106错误.json,2739,2406,False,8,8,True,0.0,True
V22,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,reference_0,Z6MFQCViBuw_2008e72476f84104858e908beeac0193|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2739,2406,False,8,8,True,0.0,True
V22,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,reference_0,Z6MFQCViBuw_2008e72476f84104858e908beeac0193|public_import|test|0,export_label\groudTruth_gt100错误.json,3436,5097,False,8,8,True,0.0,True
V22,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,reference_0,Z6MFQCViBuw_2008e72476f84104858e908beeac0193|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2739,2406,False,8,8,True,0.0,True
V22,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,reference_0,Z6MFQCViBuw_2008e72476f84104858e908beeac0193|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2739,2406,False,8,8,True,0.0,True
V22,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,reference_0,Z6MFQCViBuw_2008e72476f84104858e908beeac0193|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2739,2406,False,8,8,True,0.0,True
V22,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,reference_0,Z6MFQCViBuw_2008e72476f84104858e908beeac0193|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2739,2406,False,8,8,True,0.0,True
V25,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,reference_0,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2629,2296,False,20,20,True,5.684341886080802e-14,True
V25,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,reference_0,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|public_import|test|0,export_label\groudTruth.json,3450,4999,True,20,20,True,5.684341886080802e-14,True
V25,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,reference_0,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|public_import|test|0,export_label\groudTruth_106错误.json,2629,2296,False,20,20,True,5.684341886080802e-14,True
V25,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,reference_0,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2629,2296,False,20,20,True,5.684341886080802e-14,True
V25,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,reference_0,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|public_import|test|0,export_label\groudTruth_gt100错误.json,3326,4987,False,20,20,True,5.684341886080802e-14,True
V25,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,reference_0,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2629,2296,False,20,20,True,5.684341886080802e-14,True
V25,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,reference_0,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2629,2296,False,20,20,True,5.684341886080802e-14,True
V25,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,reference_0,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2629,2296,False,20,20,True,5.684341886080802e-14,True
V25,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,reference_0,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2629,2296,False,20,20,True,5.684341886080802e-14,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_0,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2527,2194,False,12,12,True,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_0,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|public_import|test|0,export_label\groudTruth.json,3348,4897,True,12,12,True,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_0,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|public_import|test|0,export_label\groudTruth_106错误.json,2527,2194,False,12,12,True,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_0,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2527,2194,False,12,12,True,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_0,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|public_import|test|0,export_label\groudTruth_gt100错误.json,3224,4885,False,12,12,True,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_0,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2527,2194,False,12,12,True,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_0,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2527,2194,False,12,12,True,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_0,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2527,2194,False,12,12,True,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_0,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2527,2194,False,12,12,True,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|historical_adjudicated,export_label\groudTruth(prescreen时使用的).json,2527,2194,False,12,12,False,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|historical_adjudicated,export_label\groudTruth.json,3348,4897,True,12,12,False,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|historical_adjudicated,export_label\groudTruth_106错误.json,2527,2194,False,12,12,False,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|historical_adjudicated,export_label\groudTruth_2(61_84_194双标注).json,2527,2194,False,12,12,False,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|historical_adjudicated,export_label\groudTruth_gt100错误.json,3224,4885,False,12,12,False,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2527,2194,False,12,12,False,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2527,2194,False,12,12,False,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2527,2194,False,12,12,False,1.2710574864626038e-13,True
V26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,reference_1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2527,2194,False,12,12,False,1.2710574864626038e-13,True
V27,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,reference_0,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2867,2534,False,16,16,True,1.2710574864626038e-13,True
V27,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,reference_0,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14|public_import|test|0,export_label\groudTruth.json,3688,5237,True,16,16,True,1.2710574864626038e-13,True
V27,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,reference_0,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14|public_import|test|0,export_label\groudTruth_106错误.json,2867,2534,False,16,16,True,1.2710574864626038e-13,True
V27,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,reference_0,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2867,2534,False,16,16,True,1.2710574864626038e-13,True
V27,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,reference_0,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14|public_import|test|0,export_label\groudTruth_gt100错误.json,3564,5225,False,16,16,True,1.2710574864626038e-13,True
V27,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,reference_0,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2867,2534,False,16,16,True,1.2710574864626038e-13,True
V27,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,reference_0,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2867,2534,False,16,16,True,1.2710574864626038e-13,True
V27,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,reference_0,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2867,2534,False,16,16,True,1.2710574864626038e-13,True
V27,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,reference_0,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2867,2534,False,16,16,True,1.2710574864626038e-13,True
V28,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,reference_0,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2536,2203,False,8,8,True,0.0,True
V28,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,reference_0,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|public_import|test|0,export_label\groudTruth.json,3357,4906,True,8,8,True,0.0,True
V28,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,reference_0,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|public_import|test|0,export_label\groudTruth_106错误.json,2536,2203,False,8,8,True,0.0,True
