image_id,condition,building,n_observed,n_excluded,min_sub80_jaccard,review_draft_grade,review_draft_reason,full_p_by_8,core10_p_by_19,full_tail_no_gate,core_tail_10,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,grade_v1,status_v1,cut,source_split,scene_category,scene_source,main_space_raw,main_space_safe,main_space_source,main_space_basis,main_space_human,main_space_human_source,fine_human,fine_ai,doorway,room_id,room_status,floor_boundary,ceiling_boundary,corner_occlusion,connected_space,reflection_glass,low_contrast,floor_boundary_recheck,ceiling_boundary_recheck,corner_occlusion_recheck,connected_space_recheck,reflection_glass_recheck,low_contrast_recheck,resolution_rechecked,main_sleep,main_bathroom,main_kitchen,main_dining,main_living,main_work,main_circulation,main_storage,main_special,main_empty,position_entrance,position_window,position_edge,position_stair_landing,position_shower_interior,position_bath_tub,position_washing,position_mirrored,position_glass,position_fireplace,position_empty,position_shared_focus,main_semantic_key,main_function_primary,main_function_primary_source,review_status,reviewed_grade,full_requested8_exceeds_n,core_requested19_exceeds_n,n_valid,total_clusters,supported_clusters,singletons,doubletons,singleton_share,supported_share,largest_share,effective_modes_simpson,entropy_bits,point_count_disagreement,within_cluster_median,sizes_descending,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,supported_point_counts,support_modes_equal_count_strata,weak_geometry_separation
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,uNb9QFRL6hY,23,0,0.907497085463,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.335,0.47,0.535,0.0641666666668,0.0658333333334,0.0641666666668,0.00463916261613,0.191185770751,0.154114718615,,stable_outside_three_tier_limits,,test,起居与休闲,早期争议复核导出.user_type,会客为主,会客为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,23,6,4,2,1,0.0869565217391,0.913043478261,0.391304347826,3.64827586207,2.13505339216,0.624505928854,0.0397319751544,9;7;3;2;1;1,0.0869565217391,0.916824196597,1,1,0.974637681159,0.703703703704,True,3,False,True
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,uNb9QFRL6hY,24,0,0.903100775194,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.48,0.395,0.69,0.1275,0.12625,0.0900000000001,0.0057743216349,0.115,0.0454606782107,,singleton_support_unresolved,,test,储藏与家务辅助,早期争议复核导出.user_type,更衣储藏为主,更衣储藏为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务,否,unresolved:uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,not_in_supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,24,5,2,3,1,0.125,0.875,0.791666666667,1.5652173913,1.13868655258,0.163043478261,0.0158365386176,19;2;1;1;1,0.125,0.878521126761,3,0,0.977272727273,0.657894736842,True,1,False,True
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,uNb9QFRL6hY,24,0,0.764094370051,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.48,0.485,0.645,0.0783333333335,0.07875,0.0400000000001,0.0288302056971,0.111041666667,0.0699696969697,,stable_outside_three_tier_limits,,test,通行与连接,早期争议复核导出.user_type,过道为主,过道为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,通行,否,supported_component:uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653,supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,24,4,2,2,0,0.0833333333333,0.916666666667,0.791666666667,1.54838709677,1.02389957332,0.0833333333333,0.0396775443783,19;3;1;1,0.0833333333333,0.923333333333,2,0,0.952083333333,0.912280701754,True,1,False,True
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,uNb9QFRL6hY,24,0,0.991712707182,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.745,0.755,0.86,0.0408333333334,0.0383333333333,0.0408333333334,0.00291403344964,0.0808333333334,0.0630681818182,,stable_outside_three_tier_limits,,test,储藏与家务辅助,早期争议复核导出.user_type,更衣储藏为主,更衣储藏为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务,否,supported_component:uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,overlap_with_pending_or_unsupported,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,24,3,2,1,0,0.0416666666667,0.958333333333,0.833333333333,1.40487804878,0.785235442392,0.0833333333333,0.0379931886232,20;3;1,0.0416666666667,1,1,0,1,0.683333333333,True,1,False,True
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,wc2JMjhGNzB,7,0,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0.565,0.565,0,0,0.0375,0.08125,0.0375,0,0.176666666666,0.176666666666,,limited_horizon_or_order_sensitive,,test,无法判断,后续41图亲审.current_classification.coarse_type,空房主区,空房主区,AI_new_spatial_review,carried_visual_record,空房主区,后续41图亲审.current_classification.focus,用途未定,用途不明,否,supported_component:wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942,overlap_with_pending_or_unsupported,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,empty,empty,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,7,2,2,0,1,0,1,0.714285714286,1.68965517241,0.863120568567,0.47619047619,0.048613116923,5;2,0,1,0,0,1,0,False,2,True,False
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,wc2JMjhGNzB,24,1,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.395,0.415,0.5,0.0650000000001,0.0891666666667,0.0650000000001,0,0.150079051383,0.131318181818,,invalid_response_evidence,,test,厨房与用餐,早期争议复核导出.user_type,正式餐桌区,正式餐桌区,AI_new_spatial_review,new_original,,未有人工作答,,用餐|通行,否,supported_component:wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,23,5,4,1,2,0.0434782608696,0.95652173913,0.565217391304,2.60591133005,1.75332905126,0.644268774704,0.035496312588,13;5;2;2;1,0.0434782608696,0.963210702341,1,0,1,0,False,4,True,False
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,wc2JMjhGNzB,24,0,0.963918900544,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.87,0.64,0.98,0.0341666666667,0.0429166666666,0.0341666666667,0.00900977237392,0.100416666667,0.0833777997365,,stable_outside_three_tier_limits,,test,卫浴,早期争议复核导出.user_type,淋浴间内部,淋浴间内部,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:wc2JMjhGNzB_d7230c164e814f9a83244ab2edc15334,overlap_with_pending_or_unsupported,present,present,absent,present,present,absent,present,present,absent,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,24,3,2,1,0,0.0416666666667,0.958333333333,0.5,2.16541353383,1.20690842515,0.0833333333333,0.0362336963783,12;11;1,0.0416666666667,1,1,0,0.992361111111,0.80303030303,True,1,False,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,wc2JMjhGNzB,23,0,0.794364925516,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.7,0.58,0.795,0.0458333333334,0.0475,0.0458333333334,0.0379067376552,0.106877470356,0.0870454545455,,stable_outside_three_tier_limits,,test,储藏与家务辅助,早期争议复核导出.user_type,空房小衣帽间,空房小衣帽间,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务,否,unresolved:wc2JMjhGNzB_dda6efcba51c40de8552408953719515,not_in_supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,storage+empty,empty,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,23,3,2,1,0,0.0434782608696,0.95652173913,0.652173913043,1.92363636364,1.1211774609,0.0869565217391,0.041195218516,15;7;1,0.0434782608696,1,1,0,0.947736188297,0.809523809524,True,1,False,True
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,x8F5xyUWy9e,5,0,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0.575,0.575,0,0,0.065,0.138333333333,0.065,0,0.2425,0.2425,,limited_horizon_or_order_sensitive,,test,特殊用途,早期争议复核导出.user_type,按摩床及洗手盆区域,按摩床及洗手盆区域,AI_new_spatial_review,new_original,,未有人工作答,,特殊用途|通行,否,supported_component:x8F5xyUWy9e_2669f5ba693c4e729d7d2c4f3fa0a077,overlap_with_pending_or_unsupported,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom+special,special,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,5,2,2,0,1,0,1,0.6,1.92307692308,0.970950594455,0.6,0.068378949442,3;2,0,1,0,0,1,0,False,2,True,False
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,yqstnuAEVhm,5,0,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.225,0,0,0.305,0.4,0.305,0,0.357,0.2925,,limited_horizon_or_order_sensitive,,test,厨房与用餐,早期争议复核导出.user_type,厨房岛台,厨房岛台,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐,否,supported_component:yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kitchen,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,5,3,2,1,2,0.2,0.8,0.4,2.77777777778,1.52192809489,0.8,0.0321426068445,2;2;1,0.2,0.9,1,0,1,0,False,2,True,False
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,yqstnuAEVhm,5,0,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0.595,0.595,0,0,0.05,0.15,0.05,0,0.252,0.252,,limited_horizon_or_order_sensitive,,test,通行与连接,早期争议复核导出.user_type,玻璃砖墙走廊,玻璃砖墙走廊,AI_new_spatial_review,carried_visual_record,,未有人工作答,,通行,否,supported_component:yqstnuAEVhm_96960ce9646a41e4bc183d75327fe1c1,supported_component,present,present,absent,present,present,absent,present,present,absent,present,present,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,5,2,2,0,1,0,1,0.6,1.92307692308,0.970950594455,0.6,0.0233200922082,3;2,0,1,0,0,1,0,False,2,True,False
