case_category,base_task_id,image_reference,stage,condition,detail_zh,evidence_values_json
meta_label_high_uncertainty,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814.jpg,P1,semi,scope 元标签在工人之间选择分散。,"{""base_task_id"": ""e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814"", ""condition"": ""semi"", ""label_prevalence_json"": ""{\""oos_open_or_ambiguous_boundary\"": 0.5, \""oos_other\"": 0.5}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6931471805599453, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6931471805599453, ""measurement_note"": ""all_observed_response_versions_descriptive_not_independent_if_same_worker_revised"", ""meta_group"": ""scope"", ""pair_count"": 6, ""pairwise_jaccard_mean"": 0.3333333333333333, ""pairwise_jaccard_median"": 0.0, ""raw_or_canonical_mix"": ""matched"", ""response_count"": 4, ""sd_label_cardinality"": 0.0, ""stage"": ""P1"", ""worker_count"": 4}"
meta_label_high_uncertainty,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,C1,semi,model_issue 元标签在工人之间选择分散。,"{""base_task_id"": ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3"", ""condition"": ""semi"", ""label_prevalence_json"": ""{\""corner_issue\"": 0.5, \""topology_issue\"": 0.5}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6931471805599453, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6931471805599453, ""measurement_note"": ""all_observed_response_versions_descriptive_not_independent_if_same_worker_revised"", ""meta_group"": ""model_issue"", ""pair_count"": 6, ""pairwise_jaccard_mean"": 0.3333333333333333, ""pairwise_jaccard_median"": 0.0, ""raw_or_canonical_mix"": ""matched"", ""response_count"": 4, ""sd_label_cardinality"": 0.0, ""stage"": ""C1"", ""worker_count"": 4}"
meta_label_high_uncertainty,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.jpg,P1,manual,scope 元标签在工人之间选择分散。,"{""base_task_id"": ""uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9"", ""condition"": ""manual"", ""label_prevalence_json"": ""{\""oos_open_or_ambiguous_boundary\"": 0.5, \""oos_other\"": 0.5}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6931471805599453, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6931471805599453, ""measurement_note"": ""all_observed_response_versions_descriptive_not_independent_if_same_worker_revised"", ""meta_group"": ""scope"", ""pair_count"": 6, ""pairwise_jaccard_mean"": 0.3333333333333333, ""pairwise_jaccard_median"": 0.0, ""raw_or_canonical_mix"": ""matched"", ""response_count"": 4, ""sd_label_cardinality"": 0.0, ""stage"": ""P1"", ""worker_count"": 4}"
meta_label_high_uncertainty,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,P1,semi,scope 元标签在工人之间选择分散。,"{""base_task_id"": ""7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456"", ""condition"": ""semi"", ""label_prevalence_json"": ""{\""oos_open_or_ambiguous_boundary\"": 0.5, \""oos_other\"": 0.5}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6931471805599453, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6931471805599453, ""measurement_note"": ""all_observed_response_versions_descriptive_not_independent_if_same_worker_revised"", ""meta_group"": ""scope"", ""pair_count"": 15, ""pairwise_jaccard_mean"": 0.4, ""pairwise_jaccard_median"": 0.0, ""raw_or_canonical_mix"": ""matched"", ""response_count"": 6, ""sd_label_cardinality"": 0.0, ""stage"": ""P1"", ""worker_count"": 6}"
meta_label_high_uncertainty,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg,C1,manual,scope 元标签在工人之间选择分散。,"{""base_task_id"": ""yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2"", ""condition"": ""manual"", ""label_prevalence_json"": ""{\""oos_open_or_ambiguous_boundary\"": 0.5454545454545454, \""oos_other\"": 0.45454545454545453}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6890092384766586, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6890092384766586, ""measurement_note"": ""all_observed_response_versions_descriptive_not_independent_if_same_worker_revised"", ""meta_group"": ""scope"", ""pair_count"": 55, ""pairwise_jaccard_mean"": 0.45454545454545453, ""pairwise_jaccard_median"": 0.0, ""raw_or_canonical_mix"": ""matched"", ""response_count"": 11, ""sd_label_cardinality"": 0.0, ""stage"": ""C1"", ""worker_count"": 11}"
meta_label_high_uncertainty,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09.jpg,P1,oos,difficulty 元标签在工人之间选择分散。,"{""base_task_id"": ""7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09"", ""condition"": ""oos"", ""label_prevalence_json"": ""{\""low_texture\"": 0.42857142857142855, \""occlusion\"": 0.5, \""seam\"": 0.42857142857142855}"", ""label_union_count"": 3, ""maximum_label_entropy"": 0.6931471805599453, ""mean_label_cardinality"": 1.3571428571428572, ""mean_label_entropy"": 0.6863211299869629, ""measurement_note"": ""all_observed_response_versions_descriptive_not_independent_if_same_worker_revised"", ""meta_group"": ""difficulty"", ""pair_count"": 91, ""pairwise_jaccard_mean"": 0.3241758241758242, ""pairwise_jaccard_median"": 0.3333333333333333, ""raw_or_canonical_mix"": ""matched"", ""response_count"": 14, ""sd_label_cardinality"": 0.49724515809884684, ""stage"": ""P1"", ""worker_count"": 14}"
meta_label_high_uncertainty,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.jpg,C1,manual,scope 元标签在工人之间选择分散。,"{""base_task_id"": ""yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56"", ""condition"": ""manual"", ""label_prevalence_json"": ""{\""oos_open_or_ambiguous_boundary\"": 0.6, \""oos_split_or_multi_level\"": 0.4}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6730116670092565, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6730116670092565, ""measurement_note"": ""all_observed_response_versions_descriptive_not_independent_if_same_worker_revised"", ""meta_group"": ""scope"", ""pair_count"": 10, ""pairwise_jaccard_mean"": 0.4, ""pairwise_jaccard_median"": 0.0, ""raw_or_canonical_mix"": ""matched"", ""response_count"": 5, ""sd_label_cardinality"": 0.0, ""stage"": ""C1"", ""worker_count"": 5}"
meta_label_high_uncertainty,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7.jpg,C1,semi,model_issue 元标签在工人之间选择分散。,"{""base_task_id"": ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7"", ""condition"": ""semi"", ""label_prevalence_json"": ""{\""acceptable\"": 0.6, \""corner_issue\"": 0.4}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6730116670092565, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6730116670092565, ""measurement_note"": ""all_observed_response_versions_descriptive_not_independent_if_same_worker_revised"", ""meta_group"": ""model_issue"", ""pair_count"": 10, ""pairwise_jaccard_mean"": 0.4, ""pairwise_jaccard_median"": 0.0, ""raw_or_canonical_mix"": ""matched"", ""response_count"": 5, ""sd_label_cardinality"": 0.0, ""stage"": ""C1"", ""worker_count"": 5}"
meta_label_high_uncertainty,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a.jpg,P1,semi,scope 元标签在工人之间选择分散。,"{""base_task_id"": ""rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a"", ""condition"": ""semi"", ""label_prevalence_json"": ""{\""oos_open_or_ambiguous_boundary\"": 0.6, \""oos_other\"": 0.4}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6730116670092565, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6730116670092565, ""measurement_note"": ""all_observed_response_versions_descriptive_not_independent_if_same_worker_revised"", ""meta_group"": ""scope"", ""pair_count"": 10, ""pairwise_jaccard_mean"": 0.4, ""pairwise_jaccard_median"": 0.0, ""raw_or_canonical_mix"": ""matched"", ""response_count"": 5, ""sd_label_cardinality"": 0.0, ""stage"": ""P1"", ""worker_count"": 5}"
meta_label_high_uncertainty,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,P1,manual,difficulty 元标签在工人之间选择分散。,"{""base_task_id"": ""UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596"", ""condition"": ""manual"", ""label_prevalence_json"": ""{\""occlusion\"": 0.6521739130434783, \""reflection_transparency\"": 0.34782608695652173, \""seam\"": 0.4782608695652174}"", ""label_union_count"": 3, ""maximum_label_entropy"": 0.6922017029622767, ""mean_label_cardinality"": 1.4782608695652173, ""mean_label_entropy"": 0.6614609043612981, ""measurement_note"": ""all_observed_response_versions_descriptive_not_independent_if_same_worker_revised"", ""meta_group"": ""difficulty"", ""pair_count"": 253, ""pairwise_jaccard_mean"": 0.4064558629776021, ""pairwise_jaccard_median"": 0.5, ""raw_or_canonical_mix"": ""matched"", ""response_count"": 23, ""sd_label_cardinality"": 0.5107539184552491, ""stage"": ""P1"", ""worker_count"": 23}"
cross_stage_geometry_uncertainty,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,P1,manual,跨阶段描述性拓扑分布或同拓扑坐标离散较高。,"{""available_record_count"": 26, ""base_task_id"": ""yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65"", ""building_id"": ""yqstnuAEVhm"", ""condition"": ""manual"", ""different_topology_pair_share"": 0.8553846153846154, ""geometry_computable_worker_count"": 26, ""geometry_missing_worker_count"": 0, ""geometry_uncertainty_class"": ""multiple_topologies"", ""largest_topology_share"": 0.34615384615384615, ""measurement_lane"": ""cross_stage_topology_and_cyclic_rmse_descriptive"", ""observed_worker_count"": 26, ""same_topology_cyclic_rmse_median"": 0.07650371552463779, ""same_topology_cyclic_rmse_q25"": 0.05640553898354358, ""same_topology_cyclic_rmse_q75"": 0.08183604432359276, ""same_topology_pair_count"": 47, ""stage"": ""P1"", ""topology_counts_json"": ""{\""10\"": 1, \""12\"": 2, \""14\"": 3, \""16\"": 2, \""18\"": 1, \""20\"": 1, \""24\"": 9, \""26\"": 1, \""28\"": 4, \""6\"": 1, \""8\"": 1}"", ""topology_gini_simpson"": 0.8224852071005917, ""topology_mode_count"": 11, ""topology_shannon_entropy"": 2.05084175999265}"
cross_stage_geometry_uncertainty,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.jpg,P1,oos,跨阶段描述性拓扑分布或同拓扑坐标离散较高。,"{""available_record_count"": 26, ""base_task_id"": ""UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940"", ""building_id"": ""UwV83HsGsw3"", ""condition"": ""oos"", ""different_topology_pair_share"": 0.857707509881423, ""geometry_computable_worker_count"": 23, ""geometry_missing_worker_count"": 3, ""geometry_uncertainty_class"": ""multiple_topologies"", ""largest_topology_share"": 0.30434782608695654, ""measurement_lane"": ""cross_stage_topology_and_cyclic_rmse_descriptive"", ""observed_worker_count"": 26, ""same_topology_cyclic_rmse_median"": 0.07590829188474613, ""same_topology_cyclic_rmse_q25"": 0.06677621634450188, ""same_topology_cyclic_rmse_q75"": 0.0909214651712188, ""same_topology_pair_count"": 36, ""stage"": ""P1"", ""topology_counts_json"": ""{\""10\"": 1, \""12\"": 5, \""14\"": 2, \""16\"": 1, \""18\"": 3, \""28\"": 1, \""4\"": 1, \""6\"": 2, \""8\"": 7}"", ""topology_gini_simpson"": 0.8204158790170133, ""topology_mode_count"": 9, ""topology_shannon_entropy"": 1.929538294459506}"
cross_stage_geometry_uncertainty,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,P1,manual,跨阶段描述性拓扑分布或同拓扑坐标离散较高。,"{""available_record_count"": 26, ""base_task_id"": ""rPc6DW4iMge_fbc169773c954580baea6d2798c0d486"", ""building_id"": ""rPc6DW4iMge"", ""condition"": ""manual"", ""different_topology_pair_share"": 0.8478260869565217, ""geometry_computable_worker_count"": 24, ""geometry_missing_worker_count"": 2, ""geometry_uncertainty_class"": ""multiple_topologies"", ""largest_topology_share"": 0.3333333333333333, ""measurement_lane"": ""cross_stage_topology_and_cyclic_rmse_descriptive"", ""observed_worker_count"": 26, ""same_topology_cyclic_rmse_median"": 0.08914900238192677, ""same_topology_cyclic_rmse_q25"": 0.06762591679095736, ""same_topology_cyclic_rmse_q75"": 0.1259658712138033, ""same_topology_pair_count"": 42, ""stage"": ""P1"", ""topology_counts_json"": ""{\""12\"": 1, \""14\"": 2, \""16\"": 2, \""20\"": 5, \""24\"": 1, \""26\"": 2, \""28\"": 2, \""6\"": 1, \""8\"": 8}"", ""topology_gini_simpson"": 0.8125, ""topology_mode_count"": 9, ""topology_shannon_entropy"": 1.9185580245109144}"
cross_stage_geometry_uncertainty,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,P1,manual,跨阶段描述性拓扑分布或同拓扑坐标离散较高。,"{""available_record_count"": 26, ""base_task_id"": ""q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4"", ""building_id"": ""q9vSo1VnCiC"", ""condition"": ""manual"", ""different_topology_pair_share"": 0.8695652173913043, ""geometry_computable_worker_count"": 24, ""geometry_missing_worker_count"": 2, ""geometry_uncertainty_class"": ""multiple_topologies"", ""largest_topology_share"": 0.25, ""measurement_lane"": ""cross_stage_topology_and_cyclic_rmse_descriptive"", ""observed_worker_count"": 26, ""same_topology_cyclic_rmse_median"": 0.13353086389614088, ""same_topology_cyclic_rmse_q25"": 0.09588008790522601, ""same_topology_cyclic_rmse_q75"": 0.15797307830157012, ""same_topology_pair_count"": 36, ""stage"": ""P1"", ""topology_counts_json"": ""{\""10\"": 4, \""12\"": 1, \""14\"": 5, \""16\"": 2, \""20\"": 3, \""22\"": 2, \""24\"": 1, \""8\"": 6}"", ""topology_gini_simpson"": 0.8333333333333333, ""topology_mode_count"": 8, ""topology_shannon_entropy"": 1.910914271587008}"
cross_stage_geometry_uncertainty,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.jpg,P1,manual,跨阶段描述性拓扑分布或同拓扑坐标离散较高。,"{""available_record_count"": 26, ""base_task_id"": ""yqstnuAEVhm_e3face7b2196414d95ed97151aa13058"", ""building_id"": ""yqstnuAEVhm"", ""condition"": ""manual"", ""different_topology_pair_share"": 0.8369565217391305, ""geometry_computable_worker_count"": 24, ""geometry_missing_worker_count"": 2, ""geometry_uncertainty_class"": ""multiple_topologies"", ""largest_topology_share"": 0.3333333333333333, ""measurement_lane"": ""cross_stage_topology_and_cyclic_rmse_descriptive"", ""observed_worker_count"": 26, ""same_topology_cyclic_rmse_median"": 0.13831328112644103, ""same_topology_cyclic_rmse_q25"": 0.11853791421449612, ""same_topology_cyclic_rmse_q75"": 0.15369506244317893, ""same_topology_pair_count"": 45, ""stage"": ""P1"", ""topology_counts_json"": ""{\""10\"": 2, \""12\"": 2, \""14\"": 4, \""16\"": 3, \""18\"": 1, \""20\"": 8, \""8\"": 4}"", ""topology_gini_simpson"": 0.8020833333333333, ""topology_mode_count"": 7, ""topology_shannon_entropy"": 1.7699574632378654}"
cross_stage_geometry_uncertainty,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.jpg,P1,oos,跨阶段描述性拓扑分布或同拓扑坐标离散较高。,"{""available_record_count"": 26, ""base_task_id"": ""UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282"", ""building_id"": ""UwV83HsGsw3"", ""condition"": ""oos"", ""different_topology_pair_share"": 0.83, ""geometry_computable_worker_count"": 25, ""geometry_missing_worker_count"": 1, ""geometry_uncertainty_class"": ""multiple_topologies"", ""largest_topology_share"": 0.32, ""measurement_lane"": ""cross_stage_topology_and_cyclic_rmse_descriptive"", ""observed_worker_count"": 26, ""same_topology_cyclic_rmse_median"": 0.08973687490906301, ""same_topology_cyclic_rmse_q25"": 0.0646804755954386, ""same_topology_cyclic_rmse_q75"": 0.11648134419334613, ""same_topology_pair_count"": 51, ""stage"": ""P1"", ""topology_counts_json"": ""{\""10\"": 8, \""12\"": 3, \""14\"": 2, \""16\"": 2, \""4\"": 1, \""6\"": 3, \""8\"": 6}"", ""topology_gini_simpson"": 0.7968000000000001, ""topology_mode_count"": 7, ""topology_shannon_entropy"": 1.7488617607459827}"
cross_stage_geometry_uncertainty,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.jpg,C1,manual,跨阶段描述性拓扑分布或同拓扑坐标离散较高。,"{""available_record_count"": 23, ""base_task_id"": ""uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8"", ""building_id"": ""uNb9QFRL6hY"", ""condition"": ""manual"", ""different_topology_pair_share"": 0.8458498023715415, ""geometry_computable_worker_count"": 23, ""geometry_missing_worker_count"": 0, ""geometry_uncertainty_class"": ""multiple_topologies"", ""largest_topology_share"": 0.21739130434782608, ""measurement_lane"": ""cross_stage_topology_and_cyclic_rmse_descriptive"", ""observed_worker_count"": 23, ""same_topology_cyclic_rmse_median"": 0.16605634964009694, ""same_topology_cyclic_rmse_q25"": 0.05772879685177582, ""same_topology_cyclic_rmse_q75"": 0.19481415715652067, ""same_topology_pair_count"": 39, ""stage"": ""C1"", ""topology_counts_json"": ""{\""10\"": 1, \""12\"": 4, \""14\"": 5, \""16\"": 5, \""18\"": 3, \""8\"": 5}"", ""topology_gini_simpson"": 0.8090737240075614, ""topology_mode_count"": 6, ""topology_shannon_entropy"": 1.7014688682336978}"
cross_stage_geometry_uncertainty,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d.jpg,C1,manual,跨阶段描述性拓扑分布或同拓扑坐标离散较高。,"{""available_record_count"": 23, ""base_task_id"": ""uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d"", ""building_id"": ""uNb9QFRL6hY"", ""condition"": ""manual"", ""different_topology_pair_share"": 0.8379446640316206, ""geometry_computable_worker_count"": 23, ""geometry_missing_worker_count"": 0, ""geometry_uncertainty_class"": ""multiple_topologies"", ""largest_topology_share"": 0.2608695652173913, ""measurement_lane"": ""cross_stage_topology_and_cyclic_rmse_descriptive"", ""observed_worker_count"": 23, ""same_topology_cyclic_rmse_median"": 0.09422218951531003, ""same_topology_cyclic_rmse_q25"": 0.06874615587129834, ""same_topology_cyclic_rmse_q75"": 0.13587452304836017, ""same_topology_pair_count"": 41, ""stage"": ""C1"", ""topology_counts_json"": ""{\""10\"": 3, \""12\"": 3, \""14\"": 1, \""16\"": 6, \""18\"": 5, \""20\"": 5}"", ""topology_gini_simpson"": 0.8015122873345936, ""topology_mode_count"": 6, ""topology_shannon_entropy"": 1.6817285780283675}"
cross_stage_geometry_uncertainty,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146.jpg,C1,manual,跨阶段描述性拓扑分布或同拓扑坐标离散较高。,"{""available_record_count"": 5, ""base_task_id"": ""q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146"", ""building_id"": ""q9vSo1VnCiC"", ""condition"": ""manual"", ""different_topology_pair_share"": 1.0, ""geometry_computable_worker_count"": 5, ""geometry_missing_worker_count"": 0, ""geometry_uncertainty_class"": ""multiple_topologies"", ""largest_topology_share"": 0.2, ""measurement_lane"": ""cross_stage_topology_and_cyclic_rmse_descriptive"", ""observed_worker_count"": 5, ""same_topology_cyclic_rmse_median"": NaN, ""same_topology_cyclic_rmse_q25"": NaN, ""same_topology_cyclic_rmse_q75"": NaN, ""same_topology_pair_count"": 0, ""stage"": ""C1"", ""topology_counts_json"": ""{\""12\"": 1, \""14\"": 1, \""22\"": 1, \""36\"": 1, \""8\"": 1}"", ""topology_gini_simpson"": 0.7999999999999999, ""topology_mode_count"": 5, ""topology_shannon_entropy"": 1.6094379124341005}"
cross_stage_geometry_uncertainty,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76.jpg,C1,manual,跨阶段描述性拓扑分布或同拓扑坐标离散较高。,"{""available_record_count"": 5, ""base_task_id"": ""x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76"", ""building_id"": ""x8F5xyUWy9e"", ""condition"": ""manual"", ""different_topology_pair_share"": 1.0, ""geometry_computable_worker_count"": 5, ""geometry_missing_worker_count"": 0, ""geometry_uncertainty_class"": ""multiple_topologies"", ""largest_topology_share"": 0.2, ""measurement_lane"": ""cross_stage_topology_and_cyclic_rmse_descriptive"", ""observed_worker_count"": 5, ""same_topology_cyclic_rmse_median"": NaN, ""same_topology_cyclic_rmse_q25"": NaN, ""same_topology_cyclic_rmse_q75"": NaN, ""same_topology_pair_count"": 0, ""stage"": ""C1"", ""topology_counts_json"": ""{\""10\"": 1, \""12\"": 1, \""16\"": 1, \""18\"": 1, \""8\"": 1}"", ""topology_gini_simpson"": 0.7999999999999999, ""topology_mode_count"": 5, ""topology_shannon_entropy"": 1.6094379124341005}"
cross_stage_geometry_uncertainty,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,P1,manual,跨阶段描述性拓扑分布或同拓扑坐标离散较高。,"{""available_record_count"": 26, ""base_task_id"": ""rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5"", ""building_id"": ""rPc6DW4iMge"", ""condition"": ""manual"", ""different_topology_pair_share"": 0.77, ""geometry_computable_worker_count"": 25, ""geometry_missing_worker_count"": 1, ""geometry_uncertainty_class"": ""multiple_topologies"", ""largest_topology_share"": 0.44, ""measurement_lane"": ""cross_stage_topology_and_cyclic_rmse_descriptive"", ""observed_worker_count"": 26, ""same_topology_cyclic_rmse_median"": 0.14239160888180144, ""same_topology_cyclic_rmse_q25"": 0.0895245618025257, ""same_topology_cyclic_rmse_q75"": 0.14806353660640365, ""same_topology_pair_count"": 69, ""stage"": ""P1"", ""topology_counts_json"": ""{\""12\"": 4, \""14\"": 1, \""16\"": 2, \""18\"": 4, \""20\"": 11, \""24\"": 2, \""26\"": 1}"", ""topology_gini_simpson"": 0.7392000000000001, ""topology_mode_count"": 7, ""topology_shannon_entropy"": 1.6092841603889616}"
cross_stage_geometry_uncertainty,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d.jpg,C1,manual,跨阶段描述性拓扑分布或同拓扑坐标离散较高。,"{""available_record_count"": 6, ""base_task_id"": ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d"", ""building_id"": ""wc2JMjhGNzB"", ""condition"": ""manual"", ""different_topology_pair_share"": 0.9333333333333333, ""geometry_computable_worker_count"": 6, ""geometry_missing_worker_count"": 0, ""geometry_uncertainty_class"": ""multiple_topologies"", ""largest_topology_share"": 0.3333333333333333, ""measurement_lane"": ""cross_stage_topology_and_cyclic_rmse_descriptive"", ""observed_worker_count"": 6, ""same_topology_cyclic_rmse_median"": 0.06952573450398158, ""same_topology_cyclic_rmse_q25"": 0.06952573450398158, ""same_topology_cyclic_rmse_q75"": 0.06952573450398158, ""same_topology_pair_count"": 1, ""stage"": ""C1"", ""topology_counts_json"": ""{\""12\"": 1, \""14\"": 1, \""16\"": 1, \""20\"": 2, \""8\"": 1}"", ""topology_gini_simpson"": 0.7777777777777777, ""topology_mode_count"": 5, ""topology_shannon_entropy"": 1.5607104090414063}"
active_time_outlier,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.jpg,P1,oos,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_observed_seconds"": 79323.603, ""active_time_source"": ""lead_time_fallback"", ""active_to_lead_ratio"": 1.0, ""timing_status"": ""fallback_no_direct_log"", ""worker_id"": ""34""}"
active_time_outlier,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc.jpg,C1,semi,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_observed_seconds"": 5522.0, ""active_time_source"": ""c1_task_worker_active_time_v1"", ""active_to_lead_ratio"": NaN, ""timing_status"": ""eligible"", ""worker_id"": ""27""}"
