stage,condition,base_task_id,meta_group,response_count,worker_count,pair_count,pairwise_jaccard_mean,pairwise_jaccard_median,mean_label_entropy,maximum_label_entropy,mean_label_cardinality,sd_label_cardinality,label_union_count,label_prevalence_json,raw_or_canonical_mix,measurement_note
C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,difficulty,5,5,10,0.4333333333333333,0.3333333333333333,0.557938838028544,0.6730116670092565,1.4,0.8944271909999159,3,"{""low_texture"": 0.4, ""occlusion"": 0.8, ""seam"": 0.2}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,other_choice,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,scope,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""oos_other"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,difficulty,6,6,15,0.6666666666666666,0.5,0.36235845905370584,0.6365141682948128,1.5,0.8366600265340756,3,"{""occlusion"": 1.0, ""reflection_transparency"": 0.16666666666666666, ""seam"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,other_choice,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,scope,2,2,1,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0,0.0,2,"{""oos_open_or_ambiguous_boundary"": 0.5, ""oos_other"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,difficulty,6,6,15,0.611111111111111,0.5,0.36235845905370584,0.6365141682948128,1.5,0.5477225575051661,3,"{""low_texture"": 0.16666666666666666, ""occlusion"": 1.0, ""seam"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,other_choice,6,6,15,0.8333333333333334,1.0,0.22528060443315231,0.45056120886630463,1.1666666666666667,0.408248290463863,2,"{""low_quality"": 0.16666666666666666, ""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,difficulty,4,4,6,0.75,0.75,0.28116757230940415,0.5623351446188083,1.25,0.5,2,"{""occlusion"": 1.0, ""seam"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,other_choice,7,7,21,0.7142857142857143,0.5,0.34145405235023585,0.6829081047004717,1.4285714285714286,0.5345224838248488,2,"{""normal"": 1.0, ""trivial"": 0.42857142857142855}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,difficulty,23,23,253,0.4578392621870883,0.3333333333333333,0.5382701148885927,0.6145033203107282,1.608695652173913,0.8913284485317718,4,"{""low_texture"": 0.17391304347826086, ""occlusion"": 0.8260869565217391, ""reflection_transparency"": 0.30434782608695654, ""seam"": 0.30434782608695654}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,other_choice,18,18,153,0.8888888888888888,1.0,0.21455915517640511,0.21455915517640511,1.0,0.0,2,"{""low_quality"": 0.05555555555555555, ""normal"": 0.9444444444444444}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,scope,6,6,15,0.6666666666666666,1.0,0.45056120886630463,0.45056120886630463,1.0,0.0,2,"{""oos_open_or_ambiguous_boundary"": 0.8333333333333334, ""oos_other"": 0.16666666666666666}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,difficulty,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,other_choice,5,5,10,0.6333333333333333,0.5,0.33360161569212526,0.5004024235381879,1.4,0.5477225575051661,3,"{""low_quality"": 0.2, ""normal"": 1.0, ""trivial"": 0.2}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,difficulty,22,22,231,0.9105339105339105,1.0,0.12327159944518379,0.18490739916777568,1.0909090909090908,0.29424494316824984,3,"{""low_texture"": 0.045454545454545456, ""occlusion"": 1.0, ""seam"": 0.045454545454545456}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,other_choice,20,20,190,0.9017543859649123,1.0,0.13234349556391506,0.1985152433458726,1.1,0.3077935056255462,3,"{""low_quality"": 0.05, ""normal"": 1.0, ""trivial"": 0.05}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,scope,3,3,3,0.3333333333333333,0.0,0.6365141682948128,0.6365141682948128,1.0,0.0,2,"{""oos_open_or_ambiguous_boundary"": 0.6666666666666666, ""oos_other"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,difficulty,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,other_choice,5,5,10,0.6,0.5,0.39113803018248144,0.6730116670092565,1.8,0.4472135954999579,3,"{""low_quality"": 0.2, ""normal"": 1.0, ""trivial"": 0.6}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,difficulty,3,3,3,0.6666666666666666,0.5,0.3182570841474064,0.6365141682948128,1.3333333333333333,0.5773502691896257,2,"{""occlusion"": 1.0, ""seam"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,other_choice,3,3,3,0.3333333333333333,0.0,0.6365141682948128,0.6365141682948128,1.0,0.0,2,"{""normal"": 0.3333333333333333, ""trivial"": 0.6666666666666666}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,scope,4,4,6,0.16666666666666666,0.0,0.6059391565991873,0.6931471805599453,1.0,0.0,3,"{""oos_open_or_ambiguous_boundary"": 0.5, ""oos_other"": 0.25, ""oos_split_or_multi_level"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,difficulty,3,3,3,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,other_choice,5,5,10,0.7,0.5,0.33650583350462826,0.6730116670092565,1.4,0.5477225575051661,2,"{""normal"": 1.0, ""trivial"": 0.4}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,difficulty,2,2,1,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0,0.0,2,"{""low_texture"": 0.5, ""occlusion"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,other_choice,5,5,10,0.7,0.5,0.33650583350462826,0.6730116670092565,1.6,0.5477225575051661,2,"{""normal"": 1.0, ""trivial"": 0.6}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,difficulty,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,other_choice,5,5,10,0.8,1.0,0.25020121176909393,0.5004024235381879,1.2,0.4472135954999579,2,"{""normal"": 1.0, ""trivial"": 0.2}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,difficulty,17,17,136,0.4509803921568627,0.5,0.6096288259300652,0.6774944044487072,1.4705882352941178,0.5144957554275266,3,"{""occlusion"": 0.29411764705882354, ""reflection_transparency"": 0.7647058823529411, ""seam"": 0.4117647058823529}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,other_choice,18,18,153,0.7647058823529411,1.0,0.3182570841474064,0.6365141682948128,1.3333333333333333,0.48507125007266594,2,"{""normal"": 1.0, ""trivial"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,scope,5,5,10,0.4,0.0,0.6730116670092565,0.6730116670092565,1.0,0.0,2,"{""oos_open_or_ambiguous_boundary"": 0.6, ""oos_split_or_multi_level"": 0.4}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,difficulty,5,5,10,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,other_choice,6,6,15,0.8333333333333334,1.0,0.22528060443315231,0.45056120886630463,1.1666666666666667,0.408248290463863,2,"{""normal"": 1.0, ""trivial"": 0.16666666666666666}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,difficulty,6,6,15,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,other_choice,6,6,15,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,difficulty,5,5,10,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,other_choice,5,5,10,0.8,1.0,0.25020121176909393,0.5004024235381879,1.2,0.4472135954999579,2,"{""low_quality"": 0.2, ""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,difficulty,6,6,15,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,other_choice,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,scope,2,2,1,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0,0.0,2,"{""oos_open_or_ambiguous_boundary"": 0.5, ""oos_split_or_multi_level"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,difficulty,2,2,1,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0,0.0,2,"{""low_texture"": 0.5, ""reflection_transparency"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,other_choice,4,4,6,0.5,0.5,0.5623351446188083,0.5623351446188083,1.5,0.5773502691896257,2,"{""normal"": 0.75, ""trivial"": 0.75}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,scope,2,2,1,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""oos_open_or_ambiguous_boundary"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,difficulty,22,22,231,0.6392496392496392,0.5,0.4029019575662109,0.6254913597255729,1.4090909090909092,0.5032362797401964,3,"{""occlusion"": 0.9545454545454546, ""reflection_transparency"": 0.3181818181818182, ""seam"": 0.13636363636363635}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,other_choice,12,12,66,0.8383838383838383,1.0,0.19122398870410715,0.2868359830561607,1.1666666666666667,0.38924947208076155,3,"{""low_quality"": 0.08333333333333333, ""normal"": 1.0, ""trivial"": 0.08333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,scope,11,11,55,0.45454545454545453,0.0,0.6890092384766586,0.6890092384766586,1.0,0.0,2,"{""oos_open_or_ambiguous_boundary"": 0.5454545454545454, ""oos_other"": 0.45454545454545453}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,difficulty,2,2,1,0.5,0.5,0.34657359027997264,0.6931471805599453,1.5,0.7071067811865476,2,"{""occlusion"": 1.0, ""seam"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,other_choice,5,5,10,0.5,0.5,0.5867070452737222,0.6730116670092565,1.4,0.5477225575051661,2,"{""normal"": 0.8, ""trivial"": 0.6}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,scope,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""oos_other"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,difficulty,4,4,6,0.3333333333333333,0.25,0.6059391565991873,0.6931471805599453,1.5,0.5773502691896257,3,"{""low_texture"": 0.25, ""occlusion"": 0.75, ""seam"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,other_choice,4,4,6,0.16666666666666666,0.0,0.6059391565991873,0.6931471805599453,1.0,0.0,3,"{""low_quality"": 0.25, ""normal"": 0.5, ""trivial"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,scope,3,3,3,0.0,0.0,0.6365141682948128,0.6365141682948128,1.0,0.0,3,"{""oos_open_or_ambiguous_boundary"": 0.3333333333333333, ""oos_other"": 0.3333333333333333, ""oos_split_or_multi_level"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,difficulty,2,2,1,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,model_issue,4,4,6,0.25,0.0,0.6495431685795663,0.6931471805599453,1.25,0.5,3,"{""acceptable"": 0.5, ""corner_issue"": 0.25, ""topology_issue"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,other_choice,4,4,6,0.6666666666666666,0.5,0.34657359027997264,0.6931471805599453,1.5,0.5773502691896257,2,"{""normal"": 1.0, ""trivial"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,difficulty,4,4,6,0.6666666666666666,0.6666666666666666,0.37489009641253884,0.5623351446188083,1.5,1.0,3,"{""low_texture"": 0.25, ""occlusion"": 1.0, ""seam"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,model_issue,4,4,6,0.3333333333333333,0.0,0.6931471805599453,0.6931471805599453,1.0,0.0,2,"{""corner_issue"": 0.5, ""topology_issue"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,other_choice,3,3,3,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,scope,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""oos_open_or_ambiguous_boundary"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,difficulty,3,3,3,0.5,0.25,0.4773856262211096,0.6365141682948128,2.3333333333333335,0.5773502691896258,4,"{""low_texture"": 0.3333333333333333, ""occlusion"": 1.0, ""reflection_transparency"": 0.3333333333333333, ""seam"": 0.6666666666666666}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,model_issue,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""acceptable"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,other_choice,4,4,6,0.3333333333333333,0.25,0.5623351446188083,0.5623351446188083,1.25,0.5,3,"{""low_quality"": 0.25, ""normal"": 0.75, ""trivial"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,scope,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""oos_other"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,difficulty,3,3,3,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,model_issue,4,4,6,0.5,0.5,0.5623351446188083,0.5623351446188083,1.0,0.0,2,"{""acceptable"": 0.75, ""overextension"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,other_choice,3,3,3,0.6666666666666666,0.5,0.3182570841474064,0.6365141682948128,1.3333333333333333,0.5773502691896257,2,"{""normal"": 1.0, ""trivial"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,scope,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""oos_open_or_ambiguous_boundary"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,difficulty,4,4,6,0.2222222222222222,0.16666666666666666,0.5623351446188083,0.5623351446188083,1.5,0.5773502691896257,4,"{""low_texture"": 0.25, ""occlusion"": 0.25, ""reflection_transparency"": 0.75, ""seam"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,model_issue,4,4,6,0.3333333333333333,0.25,0.6059391565991873,0.6931471805599453,1.5,0.5773502691896257,3,"{""acceptable"": 0.25, ""corner_issue"": 0.5, ""topology_issue"": 0.75}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,other_choice,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,difficulty,3,3,3,0.611111111111111,0.6666666666666666,0.3182570841474064,0.6365141682948128,2.6666666666666665,0.5773502691896258,4,"{""low_texture"": 0.3333333333333333, ""occlusion"": 1.0, ""reflection_transparency"": 1.0, ""seam"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,model_issue,4,4,6,0.2333333333333333,0.1,0.5623351446188084,0.5623351446188083,2.0,2.0,6,"{""acceptable"": 0.25, ""corner_issue"": 0.25, ""other_issue"": 0.25, ""overextension"": 0.25, ""topology_issue"": 0.75, ""underextension"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,other_choice,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""trivial"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,scope,4,4,6,0.5,0.5,0.5623351446188083,0.5623351446188083,1.0,0.0,2,"{""oos_open_or_ambiguous_boundary"": 0.75, ""oos_other"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,difficulty,4,4,6,0.75,0.75,0.28116757230940415,0.5623351446188083,1.25,0.5,2,"{""occlusion"": 1.0, ""reflection_transparency"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,model_issue,4,4,6,0.16666666666666666,0.0,0.6059391565991873,0.6931471805599453,1.0,0.0,3,"{""acceptable"": 0.5, ""corner_issue"": 0.25, ""topology_issue"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,other_choice,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,difficulty,2,2,1,0.5,0.5,0.34657359027997264,0.6931471805599453,1.5,0.7071067811865476,2,"{""occlusion"": 1.0, ""reflection_transparency"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,model_issue,4,4,6,0.5,0.5,0.5623351446188083,0.5623351446188083,1.0,0.0,2,"{""acceptable"": 0.25, ""underextension"": 0.75}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,other_choice,4,4,6,0.6666666666666666,0.5,0.34657359027997264,0.6931471805599453,1.5,0.5773502691896257,2,"{""normal"": 1.0, ""trivial"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,difficulty,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,model_issue,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""acceptable"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,other_choice,4,4,6,0.75,0.75,0.28116757230940415,0.5623351446188083,1.75,0.5,2,"{""normal"": 1.0, ""trivial"": 0.75}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,difficulty,2,2,1,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,model_issue,5,5,10,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""acceptable"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,other_choice,5,5,10,0.7,0.5,0.33650583350462826,0.6730116670092565,1.6,0.5477225575051661,2,"{""normal"": 1.0, ""trivial"": 0.6}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,difficulty,4,4,6,0.5,0.5,0.5623351446188083,0.5623351446188083,1.5,1.0,4,"{""low_texture"": 0.25, ""occlusion"": 0.75, ""reflection_transparency"": 0.25, ""seam"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,model_issue,4,4,6,0.3333333333333333,0.25,0.6059391565991873,0.6931471805599453,1.5,0.5773502691896257,3,"{""acceptable"": 0.25, ""corner_issue"": 0.75, ""topology_issue"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,other_choice,2,2,1,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,semi,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,scope,2,2,1,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""oos_open_or_ambiguous_boundary"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
