canonical_id,stage,condition,dataset_group,source_file,project_id,runtime_task_id,base_task_id,worker_id,annotation_id,created_at,updated_at,raw_keypoint_count,raw_even_point_candidate,strict_valid,strict_reason,strict_vertical_boundary_count,pairing_method,seam_crossing_detected
C1|71|3340|2|6144,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3340,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,2,6144,2026-07-11T18:07:14.415621Z,2026-07-11T18:07:14.415636Z,21,False,False,out_of_range,0,circular_x_pairing,False
C1|71|3341|13|6232,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3341,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,13,6232,2026-07-13T03:01:54.674622Z,2026-07-13T03:01:54.674638Z,8,True,True,,4,raw_order_pairing,True
C1|71|3341|14|6504,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3341,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,14,6504,2026-07-24T10:03:49.535402Z,2026-07-24T10:03:49.535416Z,8,True,True,,4,raw_order_pairing,True
C1|71|3341|18|6544,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3341,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,18,6544,2026-07-28T09:42:25.755556Z,2026-07-28T09:42:25.755570Z,8,True,True,,4,raw_order_pairing,True
C1|71|3342|12|6343,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3342,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,12,6343,2026-07-16T05:22:30.177952Z,2026-07-16T05:23:24.728409Z,16,True,True,,8,raw_order_pairing,True
C1|71|3344|10|6184,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3344,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,10,6184,2026-07-12T07:06:50.183131Z,2026-07-12T07:06:50.183148Z,8,True,True,,4,raw_order_pairing,True
C1|71|3344|17|6212,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3344,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,17,6212,2026-07-12T12:49:03.337638Z,2026-07-12T12:49:03.337653Z,8,True,True,,4,raw_order_pairing,True
C1|71|3344|6|6267,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3344,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,6,6267,2026-07-15T06:38:52.784247Z,2026-07-15T06:38:52.784263Z,8,True,True,,4,raw_order_pairing,True
C1|71|3344|8|6133,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3344,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,8,6133,2026-07-10T11:19:14.507612Z,2026-07-10T11:19:14.507626Z,8,True,True,,4,raw_order_pairing,True
C1|71|3345|10|6178,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3345,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,10,6178,2026-07-12T06:50:11.226424Z,2026-07-12T06:50:11.226440Z,8,True,True,,4,raw_order_pairing,True
C1|71|3345|14|6505,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3345,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,14,6505,2026-07-24T10:04:04.606417Z,2026-07-24T10:04:04.606432Z,8,True,True,,4,raw_order_pairing,True
C1|71|3345|17|6206,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3345,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,17,6206,2026-07-12T12:30:07.359916Z,2026-07-12T12:30:07.359931Z,16,True,True,,8,raw_order_pairing,True
C1|71|3345|18|6545,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3345,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,18,6545,2026-07-28T09:45:52.460329Z,2026-07-28T09:45:52.460345Z,16,True,True,,8,raw_order_pairing,True
C1|71|3345|6|6268,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3345,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,6,6268,2026-07-15T06:39:35.070870Z,2026-07-15T06:39:35.070887Z,16,True,True,,8,raw_order_pairing,True
C1|71|3346|11|6410,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3346,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,11,6410,2026-07-19T02:06:31.513968Z,2026-07-19T02:06:31.513984Z,8,True,True,,4,raw_order_pairing,True
C1|71|3346|15|6479,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3346,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,15,6479,2026-07-24T06:51:10.906716Z,2026-07-24T06:51:10.906730Z,8,True,True,,4,raw_order_pairing,True
C1|71|3346|2|6145,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3346,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,2,6145,2026-07-11T18:09:10.932101Z,2026-07-11T18:09:10.932116Z,8,True,True,,4,raw_order_pairing,True
C1|71|3347|1|6334,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3347,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,1,6334,2026-07-16T05:14:10.409604Z,2026-07-16T05:14:10.409619Z,8,True,True,,4,raw_order_pairing,True
C1|71|3347|12|6340,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3347,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,12,6340,2026-07-16T05:18:21.111293Z,2026-07-16T05:18:21.111308Z,8,True,True,,4,raw_order_pairing,True
C1|71|3348|17|6205,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3348,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,17,6205,2026-07-12T12:28:28.294500Z,2026-07-12T12:28:28.294515Z,12,True,True,,6,raw_order_pairing,True
C1|71|3348|6|6269,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3348,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,6,6269,2026-07-15T06:40:35.993860Z,2026-07-15T06:40:35.993875Z,12,True,True,,6,raw_order_pairing,True
C1|71|3348|8|6126,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3348,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,8,6126,2026-07-10T10:41:24.059560Z,2026-07-10T10:41:24.059575Z,8,True,True,,4,raw_order_pairing,True
C1|71|3349|1|6573,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3349,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,1,6573,2026-07-30T12:54:04.030115Z,2026-07-30T12:54:04.030129Z,12,True,True,,6,raw_order_pairing,True
C1|71|3349|13|6240,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3349,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,13,6240,2026-07-13T06:13:02.991785Z,2026-07-13T06:13:02.991800Z,10,True,True,,5,raw_order_pairing,True
C1|71|3349|14|6506,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3349,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,14,6506,2026-07-24T10:04:33.535447Z,2026-07-24T10:04:33.535462Z,10,True,True,,5,raw_order_pairing,True
C1|71|3349|18|6546,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3349,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,18,6546,2026-07-28T09:47:06.546817Z,2026-07-28T09:47:06.546831Z,12,True,True,,6,raw_order_pairing,True
C1|71|3350|17|6200,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3350,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,17,6200,2026-07-12T12:19:44.333346Z,2026-07-12T12:19:44.333360Z,8,True,True,,4,raw_order_pairing,True
C1|71|3350|6|6270,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3350,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,6,6270,2026-07-15T06:42:40.352606Z,2026-07-15T06:42:40.352621Z,10,True,True,,5,raw_order_pairing,True
C1|71|3350|8|6121,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3350,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,8,6121,2026-07-10T10:09:25.630247Z,2026-07-10T10:09:25.630263Z,8,True,True,,4,raw_order_pairing,True
C1|71|3351|17|6208,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3351,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,17,6208,2026-07-12T12:32:47.095530Z,2026-07-12T12:32:47.095546Z,8,True,True,,4,raw_order_pairing,True
C1|71|3351|8|6129,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3351,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,8,6129,2026-07-10T10:59:03.276420Z,2026-07-10T10:59:03.276435Z,8,True,True,,4,raw_order_pairing,True
C1|71|3352|17|6214,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3352,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,17,6214,2026-07-12T12:53:06.802446Z,2026-07-12T12:53:06.802467Z,28,True,True,,14,circular_x_pairing,True
C1|71|3352|2|6146,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3352,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,2,6146,2026-07-11T18:22:29.602924Z,2026-07-11T18:22:29.602939Z,28,True,True,,14,circular_x_pairing,True
C1|71|3352|8|6135,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3352,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,8,6135,2026-07-10T11:32:21.416837Z,2026-07-10T11:32:21.416854Z,12,True,True,,6,raw_order_pairing,True
C1|71|3353|11|6411,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3353,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,11,6411,2026-07-19T02:09:33.605064Z,2026-07-19T02:09:33.605078Z,20,True,True,,10,circular_x_pairing,True
C1|71|3353|15|6470,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3353,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,15,6470,2026-07-24T06:13:23.913859Z,2026-07-24T06:13:23.913873Z,12,True,True,,6,raw_order_pairing,True
C1|71|3354|1|6336,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3354,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,1,6336,2026-07-16T05:15:39.930189Z,2026-07-16T05:15:39.930227Z,20,True,True,,10,raw_order_pairing,True
C1|71|3354|15|6482,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3354,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,15,6482,2026-07-24T07:10:06.593311Z,2026-07-24T07:10:06.593327Z,16,True,True,,8,circular_x_pairing,True
C1|71|3354|2|6147,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3354,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,2,6147,2026-07-11T18:23:13.334972Z,2026-07-11T18:23:13.334988Z,15,False,False,odd_keypoint_count,0,circular_x_pairing,True
C1|71|3355|10|6187,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3355,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,10,6187,2026-07-12T07:14:02.239878Z,2026-07-12T07:14:02.239894Z,8,True,True,,4,raw_order_pairing,True
C1|71|3355|13|6243,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3355,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,13,6243,2026-07-13T06:16:50.198754Z,2026-07-13T06:16:50.198770Z,8,True,True,,4,raw_order_pairing,True
C1|71|3355|14|6507,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3355,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,14,6507,2026-07-24T10:04:49.888104Z,2026-07-24T10:04:49.888119Z,8,True,True,,4,raw_order_pairing,True
C1|71|3355|18|6547,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3355,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,18,6547,2026-07-28T09:50:17.040831Z,2026-07-28T09:50:17.040847Z,8,True,True,,4,circular_x_pairing,True
C1|71|3356|17|6203,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3356,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,17,6203,2026-07-12T12:26:26.434939Z,2026-07-12T12:26:26.434954Z,22,True,True,,11,circular_x_pairing,True
C1|71|3356|8|6124,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3356,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,8,6124,2026-07-10T10:18:28.027632Z,2026-07-10T10:18:28.027647Z,12,True,True,,6,raw_order_pairing,True
C1|71|3357|10|6173,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3357,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,10,6173,2026-07-12T06:43:23.893270Z,2026-07-12T06:43:23.893287Z,8,True,True,,4,raw_order_pairing,False
C1|71|3357|13|6228,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3357,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,13,6228,2026-07-13T02:57:49.038285Z,2026-07-24T10:05:03.173806Z,8,True,True,,4,raw_order_pairing,False
C1|71|3357|14|6508,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3357,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,14,6508,2026-07-24T10:05:19.035447Z,2026-07-24T10:05:19.035462Z,8,True,True,,4,raw_order_pairing,False
C1|71|3357|18|6548,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3357,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,18,6548,2026-07-28T09:51:48.292669Z,2026-07-28T09:51:48.292685Z,8,True,True,,4,raw_order_pairing,False
C1|71|3358|10|6186,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3358,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,10,6186,2026-07-12T07:12:31.458978Z,2026-07-12T07:14:09.432858Z,8,True,True,,4,raw_order_pairing,True
C1|71|3358|13|6242,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3358,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,13,6242,2026-07-13T06:14:42.498428Z,2026-07-13T06:14:42.498443Z,8,True,True,,4,raw_order_pairing,True
C1|71|3358|14|6509,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3358,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,14,6509,2026-07-24T10:05:40.766597Z,2026-07-24T10:05:40.766612Z,8,True,True,,4,raw_order_pairing,True
C1|71|3358|18|6549,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3358,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,18,6549,2026-07-28T09:52:43.955725Z,2026-07-28T09:52:43.955740Z,8,True,True,,4,raw_order_pairing,True
C1|71|3358|6|6271,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3358,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,6,6271,2026-07-15T06:44:51.541095Z,2026-07-15T06:44:51.541109Z,8,True,True,,4,raw_order_pairing,True
C1|71|3359|10|6182,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3359,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,10,6182,2026-07-12T06:59:41.445511Z,2026-07-12T06:59:41.445525Z,8,True,True,,4,raw_order_pairing,True
C1|71|3359|17|6210,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3359,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,17,6210,2026-07-12T12:34:55.831761Z,2026-07-12T12:34:55.831778Z,8,True,True,,4,raw_order_pairing,True
C1|71|3359|6|6272,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3359,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,6,6272,2026-07-15T06:45:19.624093Z,2026-07-15T06:45:19.624108Z,8,True,True,,4,raw_order_pairing,True
C1|71|3359|8|6131,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3359,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,8,6131,2026-07-10T11:05:02.003241Z,2026-07-10T11:05:02.003264Z,8,True,True,,4,raw_order_pairing,True
C1|71|3360|11|6412,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3360,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,11,6412,2026-07-19T02:11:07.846704Z,2026-07-19T02:11:07.846718Z,8,True,True,,4,raw_order_pairing,True
C1|71|3361|11|6574,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3361,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,11,6574,2026-07-30T14:11:54.541270Z,2026-07-30T14:11:54.541284Z,8,True,True,,4,raw_order_pairing,True
C1|71|3361|15|6485,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3361,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,15,6485,2026-07-24T07:16:30.634171Z,2026-07-28T09:29:41.040975Z,8,True,True,,4,raw_order_pairing,True
C1|71|3362|17|6201,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3362,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,17,6201,2026-07-12T12:21:03.295703Z,2026-07-12T12:21:03.295718Z,16,True,True,,8,raw_order_pairing,True
C1|71|3362|6|6273,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3362,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,6,6273,2026-07-15T06:45:42.701919Z,2026-07-15T06:45:42.701936Z,16,True,True,,8,raw_order_pairing,True
C1|71|3363|15|6483,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3363,rPc6DW4iMge_4350d36797324601adba7351d09602d2,15,6483,2026-07-24T07:11:44.045006Z,2026-07-24T07:11:44.045020Z,8,True,True,,4,raw_order_pairing,True
C1|71|3363|2|6148,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3363,rPc6DW4iMge_4350d36797324601adba7351d09602d2,2,6148,2026-07-11T18:23:56.873111Z,2026-07-11T18:23:56.873129Z,8,True,True,,4,raw_order_pairing,True
C1|71|3364|15|6477,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3364,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,15,6477,2026-07-24T06:47:49.195032Z,2026-07-24T06:47:49.195047Z,12,True,True,,6,raw_order_pairing,True
C1|71|3365|12|6326,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3365,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,12,6326,2026-07-16T05:08:34.235857Z,2026-07-16T05:08:34.235874Z,14,True,True,,7,raw_order_pairing,True
C1|71|3366|10|6183,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3366,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,10,6183,2026-07-12T07:04:15.655976Z,2026-07-12T07:04:15.655993Z,8,True,True,,4,raw_order_pairing,True
C1|71|3366|17|6211,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3366,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,17,6211,2026-07-12T12:48:14.028503Z,2026-07-12T13:05:25.502338Z,8,True,True,,4,raw_order_pairing,True
C1|71|3366|18|6550,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3366,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,18,6550,2026-07-28T09:55:35.615087Z,2026-07-28T09:55:35.615102Z,10,True,True,,5,raw_order_pairing,True
C1|71|3366|6|6274,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3366,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,6,6274,2026-07-15T06:48:08.591746Z,2026-07-15T06:48:08.591763Z,8,True,True,,4,raw_order_pairing,True
C1|71|3366|8|6132,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3366,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,8,6132,2026-07-10T11:13:37.338817Z,2026-07-10T11:13:37.338834Z,8,True,True,,4,raw_order_pairing,True
C1|71|3367|1|6322,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3367,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,1,6322,2026-07-16T05:06:23.753965Z,2026-07-16T05:06:23.753981Z,8,True,True,,4,raw_order_pairing,True
C1|71|3367|15|6472,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3367,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,15,6472,2026-07-24T06:16:14.134574Z,2026-07-24T06:16:14.134589Z,8,True,True,,4,circular_x_pairing,True
C1|71|3367|2|6149,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3367,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,2,6149,2026-07-11T18:25:52.400193Z,2026-07-11T18:25:52.400248Z,8,True,True,,4,raw_order_pairing,True
C1|71|3369|10|6175,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3369,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,10,6175,2026-07-12T06:45:42.034147Z,2026-07-12T06:45:42.034168Z,8,True,True,,4,raw_order_pairing,True
C1|71|3369|13|6230,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3369,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,13,6230,2026-07-13T02:59:17.801803Z,2026-07-13T02:59:17.801820Z,8,True,True,,4,raw_order_pairing,True
C1|71|3369|14|6510,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3369,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,14,6510,2026-07-24T10:07:32.310129Z,2026-07-24T10:07:32.310143Z,8,True,True,,4,raw_order_pairing,True
C1|71|3369|18|6551,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3369,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,18,6551,2026-07-28T09:55:54.085240Z,2026-07-28T09:55:54.085257Z,8,True,True,,4,raw_order_pairing,True
C1|71|3369|6|6275,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3369,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,6,6275,2026-07-15T06:48:47.259735Z,2026-07-15T06:48:47.259756Z,8,True,True,,4,raw_order_pairing,True
C1|71|3370|11|6415,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3370,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,11,6415,2026-07-19T02:24:50.501646Z,2026-07-19T02:24:50.501660Z,8,True,True,,4,raw_order_pairing,True
C1|71|3370|8|6122,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3370,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,8,6122,2026-07-10T10:11:39.391529Z,2026-07-10T10:11:39.391544Z,8,True,True,,4,raw_order_pairing,True
C1|71|3371|11|6416,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3371,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,11,6416,2026-07-19T02:28:22.637900Z,2026-07-19T02:28:22.637915Z,8,True,True,,4,raw_order_pairing,True
C1|71|3371|15|6481,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3371,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,15,6481,2026-07-24T07:01:50.825517Z,2026-07-24T07:01:50.825531Z,8,True,True,,4,circular_x_pairing,True
C1|71|3372|11|6417,C1,manual,C1_core_all,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3372,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,11,6417,2026-07-19T02:29:52.497523Z,2026-07-19T02:29:52.497537Z,8,True,True,,4,raw_order_pairing,True
