image_id,building_id,historical_response_n,raw_n,usable_n,raw_unique_workers,usable_unique_workers,dense_ge16,raw_point_counts_json,effective_point_counts_json,raw_stage_counts_json,raw_condition_counts_json,raw_context_n,usable_context_n,raw_duplicate_workers_json,usable_duplicate_workers_json,empty_n,coordinate_invalid_n,confirmed_ambiguous_excluded_n,confirmed_point_removed_n,unconfirmed_odd_usable_n,raw_worker_ids_json,usable_worker_ids_json,usable_canonical_ids_json
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,26,26,25,26,25,True,"{""0"":1,""8"":13,""9"":1,""10"":4,""12"":3,""16"":4}","{""8"":13,""9"":1,""10"":4,""12"":3,""16"":4}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,1,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""064662f606e21c49"",""0dbe8bc50012ed82"",""10bc0a8001ac87ac"",""174759c006c73ec0"",""1a1637b695381c15"",""1e50979e05536fe2"",""27682bb9932ff2bb"",""2794795e8c4e927b"",""27f4ffac099bc05b"",""305e3cb3e8b1c4f1"",""3b866803d4a350a2"",""44aaf075e056aa2a"",""463c2a33c219cce3"",""4a5ea8f6ba8ecaab"",""5d1661993b2e0edc"",""7ee02e1cd0fa5351"",""823b2c9be72218a8"",""847ff1091d8cc648"",""8aa86d5f3b887423"",""8f36de747d064c9d"",""9e9998c2efb5ea77"",""b2e9ff3491b30070"",""cf3e0b1c47e35600"",""da2dc314ea17aad4"",""f40efaca8c5d3bf1""]"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,26,26,25,26,25,True,"{""0"":1,""7"":1,""8"":21,""10"":1,""12"":2}","{""7"":1,""8"":21,""10"":1,""12"":2}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,1,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""07e393557408ab30"",""0e52fffeabd5cf25"",""0e553d8ef8642a3a"",""13f3eff18a52453b"",""156dc163a5b76144"",""1b8adc7d1227c62b"",""3fbcb7812c80e839"",""538db2a79188e4ef"",""58a8d69137385a19"",""5da232bc43b7c975"",""66c78f1594586d3b"",""695653e48b0aca59"",""738a28459a248984"",""8857a2ec2d3444ba"",""8fceb8fe7a91b34c"",""9eb205969fffe5f7"",""ae0b6b00e971f182"",""bc019effee879dd8"",""cebf574498a5a20d"",""d0af5ad0523f8433"",""d131babd2149e6ec"",""d7d3126eb509dcae"",""d96adfcf5b879a5d"",""e980366a2f06439c"",""ee2e59495db1c2bf""]"
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,11,7,6,7,6,False,"{""0"":1,""8"":2,""10"":2,""12"":2}","{""8"":2,""10"":2,""12"":2}","{""C1"":7}","{""manual"":7}",1,1,{},{},1,0,0,0,0,"[""1"",""13"",""14"",""18"",""30"",""31"",""35""]","[""1"",""13"",""14"",""18"",""30"",""35""]","[""4b06a3805f8a5aeac160"",""4eaef6a23a48a0c79497"",""5265086307bacf7df849"",""6e436e9879b7e6c528d0"",""72eebdfddb78a8d5da2a"",""df7008318a29295ca160""]"
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,5,5,5,5,5,False,"{""8"":1,""12"":2,""14"":1,""16"":1}","{""8"":1,""12"":2,""14"":1,""16"":1}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""12"",""27"",""28"",""29"",""36""]","[""12"",""27"",""28"",""29"",""36""]","[""1b43bb0b9af4438c92c7"",""671b56ca48ab10f04510"",""da673f309d1ef7438656"",""e959490574d8d0e7f163"",""fd8b73557a1821706e79""]"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,23,23,23,23,23,True,"{""8"":22,""12"":1}","{""8"":22,""12"":1}","{""C1"":23}","{""manual"":23}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""0545d5cfd8fca3b793bc"",""0f006ad814591f20f1d7"",""1623fbedf957f0be9421"",""1aa87c4e8b0db18c1ccd"",""3e053dc275632e30f220"",""432d23215497f235714b"",""5370cc8259dd087bb93c"",""58fcb37f432cd01e22a1"",""6037abe04bcfa1d308ed"",""762aad63d41c0473582f"",""779f777343654b55ad95"",""944fc693a5243b08b5ee"",""9e082eaf47377454a352"",""a5582527e1e55759fca4"",""a899e204555a9b64f4b5"",""b26eb0a9d329d8a255fd"",""b52612c32e32fb20b8c2"",""bbe40bd3ad25e4383c92"",""beebb1979f052693f701"",""c71f04cf03f04f83010c"",""d37f314fba3b67c55956"",""ddc38d03eaf0ed686dbe"",""efdd3af8bbe9661a922f""]"
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,5,5,5,5,5,False,"{""8"":3,""12"":2}","{""8"":3,""12"":2}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""11"",""30"",""31"",""32"",""33""]","[""11"",""30"",""31"",""32"",""33""]","[""1f0da2ca6730dfb60599"",""3b3f16f395140c417e16"",""62b93b940622881f9e7b"",""9bc471f05cac744132c6"",""ea1f939ba15f6d10754b""]"
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,26,26,25,26,25,True,"{""0"":1,""4"":1,""10"":2,""12"":14,""14"":8}","{""4"":1,""10"":2,""12"":14,""14"":8}","{""P1"":26}","{""oos"":26}",1,1,{},{},1,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1d83c0fba980b573"",""233568c89e42b8bb"",""2dfcccbef445d8fb"",""2f0ae1d7e22229cf"",""37d740ea8d0d8493"",""3c1e685ec9863c21"",""3f318bc60bc47bf0"",""3f3f55f16eac83df"",""47e21b5afd7c7b77"",""5f286f5426b982a7"",""6e96384968cba7c3"",""707a9a5e46075152"",""809d1c3be329e98c"",""825443a016547c50"",""854845dfd0d69ffa"",""8edf1145794bfd4f"",""9275a01dcd852002"",""99be57a4c1340446"",""c7fde7efc3f1dc23"",""de16a61e2d1bb437"",""e86414515027abd0"",""f14cfdfa014f4398"",""f675c9fafc654a6c"",""fa807ea5905340d9"",""fe83d3b0d2bab0e8""]"
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,2,2,2,2,2,False,"{""8"":1,""16"":1}","{""8"":1,""16"":1}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""30"",""31""]","[""30"",""31""]","[""7b8145a07f5a20482e72"",""909609a391f9f07e1416""]"
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,2,2,2,2,2,False,"{""10"":1,""16"":1}","{""10"":1,""16"":1}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""36"",""37""]","[""36"",""37""]","[""49919e8b1c06c7489dd8"",""4b3c843c997026d73acc""]"
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,7,7,7,7,False,"{""8"":4,""12"":1,""18"":2}","{""8"":4,""12"":1,""18"":2}","{""C2-A-RP"":4,""C2-B"":3}","{""manual"":7}",3,3,{},{},0,0,0,0,0,"[""10"",""17"",""30"",""31"",""32"",""33"",""34""]","[""10"",""17"",""30"",""31"",""32"",""33"",""34""]","[""37e4bea380270fea5835"",""4b65c7d12eb6fbf42766"",""6b330560608f60b295bf"",""a529ac26f739576c2616"",""c2176d956a2b8b97e6b8"",""f864f814213350fc3e6a"",""fde166d2581c8aac76c1""]"
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,20,20,19,20,19,True,"{""8"":5,""10"":1,""12"":2,""20"":2,""24"":9,""26"":1}","{""8"":5,""10"":1,""12"":2,""20"":2,""24"":9}","{""C2-B"":20}","{""manual"":20}",1,1,{},{},0,1,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""15"",""17"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""15"",""17"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""00c60f620f2c87cd54da"",""12fdc91e2fd278aac0c7"",""178ede5b2fef8ba1828e"",""2e25450d5668732450c2"",""3278b0b885357fd483ef"",""45ac613c561811cb4a0d"",""464d1f8e2646f0b168b2"",""4f87d786ffa037888bac"",""6b1d44df0ab19f6b9f32"",""6f392909790d7b83bad3"",""6f7020870942eee83774"",""7234128122016861cabd"",""955fdd77aab2e02c77b7"",""999a08307d0cb1737ba3"",""9f1b2668af9bbb8c27ab"",""aefffe82b59c80b70615"",""d8cb18bc158b295d867a"",""e0e306b7d1de04330bc5"",""e61e5cb856a564b7a01f""]"
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,5,5,5,5,5,False,"{""8"":2,""12"":1,""14"":1,""26"":1}","{""8"":2,""12"":1,""14"":1,""26"":1}","{""C2-A-RP"":2,""C2-B"":3}","{""manual"":5}",2,2,{},{},0,0,0,0,0,"[""11"",""30"",""31"",""35"",""37""]","[""11"",""30"",""31"",""35"",""37""]","[""0fce729d57cd25ee8f7c"",""165a2fd857e8341d4a8e"",""1907e5aeb8f3d6578ad3"",""4f5b58a8268243d50888"",""e1491370f166c6c5a7d6""]"
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,2,2,2,2,2,False,"{""8"":2}","{""8"":2}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""13"",""15""]","[""13"",""15""]","[""3386f2a2b9d771574b1a"",""8b70214a3d426faf23e3""]"
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,26,0,0,0,0,False,{},{},{},{},0,0,{},{},0,0,0,0,0,[],[],[]
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,5,5,5,5,5,False,"{""8"":4,""12"":1}","{""8"":4,""12"":1}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""6"",""8"",""17"",""31"",""32""]","[""6"",""8"",""17"",""31"",""32""]","[""11f19b08afaff69c9e6a"",""385caf3701dee7042d51"",""b009f871ba470e85127d"",""bb2170e2f627c3cc30fb"",""d6077bf8866533197810""]"
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,26,26,25,26,25,True,"{""0"":1,""8"":25}","{""8"":25}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""00e1f0475f32cb49"",""0c054ac3932985cb"",""0f871667c1e1a335"",""0fff707ce84d6609"",""121644cf341ee37d"",""2b75349a0d747440"",""5436c4f88262ddc5"",""5e3a87e01e8c7a68"",""62836cb5439d47d2"",""67cd0f7506bc51c3"",""699e590cdc0187eb"",""6c4763b8a94746c7"",""6d60091b52a8a93c"",""6f9679a3058624e4"",""7834e8d354a01da4"",""94d4b4a63d7f84cc"",""b2be1df92c78eded"",""b38098dbc883b897"",""b3d91348061353b4"",""bc1cd87a35fe5e07"",""d51ae1a5831a491f"",""d54323b15af787a3"",""d90b8277604eeace"",""fb8ee4635680f271"",""fe443220e5338d14""]"
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,9,5,5,5,5,False,"{""8"":1,""12"":1,""16"":3}","{""8"":1,""12"":1,""16"":3}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""11"",""15"",""33"",""34"",""37""]","[""11"",""15"",""33"",""34"",""37""]","[""5f7815f3a489b8007a97"",""a68c32790d01e6b27d0d"",""adc213fc12f5f948aa56"",""ae929aa9e6dd3cd587ac"",""c599740d3bc3761f8f39""]"
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,9,5,5,5,5,False,"{""8"":5}","{""8"":5}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""11"",""15"",""32"",""33"",""37""]","[""11"",""15"",""32"",""33"",""37""]","[""093a8b4511bd56f93784"",""81236ef5be5b11e8be3e"",""8ad07f7e5b4a42e18f5c"",""8bd2b6db1b57ba08a132"",""ca1a2d8aefa7219707d8""]"
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,10,5,5,5,5,False,"{""8"":5}","{""8"":5}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""12"",""30"",""34""]","[""1"",""2"",""12"",""30"",""34""]","[""55c92f0f123df48b05be"",""8788f7b0921cb90d1098"",""91d132fab64b21bf307f"",""c1c621753a9818e3a816"",""d7bf0e74078389ee9bf0""]"
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,5,5,5,5,5,False,"{""8"":5}","{""8"":5}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""6"",""8"",""10"",""17"",""31""]","[""6"",""8"",""10"",""17"",""31""]","[""19e03d84ac8aea1645d3"",""480a17d4b8bc43325c2c"",""9b0c448a433097e9942e"",""f8d8bb7e420a7d6f3d91"",""f9cafcbd58a63d859d32""]"
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,26,0,0,0,0,False,{},{},{},{},0,0,{},{},0,0,0,0,0,[],[],[]
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,26,26,26,26,26,True,"{""6"":1,""8"":10,""10"":5,""12"":8,""14"":2}","{""6"":1,""8"":10,""10"":5,""12"":8,""14"":2}","{""P1"":26}","{""manual"":26}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""0dd58701c016b64d"",""116113684cacd9cd"",""330b5b8e0a0c2fec"",""352bcc94c85fa24a"",""37d563a2a56a489c"",""38f42c41164cac24"",""452a692a4bf6d4f5"",""50e0c1d231bdc3e1"",""5e1a484331067f93"",""65a57cac6d5c466f"",""7abc8dd3aaf1e4be"",""7dbcb72e807e85d2"",""8caa1a6f8af38d0e"",""95bec3e4f8012871"",""98498bd37758c8be"",""a9df090a73a1a89c"",""b65da8ecfd28bcec"",""b94c8e53634b4344"",""b9e28e0e52d42c3e"",""c37f510f32a97089"",""c3c671ad2606cc81"",""c99302ecb9582495"",""d8758b5b52e63e50"",""d9f496f32a9ca809"",""dfeb464b1f6ab259"",""f1dd682311fd4140""]"
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,26,0,0,0,0,False,{},{},{},{},0,0,{},{},0,0,0,0,0,[],[],[]
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,5,5,5,5,5,False,"{""8"":1,""12"":4}","{""8"":1,""12"":4}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""27"",""28"",""29"",""31"",""36""]","[""27"",""28"",""29"",""31"",""36""]","[""07d7b8e9b47e3b57f09b"",""23b3ba219c2ea42e2857"",""34724d21eb0d44dfc22d"",""7cd383c42cfa1fb813df"",""bc31ca44876dc589ed4b""]"
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,6,6,6,6,6,False,"{""8"":6}","{""8"":6}","{""C1"":6}","{""manual"":6}",1,1,{},{},0,0,0,0,0,"[""10"",""13"",""14"",""18"",""34"",""35""]","[""10"",""13"",""14"",""18"",""34"",""35""]","[""74ff4434b6db6c57c2ee"",""a47e8b2c8b897117f071"",""be89bcf05931fe625393"",""d2f9b77e836ea9a23958"",""dd2eee2e935e77791577"",""e98d3f5303e6099af208""]"
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,26,26,25,26,25,True,"{""0"":1,""8"":24,""9"":1}","{""8"":24,""9"":1}","{""P1"":26}","{""oos"":26}",1,1,{},{},1,0,0,0,1,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""0e38d607092eec6b"",""180879c05acf67a9"",""1b673a15fccbeffc"",""211b575736ba7cb9"",""231407e1e3c26cd5"",""261aed6164dd9545"",""3217ba603e509151"",""62163345e9e1cb8c"",""6529ecbbe65e0c15"",""6681edbb9d5aa59e"",""6e9a9a4c4050aede"",""710745da69e1f9af"",""763a991b9dfc8696"",""8027f25bb7a20f48"",""85294dbf7076ca4e"",""869aad6dd78196cb"",""87ae4a7914c286d3"",""8b23be1612a348e0"",""8da7070a8e45a7f6"",""8de2872c37caa579"",""903b5a5e0659aed8"",""98fd9fa5115fc41a"",""a90f0bb541345d69"",""cd5abe0f20e47f74"",""ed5e4f015fa0d901""]"
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,6,6,6,6,6,False,"{""8"":6}","{""8"":6}","{""C1"":6}","{""manual"":6}",1,1,{},{},0,0,0,0,0,"[""27"",""28"",""29"",""31"",""35"",""36""]","[""27"",""28"",""29"",""31"",""35"",""36""]","[""143e2ef82609a7f44a09"",""1d1795fcc5d614bf0698"",""1dc5dc76fab81c45cd23"",""3cf29369b9e0b392e769"",""45580730e6338599d29d"",""8527f5df56820c48bf92""]"
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,26,0,0,0,0,False,{},{},{},{},0,0,{},{},0,0,0,0,0,[],[],[]
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,6,6,6,6,6,False,"{""8"":6}","{""8"":6}","{""C1"":6}","{""manual"":6}",1,1,{},{},0,0,0,0,0,"[""6"",""10"",""13"",""14"",""18"",""34""]","[""6"",""10"",""13"",""14"",""18"",""34""]","[""0fe7898050e5c65aa163"",""230418a93ba734601d15"",""2421466da1f7d0800380"",""a7f130f489209fd66673"",""d64ce5b326b6015ae8bf"",""eabfca08cf8ed118e1e7""]"
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,26,0,0,0,0,False,{},{},{},{},0,0,{},{},0,0,0,0,0,[],[],[]
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,26,0,0,0,0,False,{},{},{},{},0,0,{},{},0,0,0,0,0,[],[],[]
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,6,6,6,6,6,False,"{""8"":6}","{""8"":6}","{""C1"":6}","{""manual"":6}",1,1,{},{},0,0,0,0,0,"[""1"",""11"",""12"",""30"",""31"",""33""]","[""1"",""11"",""12"",""30"",""31"",""33""]","[""190a6d2d9c3e31af294c"",""304ee8c32f0bfc188cb9"",""3e0b6e14799743fc990f"",""69ad0871a13714ff7abc"",""d6bbf7fa428498cad40f"",""d918bb91e408d8c71ff9""]"
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,26,26,25,26,25,True,"{""0"":1,""8"":5,""10"":8,""12"":11,""15"":1}","{""8"":5,""10"":8,""12"":11,""15"":1}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,1,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""053bc215116bc248"",""053bc4b35d6a7e89"",""0798eb2f1686b13f"",""17787d9f67d6b1ea"",""1e1b64ea1dae6b40"",""25321e0f927c8940"",""27582294b1e86c6a"",""3219998f9692f834"",""331b667f701c5817"",""36576d4426b599da"",""39292048462d8d71"",""47664b60c1737c7f"",""52a26360b1a53b44"",""608ec3179e0f4831"",""6f1a49c5d8f42cf3"",""7fe6c3e1ec0a7d2e"",""84b588165daf52f3"",""87529068f0182c0d"",""88d9213c617fe790"",""b3315d6eb3c3734d"",""bd674c6f3557dcdb"",""cfa6db5cd9de9ae3"",""d8931b0022010545"",""fa6fde75b32e9284"",""fc8f6754ddce3edb""]"
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,26,0,0,0,0,False,{},{},{},{},0,0,{},{},0,0,0,0,0,[],[],[]
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,26,0,0,0,0,False,{},{},{},{},0,0,{},{},0,0,0,0,0,[],[],[]
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,4,4,4,4,4,False,"{""8"":3,""10"":1}","{""8"":3,""10"":1}","{""C2-A-RP"":4}","{""manual"":4}",2,2,{},{},0,0,0,0,0,"[""11"",""12"",""13"",""15""]","[""11"",""12"",""13"",""15""]","[""2926abff9dbf4e375b92"",""32303e1226bb8c059165"",""5a1675b140813058a047"",""5c2100eb3c6ccb0bd855""]"
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,2,2,2,2,2,False,"{""14"":1,""16"":1}","{""14"":1,""16"":1}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""1"",""10""]","[""1"",""10""]","[""079756c7117560ae28f4"",""70df7c091b2eb288b375""]"
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,2,2,2,2,2,False,"{""8"":1,""18"":1}","{""8"":1,""18"":1}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""28"",""29""]","[""28"",""29""]","[""a975ff57cab3777521c7"",""c5cc1e8de92285cfd6fb""]"
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,2,2,2,2,2,False,"{""12"":1,""14"":1}","{""12"":1,""14"":1}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""11"",""12""]","[""11"",""12""]","[""238409b29552f79f4582"",""ee85104d7e59ebf2e889""]"
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,2,2,2,2,2,False,"{""10"":1,""16"":1}","{""10"":1,""16"":1}","{""C2-A-RP"":1,""C2-B"":1}","{""manual"":2}",2,2,{},{},0,0,0,0,0,"[""17"",""37""]","[""17"",""37""]","[""5e77afb1f8aac4686acd"",""ad1009f6a2b5210d5b6e""]"
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ,1,1,1,1,1,False,"{""10"":1}","{""10"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""37""]","[""37""]","[""f562e6b9f3dd0f546812""]"
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,2,2,2,2,2,False,"{""8"":1,""18"":1}","{""8"":1,""18"":1}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""28"",""29""]","[""28"",""29""]","[""6730e7fbd93c5c0d1875"",""e1491be3f4b0b29f0ac5""]"
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,3,3,3,3,3,False,"{""8"":3}","{""8"":3}","{""C2-A-RP"":1,""C2-B"":2}","{""manual"":3}",2,2,{},{},0,0,0,0,0,"[""17"",""34"",""35""]","[""17"",""34"",""35""]","[""2194b610ab3f6d48b3fe"",""507969473c653d9d8983"",""edb7139019fac186aa27""]"
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,3,3,3,3,3,False,"{""8"":3}","{""8"":3}","{""C2-A-RP"":1,""C2-B"":2}","{""manual"":3}",2,2,{},{},0,0,0,0,0,"[""1"",""10"",""17""]","[""1"",""10"",""17""]","[""8556954c4ad67d4bfe87"",""a30e02fd0513af9a5abf"",""ac16ffb4a3dd432443ad""]"
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,6,6,6,6,False,"{""8"":6}","{""8"":6}","{""C2-A-RP"":4,""C2-B"":2}","{""manual"":6}",3,3,{},{},0,0,0,0,0,"[""2"",""6"",""8"",""12"",""13"",""15""]","[""2"",""6"",""8"",""12"",""13"",""15""]","[""8af889f37a502f3fa126"",""8ff7251a7c24a8e0e71e"",""a431c68f99235de30da3"",""dbdc83a7c9f53399480c"",""f005d5460cd37c229372"",""f92320ca03fc70c20aea""]"
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV,1,1,1,1,1,False,"{""8"":1}","{""8"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""13""]","[""13""]","[""44c73224857604910e05""]"
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV,1,1,1,1,1,False,"{""8"":1}","{""8"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""13""]","[""13""]","[""a3709a952b322a61cade""]"
