image_id,condition,building,cut,n_observed,n_excluded,n_reviewed_retained,n_imputed_retained,n_valid,total_clusters,supported_clusters,singletons,doubletons,singleton_share,supported_share,largest_share,effective_modes_simpson,entropy_bits,point_count_disagreement,within_cluster_median,sizes_descending,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,supported_point_counts,orders,actual_n,full_p_any,full_onset_median_conditional,full_p_by_2,full_requested_2_exceeds_observation,full_p_by_3,full_requested_3_exceeds_observation,full_p_by_4,full_requested_4_exceeds_observation,full_p_by_5,full_requested_5_exceeds_observation,full_p_by_6,full_requested_6_exceeds_observation,full_p_by_7,full_requested_7_exceeds_observation,full_p_by_8,full_requested_8_exceeds_observation,full_p_by_10,full_requested_10_exceeds_observation,full_p_by_12,full_requested_12_exceeds_observation,full_p_by_15,full_requested_15_exceeds_observation,full_p_by_18,full_requested_18_exceeds_observation,full_p_by_19,full_requested_19_exceeds_observation,core10_p_any,core10_onset_median_conditional,core10_p_by_2,core10_requested_2_exceeds_observation,core10_p_by_3,core10_requested_3_exceeds_observation,core10_p_by_4,core10_requested_4_exceeds_observation,core10_p_by_5,core10_requested_5_exceeds_observation,core10_p_by_6,core10_requested_6_exceeds_observation,core10_p_by_7,core10_requested_7_exceeds_observation,core10_p_by_8,core10_requested_8_exceeds_observation,core10_p_by_10,core10_requested_10_exceeds_observation,core10_p_by_12,core10_requested_12_exceeds_observation,core10_p_by_15,core10_requested_15_exceeds_observation,core10_p_by_18,core10_requested_18_exceeds_observation,core10_p_by_19,core10_requested_19_exceeds_observation,core15_p_any,core15_onset_median_conditional,core15_p_by_2,core15_requested_2_exceeds_observation,core15_p_by_3,core15_requested_3_exceeds_observation,core15_p_by_4,core15_requested_4_exceeds_observation,core15_p_by_5,core15_requested_5_exceeds_observation,core15_p_by_6,core15_requested_6_exceeds_observation,core15_p_by_7,core15_requested_7_exceeds_observation,core15_p_by_8,core15_requested_8_exceeds_observation,core15_p_by_10,core15_requested_10_exceeds_observation,core15_p_by_12,core15_requested_12_exceeds_observation,core15_p_by_15,core15_requested_15_exceeds_observation,core15_p_by_18,core15_requested_18_exceeds_observation,core15_p_by_19,core15_requested_19_exceeds_observation,core20_p_any,core20_onset_median_conditional,core20_p_by_2,core20_requested_2_exceeds_observation,core20_p_by_3,core20_requested_3_exceeds_observation,core20_p_by_4,core20_requested_4_exceeds_observation,core20_p_by_5,core20_requested_5_exceeds_observation,core20_p_by_6,core20_requested_6_exceeds_observation,core20_p_by_7,core20_requested_7_exceeds_observation,core20_p_by_8,core20_requested_8_exceeds_observation,core20_p_by_10,core20_requested_10_exceeds_observation,core20_p_by_12,core20_requested_12_exceeds_observation,core20_p_by_15,core20_requested_15_exceeds_observation,core20_p_by_18,core20_requested_18_exceeds_observation,core20_p_by_19,core20_requested_19_exceeds_observation,full_tail_no_gate,core_tail_10,core_tail_15,core_tail_20,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,expert_tag,comment_json,selection_record_json,display_group,group_comment,source,use,previous_grade,previous_status,previous_cdf_by19,previous_any,scene_category,main_function_primary,room_id,room_status,draft_grade,draft_reason,strict_process_grade,strict_process_reason,singleton_count_limit,valid_only,semantic_status,evidence_qualifier,nearby_cuts_evaluated,nearby_all_same_grade,nearby_grade_pattern,nearby_same_assigned_grade,user_final_grade,user_decision_reason,user_cluster_semantics,user_singleton_assessment
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,q9vSo1VnCiC,0.1,6,0,0,0,6,1,1,0,0,0,1,1,1,-0,0,0.0410235926583,6,0,1,0,0,1,0,False,1,200,6,1,2,0.63,False,0.84,False,0.92,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.765,False,0.91,False,0.94,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.765,False,0.91,False,0.94,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.765,False,0.91,False,0.94,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0.84,0.91,0.91,0.91,0,0,0,0,0,0,,,,,,,,simple,assigned_observed_early,1,1,卧室,unknown,supported_component:q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,supported_component,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,False,not_adjudicated,short_observed_pool,,,,,,,,
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,q9vSo1VnCiC,0.1,4,0,0,0,4,2,1,1,0,0.25,0.75,0.75,1.6,0.811278124459,0.5,0.056516606274,3;1,0.25,1,1,0,1,0,False,1,200,4,0.795,3,0,False,0.795,False,0.795,True,0.795,True,0.795,True,0.795,True,0.795,True,0.795,True,0.795,True,0.795,True,0.795,True,0.795,True,1,3,0.47,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,3,0.47,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,3,0.47,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.47,0.47,0.47,0.205,0.235,0.205,0,0.25,0,,,,,,,,,limited_horizon_or_order_sensitive,0,0,卧室,unknown,supported_component:q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,supported_component,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,q9vSo1VnCiC,0.1,24,0,1,1,24,17,5,12,4,0.5,0.5,0.166666666667,13.0909090909,3.91829583405,0.869565217391,0.0715907405979,4;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1,0.5,0.514084507042,10,2,0.977272727273,0.5,False,4,200,24,0.185,23,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.71,22,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.05,False,0.71,22,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.025,False,0.06,False,0.71,22,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.025,False,0.06,False,0,0.245,0.275,0.275,0.425,0.48,0.0950000000001,0.000879074284175,0.353958333333,0.230922619048,,,,,,,,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,通行与连接,sleep,supported_component:q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,overlap_with_pending_or_unsupported,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,3,False,requires_local_review,none_of_these_flags,3,True,difficult_candidate;difficult_candidate;difficult_candidate,True,,,,
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,q9vSo1VnCiC,0.1,24,0,0,0,24,4,3,1,1,0.0416666666667,0.958333333333,0.75,1.70414201183,1.17606510372,0.159420289855,0.0166002695116,18;3;2;1,0.0416666666667,0.961666666667,0,1,0.916666666667,0.981481481481,True,2,200,24,0.77,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.025,False,0.13,False,0.215,False,0.84,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.06,False,0.27,False,0.375,False,0.84,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.02,False,0.12,False,0.27,False,0.375,False,0.84,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.035,False,0.12,False,0.27,False,0.375,False,0.485,0.625,0.625,0.625,0.00916666666668,0.01875,0.00916666666668,0.0164784982296,0.10375,0.0873089591568,,,,,,,,,order_sensitive_or_other_trajectory,0.21,0.73,卧室,sleep,supported_component:q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,overlap_with_pending_or_unsupported,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,False,requires_local_review,weak_same_point_cluster_separation,3,True,medium_candidate;medium_candidate;medium_candidate,True,,,,
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,q9vSo1VnCiC,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0548308668382,4;1,0.2,1,1,0,1,0,False,1,200,5,0.8,4,0,False,0,False,0.8,False,0.8,True,0.8,True,0.8,True,0.8,True,0.8,True,0.8,True,0.8,True,0.8,True,0.8,True,1,3,0.485,False,0.865,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,3,0.485,False,0.865,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,3,0.485,False,0.865,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.485,0.485,0.485,0.18,0.203333333333,0.18,0,0.239,0,,,,,,,,,limited_horizon_or_order_sensitive,0,0,卧室,unknown,supported_component:q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,overlap_with_pending_or_unsupported,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,False,not_adjudicated,short_observed_pool,,,,,,,,
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,q9vSo1VnCiC,0.1,5,2,0,0,3,1,1,0,0,0,1,1,1,-0,0,0.0178172259405,3,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,invalid_response_evidence,0,0,卧室,unknown,supported_component:q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,overlap_with_pending_or_unsupported,,too_few_valid_people,,too_few_valid_people,0,True,not_adjudicated,short_observed_pool,,,,,,,,
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,q9vSo1VnCiC,0.1,24,0,0,0,24,2,2,0,1,0,1,0.916666666667,1.18032786885,0.413816850304,0,0.0393240211776,22;2,0,1,0,0,1,0.568181818182,True,1,200,24,0.935,18,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.13,False,0.31,False,0.565,False,0.63,False,0.935,18,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.13,False,0.31,False,0.565,False,0.63,False,0.935,18,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.05,False,0.13,False,0.31,False,0.565,False,0.63,False,0.935,18,0,False,0,False,0,False,0,False,0,False,0,False,0.025,False,0.05,False,0.13,False,0.31,False,0.565,False,0.63,False,0.775,0.775,0.775,0.775,0,0,0,0.000968184349763,0.0329166666667,0.0329166666667,,,,,,,,,stable_outside_three_tier_limits,0.7,0.92,卫浴,unknown,supported_component:q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,overlap_with_pending_or_unsupported,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,False,requires_local_review,weak_same_point_cluster_separation,3,True,medium_candidate;medium_candidate;medium_candidate,True,,,,
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,q9vSo1VnCiC,0.1,6,0,0,0,6,2,1,1,0,0.166666666667,0.833333333333,0.833333333333,1.38461538462,0.650022421648,0,0.0689807813785,5;1,0.166666666667,1,1,0,1,0,False,1,200,6,0.845,4,0,False,0,False,0.63,False,0.845,False,0.845,True,0.845,True,0.845,True,0.845,True,0.845,True,0.845,True,0.845,True,0.845,True,1,3,0.415,False,0.795,False,0.93,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,3,0.415,False,0.795,False,0.93,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,3,0.415,False,0.795,False,0.93,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.795,0.795,0.795,0.14,0.158333333333,0,0,0.166666666667,0,,,,,,,,,limited_horizon_or_order_sensitive,0,0,厨房与用餐,kitchen,unresolved:q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,not_in_supported_component,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,False,not_adjudicated,short_observed_pool,,,,,,,,
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,q9vSo1VnCiC,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0210876417382,4;1,0.2,1,1,0,1,0,False,1,200,5,0.83,4,0,False,0,False,0.83,False,0.83,True,0.83,True,0.83,True,0.83,True,0.83,True,0.83,True,0.83,True,0.83,True,0.83,True,1,2,0.57,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.57,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.57,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.57,0.57,0.57,0.2075,0.19,0.2075,0,0.243,0,,,,,,,,,limited_horizon_or_order_sensitive,0,0,卧室,sleep,supported_component:q9vSo1VnCiC_cf3f1eaf611b4f5f8d13c273359d231b,overlap_with_pending_or_unsupported,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,False,not_adjudicated,short_observed_pool,,,,,,,,
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,q9vSo1VnCiC,0.1,5,0,0,0,5,5,0,5,0,1,0,0.2,5,2.32192809489,1,,1;1;1;1;1,1,0.111111111111,5,0,,0,False,0,200,5,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,0,0,0,1,1,1,0,0.6,1,,,,,,,,,limited_horizon_or_order_sensitive,0,0,起居与休闲,living,supported_component:q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,supported_component,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,q9vSo1VnCiC,0.1,24,0,0,0,24,4,2,2,0,0.0833333333333,0.916666666667,0.541666666667,2.28571428571,1.39183577785,0.163043478261,0.042959594601,13;9;1;1,0.0833333333333,0.923333333333,2,0,0.973106060606,0.837606837607,True,1,200,24,0.74,22,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.07,False,0.1,False,0.89,19,0,False,0,False,0,False,0,False,0,False,0.005,False,0.01,False,0.015,False,0.06,False,0.14,False,0.345,False,0.455,False,0.89,19,0,False,0,False,0,False,0,False,0,False,0.01,False,0.015,False,0.02,False,0.07,False,0.18,False,0.4,False,0.495,False,0.89,19,0,False,0,False,0,False,0.005,False,0.005,False,0.015,False,0.02,False,0.03,False,0.08,False,0.195,False,0.41,False,0.495,False,0.28,0.695,0.695,0.695,0.0925000000001,0.0816666666667,0.0925000000001,0.0339613196202,0.122708333333,0.081446969697,,,,,,,,,order_sensitive_or_other_trajectory,0.15,0.69,卫浴,bathroom,supported_component:q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,overlap_with_pending_or_unsupported,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,False,requires_local_review,weak_same_point_cluster_separation,3,True,medium_candidate;medium_candidate;medium_candidate,True,,,,
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,q9vSo1VnCiC,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0396132353585,4;1,0.2,1,1,0,1,0,False,1,200,5,0.79,4,0,False,0,False,0.79,False,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,1,2,0.555,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.555,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.555,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.555,0.555,0.555,0.1925,0.185,0.1925,0,0.2445,0,,,,,,,,,limited_horizon_or_order_sensitive,0,0,卧室,unknown,unresolved:q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,not_in_supported_component,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,rPc6DW4iMge,0.1,23,0,0,0,23,2,2,0,1,0,1,0.913043478261,1.18876404494,0.426228656998,0.166007905138,0.0212102660422,21;2,0,1,0,0,1,0,False,2,200,23,0.895,16,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.27,False,0.42,False,0.595,False,0.645,False,0.895,16,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.27,False,0.42,False,0.595,False,0.645,False,0.895,16,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.18,False,0.27,False,0.42,False,0.595,False,0.645,False,0.895,16,0,False,0,False,0,False,0,False,0,False,0.065,False,0.12,False,0.18,False,0.27,False,0.42,False,0.595,False,0.645,False,0.715,0.715,0.715,0.715,0.0108333333334,0.0225,0.0108333333334,0,0.0459090909091,0.0459090909091,,,,,,,,,stable_outside_three_tier_limits,0.7,0.87,卫浴,bathroom,unresolved:rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,not_in_supported_component,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,False,requires_local_review,none_of_these_flags,3,True,medium_candidate;medium_candidate;medium_candidate,True,,,,
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,rPc6DW4iMge,0.1,5,0,0,0,5,3,2,1,2,0.2,0.8,0.4,2.77777777778,1.52192809489,0.8,0.0689065641553,2;2;1,0.2,0.9,1,0,1,0,False,2,200,5,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0.195,4,0,False,0,False,0.195,False,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,4,0,False,0,False,0.195,False,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,4,0,False,0,False,0.195,False,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0.195,True,0,0,0,0,0.2975,0.406666666666,0.2975,0,0.359,0.2875,,,,,,,,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,supported_component:rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,supported_component,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,1,False,requires_local_review,short_observed_pool,,,,,,,,
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,rPc6DW4iMge,0.1,24,0,0,0,24,11,3,8,1,0.333333333333,0.666666666667,0.458333333333,4.05633802817,2.71793602959,0.760869565217,0.049070778639,11;3;2;1;1;1;1;1;1;1;1,0.333333333333,0.670250896057,7,1,0.986111111111,0,False,3,200,24,0.525,22,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.87,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.01,False,0.055,False,0.245,False,0.36,False,0.87,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.02,False,0.085,False,0.335,False,0.43,False,0.87,20,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.01,False,0.03,False,0.12,False,0.34,False,0.43,False,0.145,0.64,0.64,0.64,0.281666666667,0.316666666667,0.101666666667,0.000350810115785,0.26125,0.12686525974,,,,,,,,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,卫浴,bathroom,supported_component:rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,supported_component,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,3,False,requires_local_review,none_of_these_flags,3,True,difficult_candidate;difficult_candidate;difficult_candidate,True,,,,
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,rPc6DW4iMge,0.1,24,0,0,0,24,3,2,1,0,0.0416666666667,0.958333333333,0.833333333333,1.40487804878,0.785235442392,0.300724637681,0.0276600046382,20;3;1,0.0416666666667,1,1,0,1,0,False,2,200,24,0.96,16.5,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.13,False,0.41,False,0.575,False,0.655,False,1,14,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.215,False,0.335,False,0.74,False,0.845,False,0.905,False,1,12.5,0,False,0,False,0,False,0,False,0,False,0,False,0.12,False,0.305,False,0.5,False,0.74,False,0.845,False,0.905,False,1,12.5,0,False,0,False,0,False,0,False,0,False,0.095,False,0.155,False,0.345,False,0.5,False,0.74,False,0.845,False,0.905,False,0.83,0.98,0.98,0.98,0.0525000000001,0.0533333333333,0.0525000000001,0,0.0810416666667,0.0632954545455,,,,,,,,,stable_outside_three_tier_limits,0.73,0.98,卫浴,bathroom,unresolved:rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,not_in_supported_component,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,medium_candidate,supported_core_cumulative_stability_passed,3,False,requires_local_review,none_of_these_flags,3,True,medium_candidate;medium_candidate;medium_candidate,True,,,,
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,rPc6DW4iMge,0.1,5,0,0,0,5,1,1,0,0,0,1,1,1,-0,0,0.0258667891908,5,0,1,0,0,1,0,False,1,200,5,1,4,0.315,False,0.385,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,4,0.315,False,0.385,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,4,0.315,False,0.385,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,4,0.315,False,0.385,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0.315,0.315,0.315,0.315,0,0,0,0,0,0,,,,,,,,simple,assigned_observed_early,1,1,通行与连接,circulation,supported_component:rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32,supported_component,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,False,not_adjudicated,short_observed_pool,,,,,,,,
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,rPc6DW4iMge,0.1,23,0,0,0,23,3,2,1,0,0.0434782608696,0.95652173913,0.782608695652,1.55131964809,0.912316302754,0.0869565217391,0.0429578969865,18;4;1,0.0434782608696,1,1,0,1,0.763888888889,True,1,200,23,0.89,18,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.02,False,0.025,False,0.195,False,0.515,False,0.625,False,0.95,16,0,False,0,False,0,False,0,False,0,False,0,False,0.03,False,0.08,False,0.18,False,0.365,False,0.665,False,0.745,False,0.95,16,0,False,0,False,0,False,0,False,0,False,0.015,False,0.055,False,0.125,False,0.21,False,0.45,False,0.665,False,0.745,False,0.95,16,0,False,0,False,0,False,0,False,0.01,False,0.04,False,0.095,False,0.155,False,0.28,False,0.45,False,0.665,False,0.745,False,0.72,0.84,0.84,0.84,0.0341666666667,0.03875,0.0341666666667,0.0182380245958,0.0936166007906,0.0695454545455,简单,"{""note"": """"}","{""group"": ""G165"", ""image_id"": ""rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd"", ""number"": 15, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G165,较简单,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,stable_outside_three_tier_limits,0.6,0.95,卧室,sleep,supported_component:rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,supported_component,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,False,requires_local_review,weak_same_point_cluster_separation,3,True,medium_candidate;medium_candidate;medium_candidate,True,,,,
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,rPc6DW4iMge,0.1,6,0,0,0,6,3,2,1,1,0.166666666667,0.833333333333,0.5,2.57142857143,1.45914791703,0.733333333333,0.00750496760897,3;2;1,0.166666666667,0.880952380952,1,0,1,0,False,2,200,6,0.49,5,0,False,0,False,0,False,0.49,False,0.49,True,0.49,True,0.49,True,0.49,True,0.49,True,0.49,True,0.49,True,0.49,True,0.655,5,0,False,0,False,0.225,False,0.655,False,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,5,0,False,0,False,0.225,False,0.655,False,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,5,0,False,0,False,0.225,False,0.655,False,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0,0,0,0,0.2175,0.245,0.2175,0,0.2525,0.201666666667,,,,,,,,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,unresolved:rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,not_in_supported_component,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,1,False,requires_local_review,short_observed_pool,,,,,,,,
