image_id,condition,k,grade,n_valid,cut
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,8,,24,0.1
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,2,,24,0.1
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,3,,24,0.1
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,4,,24,0.1
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,5,,24,0.1
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,6,,24,0.1
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,7,,24,0.1
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,8,,24,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,2,,6,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,3,,6,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,4,,6,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,5,,6,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,6,,6,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,7,,6,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,8,,6,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,2,,4,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,3,,4,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,4,,4,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,5,,4,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,6,,4,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,7,,4,0.1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,8,,4,0.1
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,2,,5,0.1
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,3,,5,0.1
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,4,,5,0.1
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,5,,5,0.1
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,6,,5,0.1
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,7,,5,0.1
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,8,,5,0.1
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,2,,23,0.1
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,3,,23,0.1
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,4,,23,0.1
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,5,,23,0.1
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,6,,23,0.1
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,7,,23,0.1
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,8,,23,0.1
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,2,medium_candidate,5,0.1
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,3,medium_candidate,5,0.1
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,4,medium_candidate,5,0.1
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,5,medium_candidate,5,0.1
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,6,medium_candidate,5,0.1
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,7,medium_candidate,5,0.1
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,8,medium_candidate,5,0.1
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,2,,2,0.1
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,3,,2,0.1
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,4,,2,0.1
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,5,,2,0.1
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,6,,2,0.1
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,7,,2,0.1
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,8,,2,0.1
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,2,,2,0.1
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,3,,2,0.1
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,4,,2,0.1
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,5,,2,0.1
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,6,,2,0.1
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,7,,2,0.1
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,8,,2,0.1
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,2,medium_candidate,7,0.1
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,3,medium_candidate,7,0.1
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,4,medium_candidate,7,0.1
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,5,medium_candidate,7,0.1
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,6,medium_candidate,7,0.1
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,7,medium_candidate,7,0.1
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,8,medium_candidate,7,0.1
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,2,medium_candidate,19,0.1
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,3,medium_candidate,19,0.1
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,4,medium_candidate,19,0.1
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,5,medium_candidate,19,0.1
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,6,medium_candidate,19,0.1
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,7,medium_candidate,19,0.1
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,8,medium_candidate,19,0.1
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,2,,5,0.1
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,3,,5,0.1
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,4,,5,0.1
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,5,,5,0.1
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,6,,5,0.1
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,7,,5,0.1
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,8,,5,0.1
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,2,,2,0.1
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,3,,2,0.1
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,4,,2,0.1
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,5,,2,0.1
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,6,,2,0.1
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,7,,2,0.1
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,8,,2,0.1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,2,medium_candidate,24,0.1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,3,medium_candidate,24,0.1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,4,medium_candidate,24,0.1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,5,medium_candidate,24,0.1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,6,medium_candidate,24,0.1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,7,medium_candidate,24,0.1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,8,medium_candidate,24,0.1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,2,medium_candidate,5,0.1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,3,medium_candidate,5,0.1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,4,medium_candidate,5,0.1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,5,medium_candidate,5,0.1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,6,medium_candidate,5,0.1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,7,medium_candidate,5,0.1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,8,medium_candidate,5,0.1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,2,medium_candidate,24,0.1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,3,medium_candidate,24,0.1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,4,medium_candidate,24,0.1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,5,medium_candidate,24,0.1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,6,medium_candidate,24,0.1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,7,medium_candidate,24,0.1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,8,medium_candidate,24,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,2,,5,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,3,,5,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,4,,5,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,,5,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,6,,5,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,7,,5,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,8,,5,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,2,,4,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,3,,4,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,,4,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,5,,4,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,6,,4,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,7,,4,0.1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,8,,4,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,2,,5,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,3,,5,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,4,,5,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,5,,5,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,6,,5,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,7,,5,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,8,,5,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,2,simple_candidate,4,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,3,simple_candidate,4,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,4,simple_candidate,4,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,5,simple_candidate,4,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,6,simple_candidate,4,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,7,simple_candidate,4,0.1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,8,simple_candidate,4,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,2,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,3,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,4,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,5,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,6,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,7,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,8,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,2,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,3,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,4,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,5,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,6,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,7,,5,0.1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,8,,5,0.1
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,2,,5,0.1
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,3,,5,0.1
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,4,,5,0.1
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,5,,5,0.1
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,6,,5,0.1
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,7,,5,0.1
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,8,,5,0.1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,2,medium_candidate,24,0.1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,3,medium_candidate,24,0.1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,4,medium_candidate,24,0.1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,5,medium_candidate,24,0.1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,6,medium_candidate,24,0.1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,7,medium_candidate,24,0.1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,8,medium_candidate,24,0.1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,2,difficult_candidate,24,0.1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,3,difficult_candidate,24,0.1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,4,difficult_candidate,24,0.1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,5,difficult_candidate,24,0.1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,6,difficult_candidate,24,0.1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,7,difficult_candidate,24,0.1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,8,difficult_candidate,24,0.1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,2,,24,0.1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,3,,24,0.1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,4,,24,0.1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,5,,24,0.1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,6,,24,0.1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,7,,24,0.1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,8,,24,0.1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,2,,5,0.1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,3,,5,0.1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,4,,5,0.1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,5,,5,0.1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,6,,5,0.1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,7,,5,0.1
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,8,,5,0.1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,2,medium_candidate,6,0.1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,3,medium_candidate,6,0.1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,4,medium_candidate,6,0.1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,5,medium_candidate,6,0.1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,6,medium_candidate,6,0.1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,7,medium_candidate,6,0.1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,8,medium_candidate,6,0.1
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,2,,6,0.1
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,3,simple_candidate,6,0.1
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,4,simple_candidate,6,0.1
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,5,simple_candidate,6,0.1
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,6,simple_candidate,6,0.1
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,7,simple_candidate,6,0.1
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,8,simple_candidate,6,0.1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,2,medium_candidate,24,0.1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,3,medium_candidate,24,0.1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,4,medium_candidate,24,0.1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,5,medium_candidate,24,0.1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,6,medium_candidate,24,0.1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,7,medium_candidate,24,0.1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,8,medium_candidate,24,0.1
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,2,medium_candidate,6,0.1
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,3,medium_candidate,6,0.1
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,4,medium_candidate,6,0.1
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,5,medium_candidate,6,0.1
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,6,medium_candidate,6,0.1
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,7,medium_candidate,6,0.1
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,8,medium_candidate,6,0.1
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,2,medium_candidate,24,0.1
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,3,medium_candidate,24,0.1
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,4,medium_candidate,24,0.1
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,5,medium_candidate,24,0.1
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,6,medium_candidate,24,0.1
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,7,medium_candidate,24,0.1
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,8,medium_candidate,24,0.1
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,2,medium_candidate,24,0.1
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,3,medium_candidate,24,0.1
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,4,medium_candidate,24,0.1
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,5,medium_candidate,24,0.1
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,6,medium_candidate,24,0.1
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,7,medium_candidate,24,0.1
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,8,medium_candidate,24,0.1
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,2,,6,0.1
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,3,,6,0.1
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,4,,6,0.1
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,5,,6,0.1
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,6,,6,0.1
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,7,,6,0.1
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,8,,6,0.1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,2,,24,0.1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,3,,24,0.1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,4,,24,0.1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,5,,24,0.1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,6,,24,0.1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,7,,24,0.1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,8,,24,0.1
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,2,medium_candidate,24,0.1
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,3,medium_candidate,24,0.1
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,4,medium_candidate,24,0.1
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,5,medium_candidate,24,0.1
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,6,medium_candidate,24,0.1
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,7,medium_candidate,24,0.1
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,8,medium_candidate,24,0.1
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,2,medium_candidate,23,0.1
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,3,medium_candidate,23,0.1
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,4,medium_candidate,23,0.1
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,5,medium_candidate,23,0.1
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,6,medium_candidate,23,0.1
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,7,medium_candidate,23,0.1
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,8,medium_candidate,23,0.1
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,2,,4,0.1
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,3,,4,0.1
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,4,,4,0.1
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,5,,4,0.1
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,6,,4,0.1
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,7,,4,0.1
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,8,,4,0.1
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,2,,2,0.1
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,3,,2,0.1
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,4,,2,0.1
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,5,,2,0.1
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,6,,2,0.1
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,7,,2,0.1
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,8,,2,0.1
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,2,,2,0.1
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,3,,2,0.1
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,4,,2,0.1
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,5,,2,0.1
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,6,,2,0.1
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,7,,2,0.1
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,8,,2,0.1
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,2,,2,0.1
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,3,,2,0.1
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,4,,2,0.1
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,5,,2,0.1
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,6,,2,0.1
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,7,,2,0.1
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,8,,2,0.1
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,2,,2,0.1
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,3,,2,0.1
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,4,,2,0.1
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,5,,2,0.1
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,6,,2,0.1
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,7,,2,0.1
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,8,,2,0.1
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,2,,1,0.1
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,3,,1,0.1
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,4,,1,0.1
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,5,,1,0.1
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,6,,1,0.1
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,7,,1,0.1
