stage,dataset_group,base_task_id,building_id,worker_id,project_id,runtime_task_id,annotation_id,strict_valid_support,task_boundary_dispersion,leave_one_worker_out_boundary_dispersion,active_time_seconds,log1p_active_time,active_time_match_status,difficulty_tags_json,difficulty_raw_values_json,difficulty_trivial,difficulty_nontrivial,difficulty_nontrivial_tag_count,difficulty_occlusion,difficulty_low_texture,difficulty_seam,difficulty_reflection,difficulty_low_quality
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,30,66,3188,6003,23,0.036798460070723495,0.03744344636067621,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection"", ""seam""]","[""occlusion"", ""low_texture"", ""seam"", ""reflection""]",0,1,3,1,0,1,1,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,31,66,3188,5946,23,0.036798460070723495,0.03673808335873446,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_quality""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,32,66,3188,6353,23,0.036798460070723495,0.03683430365935597,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,33,66,3188,5808,23,0.036798460070723495,0.03603289821353882,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,34,66,3188,6047,23,0.036798460070723495,0.036444694864001266,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,35,66,3188,5927,23,0.036798460070723495,0.035902509670954236,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""seam""]","[""occlusion"", ""seam""]",0,1,2,1,0,1,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,36,66,3188,6013,23,0.036798460070723495,0.03648756112011371,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,37,66,3188,5868,23,0.036798460070723495,0.037076738973934736,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_quality""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,1,69,3300,6300,23,0.036798460070723495,0.03647431888448355,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,10,69,3300,6167,23,0.036798460070723495,0.03615766116581145,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""seam""]","[""occlusion"", ""seam""]",0,1,2,1,0,1,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,11,69,3300,6391,23,0.036798460070723495,0.03716024685089828,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,12,69,3300,6307,23,0.036798460070723495,0.036706106937137946,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""seam""]","[""occlusion"", ""seam""]",0,1,2,1,0,1,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,13,69,3300,6222,23,0.036798460070723495,0.03580044281807326,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""seam""]","[""occlusion"", ""seam""]",0,1,2,1,0,1,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,14,69,3300,6492,23,0.036798460070723495,0.03716024685089828,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,15,69,3300,6459,23,0.036798460070723495,0.03735489344922945,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection"", ""seam""]","[""occlusion"", ""seam"", ""reflection""]",0,1,3,1,0,1,1,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,17,69,3300,6194,23,0.036798460070723495,0.0372203292837722,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,18,69,3300,6528,23,0.036798460070723495,0.03719405849993424,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection"", ""low_quality""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,2,69,3300,4849,23,0.036798460070723495,0.03719405849993424,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection"", ""low_quality""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,6,69,3300,6255,23,0.036798460070723495,0.036469343948179536,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection"", ""seam""]","[""occlusion"", ""seam"", ""reflection""]",0,1,3,1,0,1,1,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,8,69,3300,6111,23,0.036798460070723495,0.03722120290105048,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,27,66,3185,5829,23,0.013674322151365721,0.013069748174212829,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,28,66,3185,5766,23,0.013674322151365721,0.013718081914164515,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,29,66,3185,6362,23,0.013674322151365721,0.013738704276303746,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,30,66,3185,6000,23,0.013674322151365721,0.013743427000863452,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""low_texture"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,31,66,3185,5939,23,0.013674322151365721,0.013169111682947645,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,32,66,3185,6350,23,0.013674322151365721,0.013916758449889658,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,33,66,3185,5805,23,0.013674322151365721,0.01382151890424222,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,34,66,3185,6044,23,0.013674322151365721,0.013826530988394311,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,35,66,3185,5924,23,0.013674322151365721,0.013630924644072203,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,36,66,3185,5995,23,0.013674322151365721,0.013877782999401322,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,37,66,3185,5865,23,0.013674322151365721,0.01320325162825532,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,1,69,3297,6295,23,0.013674322151365721,0.013274498970242486,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,10,69,3297,6164,23,0.013674322151365721,0.013593681795517159,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,11,69,3297,6388,23,0.013674322151365721,0.013846676068473052,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,12,69,3297,6299,23,0.013674322151365721,0.013710909139504667,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,13,69,3297,6219,23,0.013674322151365721,0.013714152611703341,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,14,69,3297,6489,23,0.013674322151365721,0.013846676068473052,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,15,69,3297,6456,23,0.013674322151365721,0.01384632796510132,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,17,69,3297,6191,23,0.013674322151365721,0.013714152611703341,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,18,69,3297,6525,23,0.013674322151365721,0.013832612053834844,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,2,69,3297,4846,23,0.013674322151365721,0.013832612053834844,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,6,69,3297,6252,23,0.013674322151365721,0.01371415261170334,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,8,69,3297,6108,23,0.013674322151365721,0.013867116868572909,,,annotation_missing_task_level_ambiguous,"[""reflection""]","[""reflection""]",0,1,1,0,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,27,66,3187,5850,23,0.036241555973036944,0.036683831889249355,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,28,66,3187,5768,23,0.036241555973036944,0.03678634243217466,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,29,66,3187,6421,23,0.036241555973036944,0.03394997090996763,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,30,66,3187,6002,23,0.036241555973036944,0.03709478693285662,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection"", ""seam""]","[""occlusion"", ""low_texture"", ""seam"", ""reflection""]",0,1,3,1,0,1,1,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,31,66,3187,5943,23,0.036241555973036944,0.03705554546936892,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,32,66,3187,6352,23,0.036241555973036944,0.03712298629800554,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,33,66,3187,5807,23,0.036241555973036944,0.03662896396964099,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,34,66,3187,6045,23,0.036241555973036944,0.036014150820255095,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,35,66,3187,5926,23,0.036241555973036944,0.03652884261665506,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""seam""]","[""occlusion"", ""seam""]",0,1,2,1,0,1,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,36,66,3187,5997,23,0.036241555973036944,0.03679017647703776,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,37,66,3187,5867,23,0.036241555973036944,0.03708579796432852,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,1,69,3299,6298,23,0.036241555973036944,0.03633845789503404,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,10,69,3299,6166,23,0.036241555973036944,0.03326250374136476,,,annotation_missing_task_level_ambiguous,[],"[""low_texture""]",0,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,11,69,3299,6390,23,0.036241555973036944,0.03695444698156425,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,12,69,3299,6304,23,0.036241555973036944,0.036133052884633816,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,13,69,3299,6221,23,0.036241555973036944,0.03373462896828295,,,annotation_missing_task_level_ambiguous,[],"[""low_texture""]",0,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,14,69,3299,6491,23,0.036241555973036944,0.03695444698156424,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,15,69,3299,6458,23,0.036241555973036944,0.03697606451030468,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""seam""]","[""occlusion"", ""seam""]",0,1,2,1,0,1,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,17,69,3299,6193,23,0.036241555973036944,0.03676098340291472,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,18,69,3299,6527,23,0.036241555973036944,0.03704107932454242,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""seam""]","[""occlusion"", ""low_texture"", ""seam""]",0,1,2,1,0,1,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,2,69,3299,4848,23,0.036241555973036944,0.03704107932454242,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""seam""]","[""occlusion"", ""low_texture"", ""seam""]",0,1,2,1,0,1,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,6,69,3299,6254,23,0.036241555973036944,0.03374996571387357,,,annotation_missing_task_level_ambiguous,[],"[""low_texture""]",0,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,8,69,3299,6110,23,0.036241555973036944,0.03686768187168773,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,27,66,3189,5849,23,0.024060186067406737,0.022392716792683273,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,28,66,3189,5770,23,0.024060186067406737,0.02331389251829281,,,annotation_missing_task_level_ambiguous,"[""reflection""]","[""reflection""]",0,1,1,0,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,29,66,3189,6423,23,0.024060186067406737,0.02458168252405906,,,annotation_missing_task_level_ambiguous,"[""reflection""]","[""reflection""]",0,1,1,0,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,30,66,3189,6004,23,0.024060186067406737,0.024274130823124147,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,31,66,3189,5953,23,0.024060186067406737,0.024073439390516156,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_quality""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,32,66,3189,6354,23,0.024060186067406737,0.024082543666967535,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,33,66,3189,5809,23,0.024060186067406737,0.024718450744610262,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,34,66,3189,6049,23,0.024060186067406737,0.024665938511298446,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,35,66,3189,5928,23,0.024060186067406737,0.02476633504204535,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,36,66,3189,6023,23,0.024060186067406737,0.023951668155117872,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,37,66,3189,5869,23,0.024060186067406737,0.023889734433261558,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,1,69,3301,6302,23,0.024060186067406737,0.024215832967287517,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,10,69,3301,6168,23,0.024060186067406737,0.024711204474632632,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,11,69,3301,6392,23,0.024060186067406737,0.024697612730439703,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,12,69,3301,6309,23,0.024060186067406737,0.02236259678330243,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,13,69,3301,6223,23,0.024060186067406737,0.024792693409270632,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""low_texture"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,14,69,3301,6493,23,0.024060186067406737,0.024697612730439703,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,15,69,3301,6460,23,0.024060186067406737,0.024109850874181684,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""low_texture"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,17,69,3301,6195,23,0.024060186067406737,0.024053569037437626,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""low_texture"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,18,69,3301,6529,23,0.024060186067406737,0.023447073473187852,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""low_texture"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,2,69,3301,4850,23,0.024060186067406737,0.023447073473187852,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""low_texture"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,6,69,3301,6256,23,0.024060186067406737,0.024792693409270632,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""low_texture"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,8,69,3301,6112,23,0.024060186067406737,0.02334593358574028,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,27,66,3190,5848,23,0.04645215951350244,0.045984606432767715,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,28,66,3190,5771,23,0.04645215951350244,0.0466264074817595,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,29,66,3190,6424,23,0.04645215951350244,0.04585276749066646,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
