dry_run_only,no_C2_freeze_yet,tau_d_not_final,not_thesis_facing_artifact,do_not_use_for_split,task_id,base_task_id,image_path,image_url,render_status,prediction_status,prediction_model_version,keypoint_count,polygon_point_count,polygon_area_pct2,duplicate_corner_pair_count,g_score_raw,g_bucket,g_hard_failure_flag,g_complexity_flag,g_reason_codes,legacy_risk_score,legacy_primary_bucket,manual_review_label,manual_review_notes
true,true,true,true,true,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.png,ok,ok,HoHoNet_v1,16,142,4414.1669,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,533,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,D:\Work\HOHONET\data\mp3d_layout\test\img\yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.png,ok,ok,HoHoNet_v1,20,182,3797.292903,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,D:\Work\HOHONET\data\mp3d_layout\test\img\UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.png,ok,ok,HoHoNet_v1,20,182,2704.911726,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,560,X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268,D:\Work\HOHONET\data\mp3d_layout\test\img\X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268.png,ok,ok,HoHoNet_v1,16,142,4787.604571,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,564,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.png,ok,ok,HoHoNet_v1,16,142,4382.118977,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,566,q9vSo1VnCiC_bac003e7f0294457905fb183c34ef2bf,D:\Work\HOHONET\data\mp3d_layout\test\img\q9vSo1VnCiC_bac003e7f0294457905fb183c34ef2bf.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_bac003e7f0294457905fb183c34ef2bf.png,ok,ok,HoHoNet_v1,16,142,4279.719752,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,575,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,D:\Work\HOHONET\data\mp3d_layout\test\img\7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce.png,ok,ok,HoHoNet_v1,20,182,4069.991023,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,577,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b.png,ok,ok,HoHoNet_v1,16,142,2468.298224,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,597,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,D:\Work\HOHONET\data\mp3d_layout\test\img\yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347.png,ok,ok,HoHoNet_v1,16,142,3967.771085,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,D:\Work\HOHONET\data\mp3d_layout\test\img\7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.png,ok,ok,HoHoNet_v1,16,142,2258.309671,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,604,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,D:\Work\HOHONET\data\mp3d_layout\test\img\b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.png,ok,ok,HoHoNet_v1,16,142,2709.797839,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,618,wc2JMjhGNzB_36f4749077674307bce31998171e96ef,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_36f4749077674307bce31998171e96ef.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_36f4749077674307bce31998171e96ef.png,ok,ok,HoHoNet_v1,16,142,4792.49717,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,620,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,D:\Work\HOHONET\data\mp3d_layout\test\img\rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff.png,ok,ok,HoHoNet_v1,20,182,3086.982978,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,627,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe.png,ok,ok,HoHoNet_v1,16,142,3626.965276,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,637,e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08,D:\Work\HOHONET\data\mp3d_layout\test\img\e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08.png,ok,ok,HoHoNet_v1,16,142,3164.41695,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,647,B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937,D:\Work\HOHONET\data\mp3d_layout\test\img\B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937.png,ok,ok,HoHoNet_v1,20,182,1837.575952,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,648,uNb9QFRL6hY_e24473d2b8a24568b89c1c4c2a4a9bf1,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_e24473d2b8a24568b89c1c4c2a4a9bf1.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_e24473d2b8a24568b89c1c4c2a4a9bf1.png,ok,ok,HoHoNet_v1,16,142,3601.896463,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,650,yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86,D:\Work\HOHONET\data\mp3d_layout\test\img\yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86.png,ok,ok,HoHoNet_v1,16,142,3103.899382,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.png,ok,ok,HoHoNet_v1,20,182,3933.304709,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,668,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,D:\Work\HOHONET\data\mp3d_layout\test\img\rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a.png,ok,ok,HoHoNet_v1,20,182,4024.57724,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,676,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,D:\Work\HOHONET\data\mp3d_layout\test\img\q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.png,ok,ok,HoHoNet_v1,16,142,3481.444257,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,697,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,D:\Work\HOHONET\data\mp3d_layout\test\img\rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.png,ok,ok,HoHoNet_v1,24,222,3946.074572,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,699,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,D:\Work\HOHONET\data\mp3d_layout\test\img\yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1.png,ok,ok,HoHoNet_v1,16,142,2195.599975,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,711,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.png,ok,ok,HoHoNet_v1,16,142,5010.420129,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,714,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,D:\Work\HOHONET\data\mp3d_layout\test\img\rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.png,ok,ok,HoHoNet_v1,28,262,4122.545152,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,510,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,D:\Work\HOHONET\data\mp3d_layout\test\img\B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.png,ok,ok,HoHoNet_v1,12,102,3611.401024,1,1,soft_prediction_complexity,false,true,duplicated_corner_cluster,1,duplicated_corner_cluster,,
true,true,true,true,true,459,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,D:\Work\HOHONET\data\mp3d_layout\test\img\b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.png,ok,ok,HoHoNet_v1,8,62,3185.046466,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,461,rPc6DW4iMge_7316bf706e0d46368334c0c989210e09,D:\Work\HOHONET\data\mp3d_layout\test\img\rPc6DW4iMge_7316bf706e0d46368334c0c989210e09.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/rPc6DW4iMge_7316bf706e0d46368334c0c989210e09.png,ok,ok,HoHoNet_v1,8,62,3687.353114,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,462,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,D:\Work\HOHONET\data\mp3d_layout\test\img\UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.png,ok,ok,HoHoNet_v1,12,102,5361.371208,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,463,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086.png,ok,ok,HoHoNet_v1,12,102,4733.731238,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,464,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,D:\Work\HOHONET\data\mp3d_layout\test\img\Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27.png,ok,ok,HoHoNet_v1,8,62,2297.168836,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,465,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,D:\Work\HOHONET\data\mp3d_layout\test\img\B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.png,ok,ok,HoHoNet_v1,8,62,2269.643383,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,466,B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99,D:\Work\HOHONET\data\mp3d_layout\test\img\B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99.png,ok,ok,HoHoNet_v1,8,62,3474.965265,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,467,X7HyMhZNoso_445ae0203f294b5c9889505576e37998,D:\Work\HOHONET\data\mp3d_layout\test\img\X7HyMhZNoso_445ae0203f294b5c9889505576e37998.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/X7HyMhZNoso_445ae0203f294b5c9889505576e37998.png,ok,ok,HoHoNet_v1,8,62,2770.734506,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,468,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58.png,ok,ok,HoHoNet_v1,12,102,4223.199584,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,469,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,D:\Work\HOHONET\data\mp3d_layout\test\img\q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103.png,ok,ok,HoHoNet_v1,8,62,2584.55381,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,471,B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2,D:\Work\HOHONET\data\mp3d_layout\test\img\B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2.png,ok,ok,HoHoNet_v1,8,62,2594.3767,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,472,wc2JMjhGNzB_074ac1d681e3415081b89cf582e1e995,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_074ac1d681e3415081b89cf582e1e995.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_074ac1d681e3415081b89cf582e1e995.png,ok,ok,HoHoNet_v1,8,62,3725.028625,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.png,ok,ok,HoHoNet_v1,12,102,2093.945668,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,479,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,D:\Work\HOHONET\data\mp3d_layout\test\img\e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.png,ok,ok,HoHoNet_v1,8,62,4487.334145,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,480,e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db,D:\Work\HOHONET\data\mp3d_layout\test\img\e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db.png,ok,ok,HoHoNet_v1,8,62,1471.472903,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.png,ok,ok,HoHoNet_v1,12,102,5244.264116,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,483,rPc6DW4iMge_0a84204ae666476f97095e784a772323,D:\Work\HOHONET\data\mp3d_layout\test\img\rPc6DW4iMge_0a84204ae666476f97095e784a772323.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/rPc6DW4iMge_0a84204ae666476f97095e784a772323.png,ok,ok,HoHoNet_v1,8,62,3583.568226,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,484,X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20,D:\Work\HOHONET\data\mp3d_layout\test\img\X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20.png,ok,ok,HoHoNet_v1,8,62,4398.081,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be.png,ok,ok,HoHoNet_v1,8,62,2960.267695,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,486,wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635.png,ok,ok,HoHoNet_v1,8,62,2110.958273,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13.png,ok,ok,HoHoNet_v1,8,62,4086.682361,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,488,UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98,D:\Work\HOHONET\data\mp3d_layout\test\img\UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.png,ok,ok,HoHoNet_v1,8,62,5060.299476,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,489,wc2JMjhGNzB_2880c0784aa0462a8070b30416752de6,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_2880c0784aa0462a8070b30416752de6.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_2880c0784aa0462a8070b30416752de6.png,ok,ok,HoHoNet_v1,8,62,3901.174813,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,490,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,D:\Work\HOHONET\data\mp3d_layout\test\img\e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94.png,ok,ok,HoHoNet_v1,8,62,4923.580911,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,491,uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.png,ok,ok,HoHoNet_v1,8,62,3366.238508,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,492,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,D:\Work\HOHONET\data\mp3d_layout\test\img\e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.png,ok,ok,HoHoNet_v1,8,62,4006.429559,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,494,B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d,D:\Work\HOHONET\data\mp3d_layout\test\img\B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d.png,ok,ok,HoHoNet_v1,8,62,4339.594409,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,495,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,D:\Work\HOHONET\data\mp3d_layout\test\img\yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5.png,ok,ok,HoHoNet_v1,12,102,3376.142335,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,496,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,D:\Work\HOHONET\data\mp3d_layout\test\img\7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09.png,ok,ok,HoHoNet_v1,12,102,2970.371358,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,497,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.png,ok,ok,HoHoNet_v1,8,62,2120.501507,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
true,true,true,true,true,501,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,D:\Work\HOHONET\data\mp3d_layout\test\img\X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.png,ok,ok,HoHoNet_v1,12,102,2113.719087,0,0,nominal_prediction_structure,false,false,,0,nominal_prediction_structure,,
