schema_version,rule_version,source_artifact,source_sha256,dependency_bundle_id,dependency_bundle_json,stage,pool,condition,validity_status,interpretation_allowed,task_id,base_task_id,dataset_group,n_observations,n_independent_workers,n_independence_not_evaluable,n_non_independent_confirmed,n_invalid_geometry,n_invalid_schema,n_unassigned_or_duplicate,geometry_valid_k,primary_active_time_k,explicit_issue_k,support_gap_candidate,evidence_complete_candidate,snapshot_id,routing_eligible
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,600,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,Calibration_core,4,0,4,0,0,0,0,0,0,0,True,False,764d6e392a206c1b502a,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,602,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,Calibration_core,4,0,4,0,0,0,0,0,0,0,True,False,02ca5f82bcddc2377320,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,Calibration_core,7,0,7,0,0,0,0,0,0,0,True,False,e9007552629ac2b9eff0,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,604,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,Calibration_core,3,0,3,0,0,0,0,0,0,0,True,False,4b2fdfd2db1ce0a8baa4,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,605,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,Calibration_core,4,0,4,0,0,0,0,0,0,0,True,False,96fec1ecf6ad15ac0b0c,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,606,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,654d04a6005353927910,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,613,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,5f01d7a1fe675a409d42,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,620,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,02e0547a9f064b94173e,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_anchor,manual,dry_run,false,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,Calibration_anchor,19,0,19,0,0,0,0,0,0,0,True,False,e066c57da335ba44f0ce,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_anchor,manual,dry_run,false,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,Calibration_anchor,20,0,20,0,0,0,0,0,0,0,True,False,a8b34b67733a6a97042e,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,627,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,177333be779c6ddd2956,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,652,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,Calibration_core,4,0,4,0,0,0,0,0,0,0,True,False,d090219c4aee740c1b4a,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,Calibration_core,9,0,9,0,0,0,0,0,0,0,True,False,5556ed0982882e8a1bfb,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,20f57f518f48a68567b7,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_core,6,0,6,0,0,0,0,0,0,0,True,False,ad7aa7bfede8d2ec4d83,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,Calibration_core,8,0,8,0,1,0,1,0,0,0,True,False,0dfcb14f885ae9e9b4a6,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,679,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,Calibration_core,6,0,6,0,0,0,0,0,0,0,True,False,06f57ebdddb040cbb9ff,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_anchor,manual,dry_run,false,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,20,0,20,0,0,0,0,0,0,0,True,False,b21211dfe7f8498a031b,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,89211b2c04f84dbc0334,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,698,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,Calibration_core,4,0,4,0,0,0,0,0,0,0,True,False,b7818a21bf06db0a41c8,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,699,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,Calibration_core,3,0,3,0,0,0,0,0,0,0,True,False,5c9bdc6ba5ff0a522b1c,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,Calibration_core,9,0,9,0,0,0,2,0,0,0,True,False,1ebd2aa4dcad08fd2384,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,Calibration_core,6,0,6,0,0,0,0,0,0,0,True,False,afa83fa9cabe870a72e2,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,5954436b4ffc8ab7adf9,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,708,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,Calibration_core,9,0,9,0,0,0,0,0,0,0,True,False,872f45c46d37914034be,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,Calibration_core,6,0,6,0,0,0,1,0,0,0,True,False,025f2b9ebe33acaa7249,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Calibration_core,6,0,6,0,0,0,0,0,0,0,True,False,d768efe3bf1a353df1cf,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,Calibration_core,9,0,9,0,0,0,0,0,0,0,True,False,abdacd12812e86484470,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,95c3a2919d28b15f0407,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,Calibration_core,8,0,8,0,0,0,0,0,0,0,True,False,76968b88ce82357ae009,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,Calibration_core,8,0,8,0,0,0,0,0,0,0,True,False,8eb8f344156f65f894aa,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,a5038057f23e61cc7a61,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,0d963215059c81919e35,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,Calibration_core,4,0,4,0,0,0,0,0,0,0,True,False,5620e32de1d79d35226b,false
