task_id,base_task_id,base_task_id_source,dataset_group,dataset_group_source,n_annotations,n_unique_annotators,n_duplicate_annotator_rows,n_difficulty_conflicted_annotators,n_model_issue_conflicted_annotators,difficulty_consensus,difficulty_consensus_confidence,model_issue_consensus,model_issue_consensus_confidence,consensus_method,consensus_version,artifact_role,routing_eligible,scene_profile_primary,secondary_difficulty_labels,secondary_model_issue_labels,consensus_notes,n_difficulty_nonempty,n_model_issue_nonempty,difficulty_defaulted,model_issue_defaulted,dataset_group_conflict,dataset_group_conflict_values,base_task_id_conflict,base_task_id_conflict_values,difficulty_vote_counts_json,model_issue_vote_counts_json
701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,base_task_id,Calibration_core,dataset_group,6,6,0,0,0,occlusion,0.5,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,6,0,False,True,True,Calibration_core;Calibration_semi,False,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,"{""occlusion"": 3, ""trivial"": 3}",{}
705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.8,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture,,,5,0,False,True,False,Calibration_core,False,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,"{""low_texture"": 1, ""occlusion"": 4, ""trivial"": 1}",{}
708,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,base_task_id,Calibration_core,dataset_group,9,9,0,0,0,occlusion,0.777778,corner_drift,0.5,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_quality;low_texture,fail;over_parsing,,9,2,False,False,True,Calibration_core;Calibration_semi,False,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,"{""low_quality"": 1, ""low_texture"": 1, ""occlusion"": 7, ""trivial"": 2}","{""corner_drift"": 1, ""fail"": 1, ""over_parsing"": 1}"
710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,base_task_id,Calibration_core,dataset_group,6,6,0,0,0,occlusion,0.833333,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;seam,,,6,0,False,True,False,Calibration_core,False,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,"{""low_texture"": 1, ""occlusion"": 5, ""seam"": 1, ""trivial"": 1}",{}
713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,base_task_id,Calibration_core,dataset_group,6,6,0,0,0,occlusion,0.5,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture,,,6,0,False,True,True,Calibration_core;Calibration_semi,False,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,"{""low_texture"": 1, ""occlusion"": 3, ""trivial"": 2}",{}
716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,base_task_id,Calibration_core,dataset_group,9,9,0,0,0,occlusion,0.777778,overextend_adjacent,1.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture,,,9,1,False,False,True,Calibration_core;Calibration_semi,False,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,"{""low_texture"": 1, ""occlusion"": 7, ""trivial"": 2}","{""overextend_adjacent"": 1}"
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.8,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,seam,,,5,0,False,True,False,Calibration_core,False,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,"{""occlusion"": 4, ""seam"": 1, ""trivial"": 1}",{}
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,base_task_id,Calibration_core,dataset_group,8,8,0,0,0,occlusion,0.625,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,seam;low_texture;low_quality;reflection,,,8,0,False,True,True,Calibration_core;Calibration_semi,False,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,"{""low_quality"": 1, ""low_texture"": 2, ""occlusion"": 5, ""reflection"": 1, ""seam"": 3, ""trivial"": 2}",{}
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,base_task_id,Calibration_core,dataset_group,8,8,0,0,0,reflection,0.5,over_parsing,1.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;occlusion;low_quality;seam,corner_drift,,8,3,False,False,True,Calibration_core;Calibration_semi,False,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,"{""low_quality"": 1, ""low_texture"": 3, ""occlusion"": 2, ""reflection"": 4, ""seam"": 1, ""trivial"": 2}","{""corner_drift"": 2, ""over_parsing"": 3}"
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,low_texture,0.6,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,occlusion;seam,,,5,0,False,True,False,Calibration_core,False,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,"{""low_texture"": 3, ""occlusion"": 3, ""seam"": 1, ""trivial"": 1}",{}
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,reflection,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,occlusion;low_texture,,,5,0,False,True,False,Calibration_core,False,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,"{""low_texture"": 1, ""occlusion"": 4, ""reflection"": 5}",{}
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,reflection,0.75,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,occlusion,,,4,0,False,True,False,Calibration_core,False,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,"{""occlusion"": 2, ""reflection"": 3}",{}
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.8,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;seam,,,5,0,False,True,False,Calibration_core,False,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,"{""low_texture"": 1, ""occlusion"": 4, ""seam"": 1, ""trivial"": 1}",{}
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,base_task_id,Calibration_core,dataset_group,3,3,0,0,0,occlusion,0.333333,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,3,0,False,True,False,Calibration_core,False,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,"{""occlusion"": 1, ""trivial"": 2}",{}
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.2,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,5,0,False,True,False,Calibration_core,False,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,"{""occlusion"": 1, ""trivial"": 4}",{}
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.6,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture,,,5,0,False,True,False,Calibration_core,False,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,"{""low_texture"": 1, ""occlusion"": 3, ""trivial"": 2}",{}
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,occlusion,0.75,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;seam,,,4,0,False,True,False,Calibration_core,False,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,"{""low_texture"": 1, ""occlusion"": 3, ""seam"": 1, ""trivial"": 1}",{}
rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge_4350d36797324601adba7351d09602d2,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,occlusion,0.25,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,4,0,False,True,False,Calibration_core,False,rPc6DW4iMge_4350d36797324601adba7351d09602d2,"{""occlusion"": 1, ""trivial"": 3}",{}
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,base_task_id,Calibration_core,dataset_group,3,3,0,0,0,occlusion,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,reflection,,,3,0,False,True,False,Calibration_core,False,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,"{""occlusion"": 3, ""reflection"": 3}",{}
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.6,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,reflection,,,5,0,False,True,False,Calibration_core,False,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,"{""occlusion"": 3, ""reflection"": 3, ""trivial"": 2}",{}
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,base_task_id,Calibration_core,dataset_group,3,3,0,0,0,occlusion,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,3,0,False,True,False,Calibration_core,False,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,"{""occlusion"": 3}",{}
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,low_texture,0.25,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,4,0,False,True,False,Calibration_core,False,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,"{""low_texture"": 1, ""trivial"": 3}",{}
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,low_quality,0.25,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,occlusion,,,4,0,False,True,False,Calibration_core,False,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,"{""low_quality"": 1, ""occlusion"": 1, ""trivial"": 3}",{}
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.6,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;seam,,,5,0,False,True,False,Calibration_core,False,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,"{""low_texture"": 2, ""occlusion"": 3, ""seam"": 2, ""trivial"": 1}",{}
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.8,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,5,0,False,True,False,Calibration_core,False,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,"{""occlusion"": 4, ""trivial"": 1}",{}
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.6,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,seam,,,5,0,False,True,False,Calibration_core,False,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,"{""occlusion"": 3, ""seam"": 1, ""trivial"": 2}",{}
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,base_task_id,Calibration_core,dataset_group,3,3,0,0,0,occlusion,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,3,0,False,True,False,Calibration_core,False,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,"{""occlusion"": 3}",{}
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,low_texture,0.2,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,occlusion,,,5,0,False,True,False,Calibration_core,False,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,"{""low_texture"": 1, ""occlusion"": 1, ""trivial"": 3}",{}
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,base_task_id,Calibration_core,dataset_group,3,3,0,0,0,occlusion,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,3,0,False,True,False,Calibration_core,False,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,"{""occlusion"": 3}",{}
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,low_texture,0.25,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,reflection,,,4,0,False,True,False,Calibration_core,False,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,"{""low_texture"": 1, ""reflection"": 1, ""trivial"": 2}",{}
504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,base_task_id,Calibration_semi,dataset_group,5,5,0,0,0,occlusion,1.0,underextend,0.666667,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture,corner_duplicate;over_parsing,,5,3,False,False,True,Calibration_semi;Calibration_core,False,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,"{""low_texture"": 1, ""occlusion"": 5}","{""corner_duplicate"": 1, ""over_parsing"": 1, ""underextend"": 2}"
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,base_task_id,Calibration_semi,dataset_group,7,7,0,0,0,low_texture,0.142857,overextend_adjacent,0.666667,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,seam,corner_drift,,7,3,False,False,True,Calibration_semi;Calibration_core,False,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,"{""low_texture"": 1, ""seam"": 1, ""trivial"": 6}","{""corner_drift"": 1, ""overextend_adjacent"": 2}"
