image_id,condition,n,scope_counts,scope_known,scope_categories_supported,scope_entropy_known,not_geometry_policy_truth
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,24,"{""normal"": 24}",24,1,-0,True
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,5,"{""normal"": 5}",5,1,-0,True
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,5,"{""normal"": 3, ""oos_geometry"": 1, ""oos_open_boundary"": 1}",5,1,1.37095059445,True
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,5,"{""normal"": 4, ""oos_open_boundary"": 1}",5,1,0.721928094887,True
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,5,"{""normal"": 5}",5,1,-0,True
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,5,"{""normal"": 4, ""oos_insufficient"": 1}",5,1,0.721928094887,True
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,24,"{""normal"": 23, ""oos_open_boundary"": 1}",24,1,0.249882292833,True
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,24,"{""normal"": 23, ""oos_geometry"": 1}",24,1,0.249882292833,True
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,24,"{""normal"": 21, ""oos_open_boundary"": 3}",24,2,0.5435644432,True
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,6,"{""normal"": 4, ""oos_open_boundary"": 1, ""oos_geometry"": 1}",6,1,1.25162916739,True
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,6,"{""normal"": 6}",6,1,-0,True
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,4,"{""normal"": 4}",4,1,-0,True
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,24,"{""normal"": 24}",24,1,-0,True
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,7,"{""normal"": 7}",7,1,-0,True
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,5,"{""normal"": 5}",5,1,-0,True
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,23,"{""normal"": 17, ""oos_open_boundary"": 5, ""oos_geometry"": 1}",23,2,0.997626791896,True
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,5,"{""normal"": 5}",5,1,-0,True
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,4,"{""normal"": 4}",4,1,-0,True
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,24,"{""normal"": 20, ""oos_open_boundary"": 1, ""oos_geometry"": 3}",24,2,0.785235442392,True
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,24,"{""normal"": 23, ""oos_open_boundary"": 1}",24,1,0.249882292833,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,23,"{""normal"": 20, ""oos_open_boundary"": 2, ""oos_geometry"": 1}",23,2,0.678407090938,True
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,5,"{""normal"": 5}",5,1,-0,True
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,4,"{""normal"": 4}",4,1,-0,True
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,5,"{""normal"": 1, ""oos_open_boundary"": 2, ""oos_geometry"": 1, ""oos_split_level"": 1}",5,1,1.92192809489,True
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,5,"{""normal"": 5}",5,1,-0,True
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,5,"{""normal"": 5}",5,1,-0,True
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,24,"{""normal"": 23, ""oos_open_boundary"": 1}",24,1,0.249882292833,True
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,5,"{""normal"": 5}",5,1,-0,True
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,semi,5,"{""normal"": 4, ""oos_insufficient"": 1}",5,1,0.721928094887,True
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,23,"{""normal"": 18, ""oos_split_level"": 2, ""oos_open_boundary"": 3}",23,3,0.966451628747,True
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,6,"{""normal"": 6}",6,1,-0,True
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,manual,6,"{""normal"": 6}",6,1,-0,True
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,5,"{""normal"": 5}",5,1,-0,True
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,6,"{""oos_split_level"": 1, ""normal"": 4, ""oos_open_boundary"": 1}",6,1,1.25162916739,True
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos,24,"{""oos_split_level"": 15, ""oos_open_boundary"": 3, ""normal"": 4, ""oos_geometry"": 2}",24,4,1.52836889921,True
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,5,"{""normal"": 3, ""oos_open_boundary"": 2}",5,2,0.970950594455,True
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,23,"{""normal"": 12, ""oos_open_boundary"": 6, ""oos_insufficient"": 3, ""oos_geometry"": 2}",23,4,1.68511793366,True
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,24,"{""normal"": 22, ""oos_geometry"": 1, ""oos_open_boundary"": 1}",24,1,0.497150183637,True
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,5,"{""normal"": 4, ""oos_geometry"": 1}",5,1,0.721928094887,True
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,4,"{""normal"": 4}",4,1,-0,True
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,5,"{""oos_split_level"": 1, ""normal"": 2, ""oos_open_boundary"": 1, ""oos_geometry"": 1}",5,1,1.92192809489,True
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,24,"{""normal"": 12, ""oos_open_boundary"": 8, ""oos_split_level"": 2, ""oos_geometry"": 1, ""oos_insufficient"": 1}",24,3,1.70914791703,True
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,24,"{""normal"": 15, ""oos_split_level"": 3, ""oos_open_boundary"": 4, ""oos_insufficient"": 1, ""oos_geometry"": 1}",24,3,1.61170223254,True
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,24,"{""normal"": 23, ""oos_open_boundary"": 1}",24,1,0.249882292833,True
zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,manual,1,"{""normal"": 1}",1,0,-0,True
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,4,"{""normal"": 3, ""oos_open_boundary"": 1}",4,1,0.811278124459,True
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,4,"{""oos_open_boundary"": 2, ""normal"": 2}",4,2,1,True
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,2,"{""normal"": 2}",2,1,-0,True
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,4,"{""normal"": 4}",4,1,-0,True
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,2,"{""normal"": 2}",2,1,-0,True
