image_id,building,condition,cut,n,point_count,mode_a,mode_b,people_a,people_b,min_cross_distance,median_cross_distance,cross_pairs_compatible_at_cut,two_mode_silhouette,medoid_a,medoid_b,medoid_distance,weak_numeric_separation,physical_meaning
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,0.1,19,8,1,6,2,4,0.183109390025,0.238301839835,0,0.697524523565,86fc3ae9363a9f67b104,84c763a74fbfe8b41553,0.255084858238,False,not adjudicated
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,0.1,19,8,3,6,8,4,0.0456821753609,0.0840710910265,0.75,0.386951346223,4ae36274a9f6a2b97a64,84c763a74fbfe8b41553,0.0960287795737,True,not adjudicated
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,0.2,19,8,1,2,3,15,0.0981565564065,0.221518821432,0.355555555556,0.529806619487,7b1866a3eeaa6930d596,93e9f86d9eab9e11871e,0.141811627724,False,not adjudicated
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,20,8,1,2,5,6,0.0245113688766,0.0473101542597,0.6,0.49682171259,d868e5ebafdc789d9be6,e714983f7e98b2a0013e,0.0426231531436,True,not adjudicated
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,20,8,1,3,5,8,0.023318457408,0.0488649550059,0.55,0.463142202174,d868e5ebafdc789d9be6,b20b32d12638d03f05d4,0.0497317338372,True,not adjudicated
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,20,8,2,3,6,8,0.0111505183213,0.0356739441754,0.895833333333,0.305597405958,e714983f7e98b2a0013e,b20b32d12638d03f05d4,0.0358927842533,True,not adjudicated
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.05,24,8,1,3,3,8,0.212119479489,0.224327564753,0,0.912072893525,0dbe8bc50012ed82,4a5ea8f6ba8ecaab,0.214946590419,False,not adjudicated
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.1,24,8,1,2,4,8,0.212119479489,0.225278917133,0,0.895244518942,0dbe8bc50012ed82,4a5ea8f6ba8ecaab,0.214946590419,False,not adjudicated
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,24,8,1,2,4,9,0.160863471724,0.224879432359,0.111111111111,0.801946570224,0dbe8bc50012ed82,4a5ea8f6ba8ecaab,0.214946590419,False,not adjudicated
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,24,8,4,5,3,9,0.0625555314436,0.0863211487212,0,0.745138157086,cebf574498a5a20d,d0af5ad0523f8433,0.0773683764033,False,not adjudicated
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,24,8,4,6,3,2,0.102926859075,0.104304689662,0,0.926563797538,cebf574498a5a20d,538db2a79188e4ef,0.102926859075,False,not adjudicated
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,24,8,4,7,3,2,0.0841691693751,0.0933754030707,0,0.797378183263,cebf574498a5a20d,8857a2ec2d3444ba,0.101780314392,False,not adjudicated
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,24,8,5,6,9,2,0.0470492493794,0.0568547625459,0.111111111111,0.664824303126,d0af5ad0523f8433,538db2a79188e4ef,0.0571834221873,False,not adjudicated
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,24,8,5,7,9,2,0.0354519349217,0.0541435752549,0.277777777778,0.517441008163,d0af5ad0523f8433,8857a2ec2d3444ba,0.0490592565359,False,not adjudicated
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,24,8,6,7,2,2,0.0597527500877,0.0608269502321,0,0.744431988,538db2a79188e4ef,8857a2ec2d3444ba,0.0621779076966,False,not adjudicated
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,24,8,4,5,3,14,0.0625555314436,0.0875964819583,0.690476190476,0.567450623284,cebf574498a5a20d,d0af5ad0523f8433,0.0773683764033,True,not adjudicated
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,0.05,19,8,1,2,3,2,0.0348435257774,0.0458475417164,0.666666666667,0.556473398135,2e25450d5668732450c2,d8cb18bc158b295d867a,0.0421091304747,True,not adjudicated
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,0.05,19,24,7,8,3,5,0.0332575450385,0.0452847972466,0.8,0.421133670147,aefffe82b59c80b70615,3278b0b885357fd483ef,0.0341714137004,True,not adjudicated
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.2,24,12,1,2,19,2,0.240986289933,0.280293832857,0,0.90860816912,02be3fa1bec88b02,90520932aee1bf49,0.293523833224,False,not adjudicated
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,0.1,5,8,1,2,2,2,0.0881660508633,0.104282116469,0.5,0.596187119871,bb2170e2f627c3cc30fb,b009f871ba470e85127d,0.0881660508633,False,not adjudicated
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,24,8,1,2,14,4,0.0244586405483,0.0437612501125,0.892857142857,0.429195494935,0fff707ce84d6609,7834e8d354a01da4,0.0434629644665,True,not adjudicated
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,24,8,1,3,14,5,0.0170998792673,0.0412528605052,0.785714285714,0.401814182921,0fff707ce84d6609,699e590cdc0187eb,0.0358275338567,True,not adjudicated
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,24,8,2,3,4,5,0.0548006998742,0.0712314158459,0,0.568552706346,7834e8d354a01da4,699e590cdc0187eb,0.0631122199437,False,not adjudicated
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.1,24,8,1,2,18,6,0.0170998792673,0.0462262460501,0.944444444444,0.395033164496,0fff707ce84d6609,fb8ee4635680f271,0.0387334136389,True,not adjudicated
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,0.05,5,8,1,2,3,2,0.0764048005976,0.0767637859027,0,0.803974693669,1beae202a7ba8f00c6fb,71770e90ca7c5a392b52,0.0771227712079,False,not adjudicated
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,24,8,3,5,11,2,0.130500045764,0.137433130787,0,0.932311289383,1f8fe248fb55c43e,7667b010a9c90570,0.135752451768,False,not adjudicated
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,24,8,3,6,11,3,0.0975135003203,0.114391591511,0,0.894509500245,1f8fe248fb55c43e,c76193b6207a6507,0.114391591511,False,not adjudicated
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,24,8,5,6,2,3,0.0522874063542,0.0640092062378,0,0.588706333151,7667b010a9c90570,c76193b6207a6507,0.0536314205918,False,not adjudicated
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,24,8,1,2,14,5,0.0584723172221,0.115065659904,0.1,0.715973516407,1f8fe248fb55c43e,c76193b6207a6507,0.114391591511,False,not adjudicated
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,24,8,3,4,2,3,0.0397137077669,0.0506249158863,0.5,0.383853249941,37d563a2a56a489c,b9e28e0e52d42c3e,0.0523915584475,False,not adjudicated
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,24,12,12,14,2,2,0.36114488185,0.36486536424,0,0.983782296787,c37f510f32a97089,b65da8ecfd28bcec,0.36114488185,False,not adjudicated
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,24,12,10,12,2,3,0.36114488185,0.367549891054,0,0.933607383085,c37f510f32a97089,a9df090a73a1a89c,0.368585846631,False,not adjudicated
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,24,10,5,6,2,2,0.224301296818,0.275661559983,0,0.574159963894,98498bd37758c8be,38f42c41164cac24,0.224301296818,False,not adjudicated
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,24,12,8,9,3,4,0.304550973106,0.353138381518,0,0.720697777766,c37f510f32a97089,a9df090a73a1a89c,0.368585846631,False,not adjudicated
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,24,12,6,8,2,2,0.0721260284038,0.073240288945,0,0.839317398587,3b710fb59e47c8d6,1260b5763825ac73,0.0743545494861,False,not adjudicated
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,24,12,6,9,2,11,0.0280630828384,0.0455280351432,0.727272727273,0.609097978368,3b710fb59e47c8d6,db6e2e902a7635ad,0.045318705896,True,not adjudicated
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,24,12,8,9,2,11,0.0266961995803,0.0330772019577,0.909090909091,0.633485960385,1260b5763825ac73,db6e2e902a7635ad,0.0305289942143,True,not adjudicated
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.1,24,12,5,6,3,14,0.0280630828384,0.0545291537842,0.97619047619,0.535746186146,1aaa93ec5fa02d67,db6e2e902a7635ad,0.043793998135,True,not adjudicated
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.2,24,12,3,4,2,17,0.17454672072,0.225969976062,0.441176470588,0.796133735898,d2965a4546dd5bd3,db6e2e902a7635ad,0.244160832047,False,not adjudicated
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.1,6,8,1,2,2,2,0.515027258016,0.534212277422,0,0.903036821034,a47e8b2c8b897117f071,dd2eee2e935e77791577,0.553134513364,False,not adjudicated
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.1,6,8,1,3,2,2,0.461393843429,0.489918362702,0,0.856434188083,a47e8b2c8b897117f071,d2f9b77e836ea9a23958,0.499928026486,False,not adjudicated
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.1,6,8,2,3,2,2,0.0791267638666,0.0940971218261,0.5,0.566393986262,dd2eee2e935e77791577,d2f9b77e836ea9a23958,0.106397658129,False,not adjudicated
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.2,6,8,1,2,2,4,0.461393843429,0.515530813968,0,0.847179706421,a47e8b2c8b897117f071,be89bcf05931fe625393,0.549724277702,False,not adjudicated
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,0.05,6,8,1,2,3,3,0.0452721478922,0.055455961756,0.111111111111,0.54416922073,1dc5dc76fab81c45cd23,45580730e6338599d29d,0.0548567924082,False,not adjudicated
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0.05,24,8,3,4,13,6,0.0125211209769,0.031608133177,0.807692307692,0.542472654267,ae9ad15247583bd3,c1ce3be5ac91205f,0.0302683572597,True,not adjudicated
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0.1,24,8,1,2,2,19,0.0592949582098,0.081563158528,0.684210526316,0.673667789656,a53c36c9bf95be2b,ae9ad15247583bd3,0.101533320862,True,not adjudicated
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,0.1,6,8,1,2,4,2,0.215419741646,0.24348533021,0,0.848579193897,230418a93ba734601d15,0fe7898050e5c65aa163,0.229852431079,False,not adjudicated
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,0.2,6,8,1,2,4,2,0.215419741646,0.24348533021,0,0.848579193897,230418a93ba734601d15,0fe7898050e5c65aa163,0.229852431079,False,not adjudicated
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0.05,24,8,1,3,3,18,0.042786401825,0.0567583446961,0.314814814815,0.749030656735,a01f38f168e18ba4,4693ec5fcc3f09fc,0.0567583446961,False,not adjudicated
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0.1,24,8,1,2,4,20,0.042786401825,0.0758095348549,0.7625,0.655754129513,4664edbc4eb51884,4693ec5fcc3f09fc,0.0808714174425,True,not adjudicated
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.05,24,8,1,4,16,2,0.0742165354613,0.0858881706531,0,0.813414890567,e30721b054460f15,a30abcda8418bd75,0.0833118427462,False,not adjudicated
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.05,24,8,1,5,16,2,0.0354452584873,0.0489622412945,0.5625,0.696987827349,e30721b054460f15,deb77ec3f2ddf78f,0.0573031130449,True,not adjudicated
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.05,24,8,4,5,2,2,0.0557371269931,0.0581689718192,0,0.378804196051,a30abcda8418bd75,deb77ec3f2ddf78f,0.0706897823681,False,not adjudicated
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.1,24,8,1,2,16,7,0.0354452584873,0.0782672492818,0.848214285714,0.613723971281,e30721b054460f15,d2d4c49ab227aa87,0.0489622412945,True,not adjudicated
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,0.05,24,10,5,6,2,3,0.0347805859047,0.0492849399674,0.5,0.489205482522,053bc215116bc248,7fe6c3e1ec0a7d2e,0.0526947725465,False,not adjudicated
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,0.05,24,12,10,13,3,2,0.0787811599747,0.0817190196216,0,0.876941935605,053bc4b35d6a7e89,bd674c6f3557dcdb,0.0817190196216,False,not adjudicated
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,0.1,24,12,6,7,5,4,0.0737477552591,0.0950702061634,0.55,0.472349850544,053bc4b35d6a7e89,bd674c6f3557dcdb,0.0817190196216,True,not adjudicated
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,0.05,24,8,1,3,15,2,0.0569970057858,0.0836234468484,0,0.762654375394,7f2a70bd247387c9,f573b76a994f559e,0.0679944289694,False,not adjudicated
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,0.05,24,8,1,4,15,2,0.0472396457891,0.0664777554581,0.0333333333333,0.725668740923,7f2a70bd247387c9,a288b216f33e8695,0.062288579766,False,not adjudicated
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,0.05,24,8,3,4,2,2,0.0470610129866,0.0537861480853,0.5,0.239661452894,f573b76a994f559e,a288b216f33e8695,0.0470610129866,False,not adjudicated
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,0.1,24,8,1,2,16,6,0.0472396457891,0.0710595042439,0.9375,0.604925884119,7f2a70bd247387c9,38b4c355b2582da5,0.0710595042439,True,not adjudicated
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,0.05,23,8,1,2,3,2,0.0328779658801,0.0435568232267,0.833333333333,0.257592241514,38e5256c8a950c7d,e345524837c8f249,0.0536812585645,True,not adjudicated
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,0.05,23,8,1,3,3,9,0.0245506783029,0.0428726178958,0.777777777778,0.376016378844,38e5256c8a950c7d,b695d04bc92a557d,0.0428726178958,True,not adjudicated
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,0.05,23,8,1,4,3,2,0.0530110794357,0.0614845481305,0,0.588832805291,38e5256c8a950c7d,ea824f81860e40de,0.0651707206837,False,not adjudicated
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,0.05,23,8,2,3,2,9,0.0365071823971,0.0572107386349,0.222222222222,0.509577708514,e345524837c8f249,b695d04bc92a557d,0.0570595649986,False,not adjudicated
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,0.05,23,8,2,4,2,2,0.0622360961088,0.0756221798253,0,0.596370616241,e345524837c8f249,ea824f81860e40de,0.0739728393682,False,not adjudicated
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,0.05,23,8,3,4,9,2,0.0185546373762,0.0324399250688,0.944444444444,0.25645268596,b695d04bc92a557d,ea824f81860e40de,0.0246183539171,True,not adjudicated
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,0.05,6,8,1,3,2,2,0.0566613491006,0.0691476718333,0,0.694628101569,dbdc83a7c9f53399480c,8ff7251a7c24a8e0e71e,0.081633994566,False,not adjudicated
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,0.1,6,8,1,2,3,3,0.0566613491006,0.081633994566,0.888888888889,0.357259804818,dbdc83a7c9f53399480c,a431c68f99235de30da3,0.0566613491006,True,not adjudicated
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,0.05,19,8,7,9,2,2,0.429276818607,0.431304514884,0,0.97824549503,08f1b4079da5db271b3b,a690aad05af6d8488499,0.43333221116,False,not adjudicated
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,0.1,19,8,1,2,2,2,0.0905874311447,0.112489054463,0.25,0.326943788882,c1f355e3e5a3282d2f96,7f0a5c531957fa7e0f4c,0.108741777033,False,not adjudicated
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,0.1,19,8,1,5,2,2,0.502898677914,0.521180208208,0,0.91260793722,c1f355e3e5a3282d2f96,08f1b4079da5db271b3b,0.502898677914,False,not adjudicated
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,0.1,19,8,1,7,2,3,0.680620814561,0.694411637435,0,0.892977181625,c1f355e3e5a3282d2f96,5a20c53ba5d16b5d61ff,0.68811092858,False,not adjudicated
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,0.1,19,8,2,5,2,2,0.515755015075,0.520489140987,0,0.941827190989,7f0a5c531957fa7e0f4c,08f1b4079da5db271b3b,0.515755015075,False,not adjudicated
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,0.1,19,8,2,7,2,3,0.690282370078,0.704223097201,0,0.911740315235,7f0a5c531957fa7e0f4c,5a20c53ba5d16b5d61ff,0.697545900288,False,not adjudicated
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,0.1,19,8,5,7,2,3,0.426521834678,0.429276818607,0,0.911635288822,08f1b4079da5db271b3b,5a20c53ba5d16b5d61ff,0.429276818607,False,not adjudicated
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,0.2,19,8,1,3,5,3,0.502898677914,0.539461738502,0,0.798308458431,7f0a5c531957fa7e0f4c,08f1b4079da5db271b3b,0.515755015075,False,not adjudicated
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,0.2,19,8,1,4,5,3,0.680620814561,0.704645732233,0,0.868732077672,7f0a5c531957fa7e0f4c,5a20c53ba5d16b5d61ff,0.697545900288,False,not adjudicated
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,0.2,19,8,3,4,3,3,0.335965935138,0.426521834678,0,0.769901552195,08f1b4079da5db271b3b,5a20c53ba5d16b5d61ff,0.429276818607,False,not adjudicated
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,0.05,5,8,1,2,2,2,0.0286937420434,0.0586196521099,0.25,0.275963280781,fe6d21a2d34b078f5c0d,d2fe19a8dc66fd1f3ff5,0.0663038689165,False,not adjudicated
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,0.05,24,8,1,2,6,7,0.0222244342436,0.0390109087554,0.904761904762,0.418616306052,3a06d95fdf379816,81dea2dc73f99d91,0.0404483958253,True,not adjudicated
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,0.05,24,8,1,3,6,11,0.0212047876042,0.0421968658289,0.681818181818,0.365015054512,3a06d95fdf379816,fb4d8560e355af7e,0.0425642376421,True,not adjudicated
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,0.05,24,8,2,3,7,11,0.013266347437,0.0352892108779,0.857142857143,0.237732895152,81dea2dc73f99d91,fb4d8560e355af7e,0.0337406869333,True,not adjudicated
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,0.05,6,8,1,2,2,4,0.0410235926583,0.0513851268568,0.25,0.568906742493,399d7b90505e061c62ec,15045b6175a2d31f009a,0.0542447252949,False,not adjudicated
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,0.1,24,10,4,5,2,2,0.0914617539491,0.104017740478,0.5,0.145771045418,df9f72a9643f2a2e,3a772c253f77d4b7,0.0988257686531,False,not adjudicated
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,0.1,24,8,1,2,3,18,0.0416205130455,0.0714185531151,0.981481481481,0.657857171602,cac4132e7e982035,d484f67bf0c8f4a0,0.0952027695351,True,not adjudicated
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,0.05,24,8,1,2,8,2,0.0371917045475,0.0476020795261,0.6875,0.460852898682,9255dadcdf79c909,25e8f7f37f87cc75,0.0472352227422,True,not adjudicated
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,0.05,24,8,1,3,8,11,0.0283467574757,0.0465498652095,0.715909090909,0.403565012966,9255dadcdf79c909,b1c252a830c50fb3,0.0486366815342,True,not adjudicated
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,0.05,24,8,2,3,2,11,0.0273497723893,0.041965814457,0.727272727273,0.414759985113,25e8f7f37f87cc75,b1c252a830c50fb3,0.0309281172167,True,not adjudicated
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,0.1,24,8,1,2,22,2,0.0587405788871,0.0943982965082,0.568181818182,0.53631798902,28388a75252778c7,61f905607ceffa7f,0.0820688552948,True,not adjudicated
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,manual,0.05,6,8,1,2,2,2,0.0736852778153,0.078191418659,0,0.774081083479,825bdbff9bff6dbfbe83,90d428978149e1e537ed,0.0736852778153,False,not adjudicated
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,0.05,24,8,1,2,2,6,0.063478130553,0.0782782731193,0,0.774834892477,a135a4aaf615d5db,5bad87d19a0b5760,0.0782782731193,False,not adjudicated
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,0.05,24,8,1,4,2,5,0.080838933891,0.0906216294653,0,0.848686605391,a135a4aaf615d5db,0054e620b22551b8,0.0906216294653,False,not adjudicated
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,0.05,24,8,1,5,2,7,0.0706975177489,0.0850576603408,0,0.702864317927,a135a4aaf615d5db,3bcf5dc561e2d916,0.0850576603408,False,not adjudicated
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,0.05,24,8,2,4,6,5,0.0482463836584,0.0561648191895,0.166666666667,0.644321304086,5bad87d19a0b5760,0054e620b22551b8,0.0561648191895,False,not adjudicated
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,0.05,24,8,2,5,6,7,0.0203293945892,0.0483074998507,0.571428571429,0.368974426284,5bad87d19a0b5760,3bcf5dc561e2d916,0.0379710979226,True,not adjudicated
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,0.05,24,8,4,5,5,7,0.0281019167835,0.0447809012934,0.771428571429,0.365326065712,0054e620b22551b8,3bcf5dc561e2d916,0.0448376162444,True,not adjudicated
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,0.1,24,8,1,2,9,13,0.0203293945892,0.0631564588733,0.837606837607,0.326274891561,7c4d53d444805ad4,f13bd8e8570762ef,0.0633510499102,True,not adjudicated
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,0.05,23,8,1,2,2,18,0.0300668016071,0.044679034425,0.722222222222,0.567378266487,8775b9adcf68f1324409,6f501a02450b80edfacb,0.0449616096793,True,not adjudicated
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,0.05,24,20,9,10,2,7,0.0445338129324,0.0498481993928,0.642857142857,0.57022095148,dd6888e3ad2e47c0,352ec6e68a3da904,0.0456405313196,True,not adjudicated
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,0.05,24,8,2,3,4,14,0.0361209277921,0.0499038417158,0.517857142857,0.600231768095,e7ed5dff8bbbd4d2,144280fa0204ea4b,0.0524638563385,True,not adjudicated
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,0.05,24,8,2,4,4,2,0.0681347088535,0.0805607356743,0,0.662535263671,e7ed5dff8bbbd4d2,38c0a4899547296f,0.0831875624471,False,not adjudicated
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,0.05,24,8,3,4,14,2,0.0266050893586,0.041902983037,0.785714285714,0.502394144091,144280fa0204ea4b,38c0a4899547296f,0.04197029497,True,not adjudicated
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,0.05,23,8,1,3,3,2,0.0492274644499,0.0509682347628,0.333333333333,0.592446665558,a02304edf778c294c6fb,d984d534dcc7fe11d643,0.0509682347628,False,not adjudicated
