image_id,count_hohonet,count_yaw_range_hohonet,hohonet_fallback_phases,rotation_hohonet,count_bi_enclosed,count_yaw_range_bi_enclosed,count_bi_extended,count_yaw_range_bi_extended,bi_head_geometry_gap,bi_height_head_gap,rotation_bi_enclosed,rotation_bi_extended,rotation_ulayout,gap_hohonet_bi_enclosed,gap_hohonet_bi_extended,gap_hohonet_ulayout,gap_bi_enclosed_bi_extended,gap_bi_enclosed_ulayout,gap_bi_extended_ulayout
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,8,0,0,0.00296239954409,8,0,8,0,0.00128473703826,1.02254295349,0.00868872712972,0.00883108938872,0.000754394654977,0.26196526264,0.262879106453,0.0178532200999,0.00128473703826,0.260271091895,0.261204101197
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,20,0,0,0.00482037398628,23,8,24,0,0.298797143379,1.24222481251,0.0181878873949,0.0334406315597,0.00202360480514,0.318376099828,0.309263694295,0.145050720244,0.298797143379,0.27719925283,0.268281633117
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,8,0,0,0.00317682756363,12,0,12,0,0.00206548887654,2.37132763863,0.00572647746756,0.00590954873168,0.00131664589663,0.115882666302,0.116220553551,0.0547333306692,0.00206548887654,0.135678137326,0.13643823361
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,8,0,0,0.00401805773974,8,0,8,0,0.00921544942458,0.371575713158,0.00916578235449,0.00854512678922,0.00210915253962,0.241438372558,0.248340452216,0.0820404573077,0.00921544942458,0.199317466656,0.206388871624
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,12,0,0,0.00384953927953,16,6,16,8,0.044885963179,0.425969272852,0.0643123542718,0.0660183617907,0.00210810301528,0.292084379709,0.274333819331,0.162041165952,0.044885963179,0.203336740756,0.191987635133
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,12,0,0,0.00339682237569,12,0,12,0,0.00119566911034,0.73964869976,0.0229029185431,0.0230946177767,0.000622975909176,0.170617027788,0.171391159708,0.0263814208859,0.00119566911034,0.179059058198,0.179855688261
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,8,0,0,0.00238782993118,8,0,8,0,0.000345267254413,1.43358778954,0.00542855572441,0.00542664308956,0.000474712995447,0.436311195171,0.436427606798,0.0301379340951,0.000345267254413,0.438805409094,0.438929661529
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,8,0,0,0.00309204424576,8,0,8,0,0.000545080597198,1.38437128067,0.0093131614639,0.00935450781288,0.000575159985773,0.266773837007,0.267174167243,0.0218459759555,0.000545080597198,0.27028848084,0.270674339893
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,12,0,0,0.00376764889593,16,0,16,0,0.00484900992803,2.29737472534,0.0207288985969,0.0195230597063,0.0011430321469,0.191875268589,0.193236017563,0.094984252225,0.00484900992803,0.239741430699,0.241236866989
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,16,0,0,0.0039080594189,16,0,16,0,0.00590842928094,1.3293248415,0.0208239209997,0.0208963040043,0.00102254032725,0.123046436821,0.119525832613,0.0506476008866,0.00590842928094,0.0891988367813,0.0863506973976
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,8,0,0,0.00498650717694,16,0,24,10,0.39209468665,0.756552577019,0.0190227182299,0.115257621851,0.00237227926595,0.192249487976,0.504804744096,0.437136526297,0.39209468665,0.343254637814,0.273933481863
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,8,0,0,0.00422312209044,8,0,8,0,0.00228243749704,1.86859476566,0.00391698400502,0.00456585553446,0.00125219274126,0.272280851326,0.27326408169,0.108453921979,0.00228243749704,0.335631003787,0.33693930133
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,8,0,0,0.00282006479001,12,2,13,6,0.0120431864981,1.86591279507,0.0107789663589,0.0254615775727,0.00113808445305,0.275891337882,0.282605503901,0.0416619644765,0.0120431864981,0.267718758363,0.275259755927
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,8,0,0,0.00288288937466,8,0,8,0,0.000518932093002,1.94376587868,0.0130987021733,0.0130958034587,0.000747472324564,0.275478388228,0.275796774511,0.0200163946327,0.000518932093002,0.267119335214,0.267453085194
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,8,0,0,0.00274326718958,8,0,8,0,0.000349451769225,2.01264476776,0.0184049244631,0.0184808495167,0.000596718099763,0.302961031863,0.30318504511,0.0280696921335,0.000349451769225,0.295947890278,0.296174108937
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,8,0,0,0.00237709393768,8,0,8,0,0.00205887666386,1.29435062408,0.0059904721969,0.00451106241891,0.000441513255172,0.149634683779,0.14927794461,0.0413929796091,0.00205887666386,0.181204679581,0.180846461243
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,12,0,0,0.00310568844023,8,0,8,0,0.00020214746459,1.71546018124,0.00987990534491,0.00982603793396,0.000814031082606,0.225563827158,0.225434746544,0.0477931113281,0.00020214746459,0.237800310332,0.237660659469
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,8,0,0,0.00221367654817,8,0,8,0,0.000845787199674,1.08163905144,0.00550362100497,0.00559610663653,0.000379133416774,0.14728652867,0.147639423534,0.0220751547985,0.000845787199674,0.164122684746,0.164493978126
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,20,0,0,0.00385382320538,25,2,26,6,0.021420363094,1.34703338146,0.0434028733506,0.0412446920103,0.00131785249248,0.114779290609,0.11335894543,0.0400210812222,0.021420363094,0.120155688138,0.118525911667
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,16,0,0,0.00371572843421,31,4,25,6,0.0376523234964,1.04877066612,0.0437863299205,0.0388857578259,0.00147455702523,0.262541041776,0.267488319769,0.0188689794123,0.0376523234964,0.256972884926,0.260606696894
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,8,0,0,0.00295006408536,8,0,8,0,0.00185671441321,1.73144614697,0.0162940959421,0.0155936664016,0.000603650755854,0.274130967107,0.273012092961,0.0232702703663,0.00185671441321,0.287890663102,0.286752301305
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,8,0,0,0.00327000094115,8,0,8,0,0.000776587751862,1.81827044487,0.00824173082025,0.008488899078,0.000687085039694,0.21741546653,0.217527041382,0.0289296563545,0.000776587751862,0.23473302808,0.234835073983
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,16,0,0,0.00369379376052,23,2,24,2,0.0175620581805,1.35355830193,0.0652061968708,0.0728076635013,0.00150154793388,0.239957987738,0.235361110857,0.042463572125,0.0175620581805,0.244906944801,0.23885024114
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,8,0,0,0.00276409587241,8,0,8,0,0.00113729802454,1.68127799034,0.0122292684797,0.012509649807,0.000687857859362,0.274949128231,0.274586325286,0.0139416291945,0.00113729802454,0.281423226679,0.281083087002
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,8,0,0,0.00349275250859,8,0,8,0,0.00158141595624,1.82569694519,0.00892994174053,0.00807626160614,0.000684215267883,0.242211039796,0.242005755996,0.0159310466804,0.00158141595624,0.251993960634,0.251737659154
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,8,0,0,0.00269298726723,8,0,8,0,0.0020595556129,1.44978284836,0.00551179459428,0.0052447131577,0.000524505767399,0.129692610724,0.131054784939,0.0193598085517,0.0020595556129,0.136998158334,0.138341173913
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,20,0,0,0.00538377866358,22,0,25,2,0.0479878883073,1.41284513474,0.0331794473748,0.0402190595368,0.00117877398002,0.21771210838,0.194712160366,0.0933602092341,0.0479878883073,0.269500767309,0.245012212027
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,8,0,0,0.00319944068878,12,0,16,4,0.141924391898,1.27246022224,0.00547769249482,0.0564280177814,0.000870500400266,0.121805038885,0.195464866425,0.10627660364,0.141924391898,0.168393504006,0.12862506329
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,12,0,0,0.00341844120161,12,0,12,0,0.00273765858992,1.15867006779,0.0324163810851,0.0285461126884,0.0008540537943,0.416559314593,0.417221392394,0.0282256443787,0.00273765858992,0.425802263024,0.426359526839
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,16,0,0,0.0033993574987,8,0,8,0,0.00167065093817,0.767791390419,0.00516346344081,0.00510974600429,0.000901691875047,0.174592272221,0.175495548504,0.0409714137449,0.00167065093817,0.20232435616,0.203177618028
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,8,0,0,0.00369277046001,8,0,8,0,0.000556037922879,1.94532525539,0.00640694665221,0.0059567137374,0.000780175130922,0.251516560675,0.251627370996,0.0277600879829,0.000556037922879,0.244519833049,0.244619860403
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,8,0,0,0.00204525677134,8,0,8,0,0.00062288142733,1.29151272774,0.00365697886749,0.00335942409402,0.000410174608274,0.124170735622,0.123626155421,0.00916130583425,0.00062288142733,0.123236511272,0.122690122615
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,20,0,0,0.00518223079082,20,0,20,0,0.00741836738119,1.37623429298,0.0186040106218,0.0200289913671,0.00129102721587,0.116974679004,0.11652301695,0.09653805738,0.00741836738119,0.0757202497685,0.0768696622822
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,24,0,0,0.00438612281478,16,0,32,0,0.0976054362611,1.21929931641,0.0176245753673,0.0390763407701,0.000987166117657,0.139956307018,0.156084287465,0.0302342238448,0.0976054362611,0.140247772229,0.145521031893
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,8,0,0,0.00369772606375,8,0,8,0,0.00126340700154,1.34974837303,0.00415632547362,0.00322951430466,0.000635281719724,0.0967551788989,0.0968911316425,0.0311336417389,0.00126340700154,0.1183492645,0.11854581841
rPc6DW4iMge_4350d36797324601adba7351d09602d2,8,0,0,0.00207409754974,8,0,8,0,0.000979979527557,1.37054347992,0.00310926199873,0.00323750673805,0.000361145841425,0.0925504147916,0.0917499111232,0.0195054797013,0.000979979527557,0.110136235664,0.109325505966
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,8,0,0,0.00283218887373,8,0,8,0,0.000369996510109,1.38207697868,0.00803335396778,0.00808614477987,0.00047519246305,0.242594731655,0.242858366539,0.0251658319548,0.000369996510109,0.259197719672,0.259464601908
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,12,0,0,0.00236650243928,12,0,12,0,0.00176641941575,1.23100662231,0.00722302281932,0.00689050085654,0.000512989121516,0.151842755394,0.152235096501,0.0113050803364,0.00176641941575,0.148114070789,0.148666593465
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,20,0,0,0.00345767221731,12,0,28,20,0.134710940101,1.16131043434,0.00634518245413,0.0285028038596,0.00148535054999,0.168865525729,0.129259890525,0.0282510168823,0.134710940101,0.171119855733,0.12841524716
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,8,0,0,0.00225928224385,8,0,8,0,0.000703216628797,1.27321147919,0.00390615944215,0.00455325586393,0.000391221293332,0.416778686584,0.416700842837,0.0159258041382,0.000703216628797,0.424878496473,0.424780230558
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,28,0,0,0.00432062096977,28,4,32,0,0.0603540547225,1.15155673027,0.05951436632,0.0151896245896,0.0033323885799,0.194368360824,0.172370039572,0.0421549141532,0.0603540547225,0.188384593134,0.171750665181
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,16,0,0,0.00542589617467,8,0,16,0,0.1693700134,0.720666587353,0.00500613840249,0.0372275992628,0.0017826648537,0.107592952388,0.240362959362,0.0948204046533,0.1693700134,0.125339948144,0.179388730797
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,8,0,0,0.0026696560317,8,0,8,0,0.00284964916855,0.780776321888,0.013688526234,0.00960012606406,0.000425886858054,0.30005440967,0.300347514689,0.0320210894776,0.00284964916855,0.302413308356,0.302832834253
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,16,0,0,0.00341505968236,19,2,19,2,0.00119871193751,0.783803939819,0.0519328407416,0.0514026736605,0.00110728512119,0.231576050297,0.232057664429,0.0171484673445,0.00119871193751,0.230774665187,0.231258951731
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,16,4,0,0.00349259779904,23,4,21,6,0.0562139483974,0.796716690063,0.0455633793167,0.0575517898267,0.00178023254366,0.178881627379,0.192898417353,0.0221605470162,0.0562139483974,0.171933252286,0.18587482841
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,16,0,0,0.00411345790822,16,0,16,0,0.000728207608943,1.35843658447,0.0204549263577,0.0200753193992,0.000730714086541,0.081651632515,0.0816333825461,0.0269621394948,0.000728207608943,0.0841496565079,0.0841337238122
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,12,0,0,0.00369228324106,12,0,12,0,0.000895671458808,0.531489551067,0.0300315013656,0.0292144173987,0.00111544893841,0.42433387997,0.424744357519,0.0220222959246,0.000895671458808,0.42879152427,0.429152225059
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,16,0,0,0.00366826452036,20,0,20,0,0.00379245999061,0.865333199501,0.0121555297795,0.0119778745319,0.00106769711451,0.114272829013,0.11293868548,0.0439041287728,0.00379245999061,0.114873184136,0.114999059643
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,8,4,0,0.00297333010819,8,0,8,0,0.00216945362001,0.658287405968,0.00655762273328,0.00738120645157,0.000436005562426,0.385077513106,0.383846627552,0.0252923772788,0.00216945362001,0.400740464222,0.399544932781
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,14,4,0,0.00356035475175,12,0,12,0,0.00109872369852,1.99245417118,0.0557262898581,0.0553536604429,0.000627514816398,0.358996911448,0.359303727548,0.0203775672225,0.00109872369852,0.353942361058,0.35419129429
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,8,0,0,0.00269341957511,8,0,8,0,0.00244089915042,1.20392799377,0.00917160955015,0.00878104818741,0.000510937193811,0.276720475087,0.276138486199,0.0351786239715,0.00244089915042,0.285388073491,0.28477824918
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,12,0,0,0.00541647537128,8,0,8,0,0.00276223471894,1.76525318623,0.00620974517012,0.00542774822238,0.00135775717193,0.268557191149,0.270517095607,0.0376440978923,0.00276223471894,0.244854031926,0.246831479015
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,16,0,0,0.00365510036153,16,2,17,2,0.00117317310539,0.771057784557,0.0120961078436,0.0124345536915,0.00090012386301,0.109579992792,0.109022169335,0.0175690075992,0.00117317310539,0.114270982738,0.114036323679
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,16,0,0,0.00338582303751,20,0,22,2,0.0132657782124,1.39371800423,0.017005667171,0.0284173786022,0.000664510106487,0.203305257607,0.20780140712,0.0192480493235,0.0132657782124,0.196584973713,0.201412186345
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,28,0,0,0.0125390463076,20,0,20,2,0.00409137440368,1.19030070305,0.0199893828548,0.020962955059,0.0022626277293,0.375780166625,0.374190375618,0.0885625943326,0.00409137440368,0.384352878981,0.382857094657
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,16,0,0,0.00456604944171,16,0,16,0,0.0981459707665,1.34555637836,0.0150167945486,0.0191564678143,0.000935091785398,0.166898924839,0.0975445477059,0.0527193613114,0.0981459707665,0.136989150028,0.0900714081088
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,12,4,0,0.00286184758999,8,0,8,0,0.00099727311983,0.597683370113,0.00374977949769,0.0038253094224,0.000736198260565,0.1130367132,0.112424748599,0.0353334892426,0.00099727311983,0.132841582835,0.132173725695
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,24,0,0,0.00522960368396,16,0,16,0,0.00268203050669,1.34232664108,0.00991426331725,0.00979702649817,0.00252003479704,0.236541354175,0.237323446778,0.0875110178237,0.00268203050669,0.18887586358,0.189974420968
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,8,0,0,0.00275210249179,19,2,20,0,0.00421592602598,0.73505461216,0.0140535112131,0.0139564827249,0.000693798434081,0.151640269124,0.154005223464,0.0257059001716,0.00421592602598,0.163010015125,0.165432372205
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,12,0,0,0.00438201867491,8,0,12,0,0.0358526742345,0.793553829193,0.0168962869235,0.00752577089597,0.000677284360206,0.238583065138,0.24517678092,0.0300641048799,0.0358526742345,0.231161342063,0.238385266007
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,16,0,0,0.00370868366785,16,0,16,2,0.0553164436993,1.34318566322,0.0149206525418,0.0975708687472,0.000788600667188,0.230739450044,0.198809065414,0.0238809151647,0.0553164436993,0.22807359471,0.196547616302
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,12,0,0,0.00265555479646,14,2,14,2,0.0261249083482,1.30745530128,0.0649078897956,0.0613415843775,0.00105663605886,0.265272032343,0.277056344391,0.0170596486078,0.0261249083482,0.272696945067,0.28434465691
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,12,0,0,0.00425220368848,8,0,8,0,0.00292834171995,0.787023425102,0.00919306428678,0.00819316398387,0.000692221315206,0.232900036134,0.233613454208,0.0231221111417,0.00292834171995,0.234279924789,0.234988250376
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,12,0,0,0.00389733542339,8,0,8,0,0.129236200201,1.42391705513,0.023072525627,0.00629035463732,0.00107617873189,0.281600358823,0.363738734455,0.0460992478389,0.129236200201,0.309272718567,0.355672744743
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,8,0,0,0.00246641091745,8,0,8,0,0.000504923451833,0.816608250141,0.0072341506849,0.00723637067828,0.000372761741531,0.252271304801,0.25199646492,0.0208170435258,0.000504923451833,0.260785076959,0.260518871416
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,8,0,0,0.00222174494187,8,0,8,0,0.00101505693164,0.489044964314,0.00457812488901,0.0049482286613,0.000308754159567,0.125578434586,0.124716451685,0.0125054259261,0.00101505693164,0.131970225429,0.131102760862
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,16,0,0,0.00322673012618,16,2,19,2,0.277372180917,0.870408177376,0.0145362543746,0.0442998637503,0.00143193778572,0.23250308522,0.367533158553,0.0333570917891,0.277372180917,0.242145741463,0.377307242093
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,20,0,0,0.00434263980039,23,4,22,2,0.23917132932,1.40058946609,0.0447816781716,0.0480290516802,0.00119777360333,0.212957317591,0.239387482298,0.0396080580716,0.23917132932,0.195539126077,0.244511006213
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,8,0,0,0.00346018824349,8,0,8,0,0.000732684098848,0.75557410717,0.00746781289495,0.00790329811175,0.000402792476304,0.232782497706,0.232852341054,0.0187851039731,0.000732684098848,0.239130793845,0.239205083765
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,8,4,0,0.00886849858499,24,0,24,0,0.0126285286958,0.672787308693,0.0234411966825,0.013075399966,0.00174544745658,0.233341878621,0.224684040274,0.0567402471657,0.0126285286958,0.210198700367,0.20137519879
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,8,0,0,0.00249296982855,8,0,8,0,0.00026146331216,1.53558290005,0.0147873197086,0.0147802798161,0.000314719483255,0.258390136624,0.258566575691,0.0102730931565,0.00026146331216,0.263340297776,0.263517000947
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,8,0,0,0.00265981432794,8,0,8,0,0.00130176478893,1.00403809547,0.0103426963358,0.0114551525177,0.000553948107944,0.248881168688,0.248052066455,0.0214991507928,0.00130176478893,0.263971225379,0.263125734343
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,8,0,0,0.00233471362375,8,0,8,0,0.00243291250654,0.704692602158,0.00736599010545,0.00750276190865,0.000603991638332,0.152382741339,0.152521318202,0.0380505285288,0.00243291250654,0.185788046923,0.185900510488
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,24,0,0,0.00507063868826,12,0,12,0,0.141778214567,1.29808759689,0.0225633989205,0.197528604871,0.00305853516674,0.437988798642,0.498164354165,0.0329475528393,0.141778214567,0.444819465808,0.504052447807
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,16,0,0,0.00304108877411,8,0,8,0,0.00306406503872,1.15705668926,0.0111027530215,0.0137438259797,0.000498942093679,0.384775685284,0.385306325003,0.0128716803678,0.00306406503872,0.390126749294,0.390677043796
wc2JMjhGNzB_77962388887942148ee65c2892600e02,8,0,0,0.00227137081585,8,0,8,0,0.00113480083035,1.45900058746,0.0141560314789,0.0124611605085,0.000351081839696,0.259166727002,0.258725263092,0.0120140277697,0.00113480083035,0.265310861309,0.264836813766
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,12,0,0,0.00268388411111,12,2,12,2,0.00147152894193,1.6673258543,0.0186941718229,0.0198947979097,0.000396284312347,0.242145066843,0.241852724254,0.0101072789921,0.00147152894193,0.244925478884,0.244605891028
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,20,4,0,0.00650605060921,8,4,16,4,0.12657344976,1.14769434929,0.124034077375,0.136133249186,0.00306445249754,0.268688324309,0.274736193844,0.148373653853,0.12657344976,0.21316501009,0.217935192958
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,8,0,0,0.00299749703235,8,0,8,0,0.000557367921662,0.766851782799,0.0120027121553,0.0119995027992,0.000556196138357,0.35192118182,0.352270270991,0.0192329655938,0.000557367921662,0.36269032298,0.36303704653
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,16,0,0,0.00450389438759,8,0,8,0,0.0006162951238,1.18153226376,0.0172522381727,0.017140118036,0.00125429574263,0.308455634927,0.308849811129,0.0363401181734,0.0006162951238,0.306773504769,0.307084492691
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,16,0,0,0.00671655068516,8,0,12,4,0.00732090405327,0.787362277508,0.00496352096614,0.00526315581741,0.00128643554616,0.0947410311141,0.0964624043562,0.0705387859276,0.00732090405327,0.140410668111,0.140777586076
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,16,4,0,0.00379104749566,12,0,12,0,0.00289486375627,0.709223747253,0.00446680893985,0.00405010842889,0.000642956497665,0.114220208916,0.113150220188,0.024607082131,0.00289486375627,0.118354617421,0.117543766093
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,12,0,0,0.00322939304474,8,0,21,4,0.285945957941,0.718842148781,0.00913968388806,0.0453268313547,0.000628909164643,0.281138940023,0.348223721638,0.0402547199355,0.285945957941,0.31361445272,0.351317701611
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,20,4,0,0.00358746806203,12,0,12,4,0.00732243187113,0.556911766529,0.0135737932382,0.01791500137,0.000728916617821,0.235449224335,0.236415223399,0.0208909291145,0.00732243187113,0.239876740145,0.241102030638
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,8,0,0,0.00331460989442,8,0,8,0,0.000855490034372,0.639808893204,0.00895339397805,0.00872462037376,0.000551478354699,0.372002357337,0.371886222932,0.0324217825841,0.000855490034372,0.388764650068,0.388648583786
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,8,0,0,0.00329406510271,8,0,8,0,0.00027286070186,0.733973383904,0.0125427173133,0.0125688050572,0.000711294237872,0.23963546916,0.23983042265,0.0498964137036,0.00027286070186,0.261862689486,0.262058019958
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,12,0,0,0.00565645888908,16,0,14,4,0.0130689135943,0.576420009136,0.0116160420783,0.0251035358461,0.000892740928238,0.182571730958,0.18926556072,0.0346734604893,0.0130689135943,0.183139301114,0.188718127497
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,12,0,0,0.0035563129838,12,0,12,0,0.00117559402566,1.2114405632,0.0177097777354,0.0172071363718,0.000599927811851,0.211530866813,0.211562969585,0.0358123546872,0.00117559402566,0.230874181872,0.230930137426
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,16,0,0,0.00354788727198,8,0,21,4,0.38608765883,1.21114706993,0.0220587782456,0.0538960736999,0.000687140978613,0.380765246863,0.448481452664,0.0268105404248,0.38608765883,0.389553687752,0.453060462281
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,12,0,0,0.00362451495362,8,0,8,0,0.000812378437088,1.25058293343,0.00971431394568,0.00965990500908,0.000675826201685,0.241638246127,0.24221623397,0.0120022157428,0.000812378437088,0.24582526611,0.246428485152
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,16,0,0,0.00488926381577,18,8,17,6,0.0485530325547,1.29299652576,0.0556011354943,0.0543829148661,0.00102740180419,0.239873580465,0.241610859379,0.0327468208419,0.0485530325547,0.237660611396,0.239725080778
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,8,0,0,0.00397153549253,8,0,8,0,0.00348267120807,1.41016626358,0.00850105330794,0.00877061164389,0.000948291887242,0.272308377419,0.273311830887,0.0233639020088,0.00348267120807,0.269627646202,0.270628113955
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,24,0,0,0.00603435899903,31,4,32,2,0.00558502803279,1.39395189285,0.0214540711867,0.0184013838055,0.00197954503634,0.123571841204,0.12406848617,0.104838492323,0.00558502803279,0.104274292039,0.104017982088
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,12,0,0,0.00296994764824,8,0,8,0,0.000710320845662,0.397895812988,0.0198287081741,0.0197844200022,0.00106169166088,0.304457684261,0.304859295177,0.0132349679784,0.000710320845662,0.305270060299,0.305671209651
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,14,4,0,0.00364599821796,12,0,12,0,0.010028038651,1.23412322998,0.0271535327063,0.0226438401898,0.00149429755491,0.259327888269,0.265601673831,0.267881719601,0.010028038651,0.354070079655,0.358285130367
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,8,0,0,0.00274099193428,8,0,8,0,0.00141840377459,1.32444012165,0.0179164545936,0.0165514616149,0.000534308853331,0.295953209374,0.29637702164,0.0276048931709,0.00141840377459,0.31381926619,0.314213863112
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,16,0,0,0.00376419432724,16,0,16,0,0.00281338283961,0.406513392925,0.0175708935527,0.0202665751745,0.000660902946533,0.319039086471,0.318928981884,0.0169526603828,0.00281338283961,0.321920957101,0.321773696557
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,32,0,0,0.00575531222308,37,12,31,4,0.0143944009542,1.5175845623,0.02820384857,0.0286441860249,0.00185263061444,0.230084820853,0.226837615305,0.0494805383444,0.0143944009542,0.232531738583,0.2302117904
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,20,0,0,0.00379904157073,37,12,,,,,0.0946913947724,,0.001373883044,0.232068815897,,0.0467316172316,,0.231312670448,
