base_task_id,building_id,cluster_count,cluster_worker_memberships_json,condition,cutoff,fixed_support_annotation_ids_json,partition_status,pointwise_correspondence_required,second_cluster_support,stage,strict_support,structure_status
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,3,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""33"", ""34"", ""35"", ""36"", ""6"", ""8""], [""37""], [""19""]]",manual,0.95,"[""0d9906c4c8bb57f8"", ""10a21bed4417e7b9"", ""16f93817216fbedd"", ""1b540a31218a3477"", ""21ebb51ae2b69d3b"", ""2556b8a658f8f4e7"", ""3be1cfa09ff1f4a0"", ""474404c2ac9d79ca"", ""527cfb7d202a51bc"", ""662e08a9d9d5c8b2"", ""80df86ca9dbee9d5"", ""829002ca0158f88b"", ""891b862e5e28633d"", ""8ac26fbb43c6d9aa"", ""8dead0c156b490f4"", ""9660d6b44da996d0"", ""acbe8b7b71d168dc"", ""b17ba1384ab94447"", ""c5603970219f405f"", ""c811ff3e51132e75"", ""c9e70c42a286d3fc"", ""d97a4c0b5bbe5fb7"", ""f560d8c96cc112ba"", ""f62e67027c50f0e4""]",unique,True,1,P1,24,dominant_with_dissent
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,,[],manual,0.97,"[""0d9906c4c8bb57f8"", ""10a21bed4417e7b9"", ""16f93817216fbedd"", ""1b540a31218a3477"", ""21ebb51ae2b69d3b"", ""2556b8a658f8f4e7"", ""3be1cfa09ff1f4a0"", ""474404c2ac9d79ca"", ""527cfb7d202a51bc"", ""662e08a9d9d5c8b2"", ""80df86ca9dbee9d5"", ""829002ca0158f88b"", ""891b862e5e28633d"", ""8ac26fbb43c6d9aa"", ""8dead0c156b490f4"", ""9660d6b44da996d0"", ""acbe8b7b71d168dc"", ""b17ba1384ab94447"", ""c5603970219f405f"", ""c811ff3e51132e75"", ""c9e70c42a286d3fc"", ""d97a4c0b5bbe5fb7"", ""f560d8c96cc112ba"", ""f62e67027c50f0e4""]",not_evaluable,True,0,P1,24,not_evaluable
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,2,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""33"", ""35"", ""36"", ""37"", ""6"", ""8""], [""32"", ""34""]]",manual,0.93,"[""07ee953d1535b28d"", ""1614c0e2e49fb8a1"", ""1bb726e611007d9d"", ""25a1d0d06f3c7ffa"", ""26f5958a9b8dbc72"", ""2c474f6a00577ed6"", ""4a3402faafe5ac31"", ""60f415b63bc6abc8"", ""645a19e0d1eff33f"", ""6b6025969bfa55d0"", ""6ef72d6a7373d51d"", ""723bcf1f4f6f7bf5"", ""786190bfb0e48244"", ""78a68354a388042f"", ""86bcdfbf6785b83b"", ""901942d47886d494"", ""90218eb4d8649c74"", ""902c7685cf8d8d7f"", ""a10544ac2d404470"", ""aff097a10b8a446c"", ""b9d7de702dfef712"", ""c87d232365323163"", ""cede48245acaf369"", ""dd72228423710274"", ""f4095e74a221e17f""]",unique,True,2,P1,25,supported_multimodal
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,2,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""33"", ""35"", ""36"", ""37"", ""6"", ""8""], [""32"", ""34""]]",manual,0.95,"[""07ee953d1535b28d"", ""1614c0e2e49fb8a1"", ""1bb726e611007d9d"", ""25a1d0d06f3c7ffa"", ""26f5958a9b8dbc72"", ""2c474f6a00577ed6"", ""4a3402faafe5ac31"", ""60f415b63bc6abc8"", ""645a19e0d1eff33f"", ""6b6025969bfa55d0"", ""6ef72d6a7373d51d"", ""723bcf1f4f6f7bf5"", ""786190bfb0e48244"", ""78a68354a388042f"", ""86bcdfbf6785b83b"", ""901942d47886d494"", ""90218eb4d8649c74"", ""902c7685cf8d8d7f"", ""a10544ac2d404470"", ""aff097a10b8a446c"", ""b9d7de702dfef712"", ""c87d232365323163"", ""cede48245acaf369"", ""dd72228423710274"", ""f4095e74a221e17f""]",unique,True,2,P1,25,supported_multimodal
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,4,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""2"", ""21"", ""27"", ""29"", ""30"", ""31"", ""33"", ""35"", ""37"", ""6""], [""32"", ""34""], [""36"", ""8""], [""28""]]",manual,0.97,"[""07ee953d1535b28d"", ""1614c0e2e49fb8a1"", ""1bb726e611007d9d"", ""25a1d0d06f3c7ffa"", ""26f5958a9b8dbc72"", ""2c474f6a00577ed6"", ""4a3402faafe5ac31"", ""60f415b63bc6abc8"", ""645a19e0d1eff33f"", ""6b6025969bfa55d0"", ""6ef72d6a7373d51d"", ""723bcf1f4f6f7bf5"", ""786190bfb0e48244"", ""78a68354a388042f"", ""86bcdfbf6785b83b"", ""901942d47886d494"", ""90218eb4d8649c74"", ""902c7685cf8d8d7f"", ""a10544ac2d404470"", ""aff097a10b8a446c"", ""b9d7de702dfef712"", ""c87d232365323163"", ""cede48245acaf369"", ""dd72228423710274"", ""f4095e74a221e17f""]",unique,True,2,P1,25,supported_multimodal
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,8,"[[""10"", ""13"", ""14"", ""15"", ""28"", ""31"", ""37"", ""8""], [""29"", ""34"", ""35"", ""36""], [""1"", ""2"", ""27""], [""11"", ""12"", ""21""], [""17"", ""30"", ""6""], [""18""], [""33""], [""32""]]",manual,0.93,"[""064662f606e21c49"", ""0dbe8bc50012ed82"", ""10bc0a8001ac87ac"", ""174759c006c73ec0"", ""1a1637b695381c15"", ""1e50979e05536fe2"", ""27682bb9932ff2bb"", ""2794795e8c4e927b"", ""27f4ffac099bc05b"", ""305e3cb3e8b1c4f1"", ""3b866803d4a350a2"", ""44aaf075e056aa2a"", ""463c2a33c219cce3"", ""4a5ea8f6ba8ecaab"", ""5d1661993b2e0edc"", ""7ee02e1cd0fa5351"", ""823b2c9be72218a8"", ""847ff1091d8cc648"", ""8aa86d5f3b887423"", ""8f36de747d064c9d"", ""9e9998c2efb5ea77"", ""b2e9ff3491b30070"", ""da2dc314ea17aad4"", ""f40efaca8c5d3bf1""]",unique,True,4,P1,24,supported_multimodal
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,9,"[[""10"", ""13"", ""14"", ""15"", ""28"", ""31"", ""37"", ""8""], [""29"", ""34"", ""35"", ""36""], [""11"", ""12"", ""21""], [""17"", ""30"", ""6""], [""2"", ""27""], [""18""], [""33""], [""1""], [""32""]]",manual,0.95,"[""064662f606e21c49"", ""0dbe8bc50012ed82"", ""10bc0a8001ac87ac"", ""174759c006c73ec0"", ""1a1637b695381c15"", ""1e50979e05536fe2"", ""27682bb9932ff2bb"", ""2794795e8c4e927b"", ""27f4ffac099bc05b"", ""305e3cb3e8b1c4f1"", ""3b866803d4a350a2"", ""44aaf075e056aa2a"", ""463c2a33c219cce3"", ""4a5ea8f6ba8ecaab"", ""5d1661993b2e0edc"", ""7ee02e1cd0fa5351"", ""823b2c9be72218a8"", ""847ff1091d8cc648"", ""8aa86d5f3b887423"", ""8f36de747d064c9d"", ""9e9998c2efb5ea77"", ""b2e9ff3491b30070"", ""da2dc314ea17aad4"", ""f40efaca8c5d3bf1""]",unique,True,4,P1,24,supported_multimodal
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,9,"[[""10"", ""13"", ""14"", ""15"", ""28"", ""31"", ""37"", ""8""], [""29"", ""34"", ""35"", ""36""], [""11"", ""12"", ""21""], [""17"", ""30"", ""6""], [""2"", ""27""], [""18""], [""33""], [""1""], [""32""]]",manual,0.97,"[""064662f606e21c49"", ""0dbe8bc50012ed82"", ""10bc0a8001ac87ac"", ""174759c006c73ec0"", ""1a1637b695381c15"", ""1e50979e05536fe2"", ""27682bb9932ff2bb"", ""2794795e8c4e927b"", ""27f4ffac099bc05b"", ""305e3cb3e8b1c4f1"", ""3b866803d4a350a2"", ""44aaf075e056aa2a"", ""463c2a33c219cce3"", ""4a5ea8f6ba8ecaab"", ""5d1661993b2e0edc"", ""7ee02e1cd0fa5351"", ""823b2c9be72218a8"", ""847ff1091d8cc648"", ""8aa86d5f3b887423"", ""8f36de747d064c9d"", ""9e9998c2efb5ea77"", ""b2e9ff3491b30070"", ""da2dc314ea17aad4"", ""f40efaca8c5d3bf1""]",unique,True,4,P1,24,supported_multimodal
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,6,"[[""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""31"", ""36"", ""37"", ""6"", ""8""], [""1"", ""34""], [""30""], [""32""], [""35""], [""33""]]",manual,0.93,"[""07e393557408ab30"", ""0e52fffeabd5cf25"", ""0e553d8ef8642a3a"", ""13f3eff18a52453b"", ""156dc163a5b76144"", ""1b8adc7d1227c62b"", ""3fbcb7812c80e839"", ""538db2a79188e4ef"", ""58a8d69137385a19"", ""5da232bc43b7c975"", ""66c78f1594586d3b"", ""695653e48b0aca59"", ""738a28459a248984"", ""8857a2ec2d3444ba"", ""8fceb8fe7a91b34c"", ""9eb205969fffe5f7"", ""ae0b6b00e971f182"", ""bc019effee879dd8"", ""cebf574498a5a20d"", ""d0af5ad0523f8433"", ""d131babd2149e6ec"", ""d7d3126eb509dcae"", ""d96adfcf5b879a5d"", ""e980366a2f06439c""]",unique,True,2,P1,24,supported_multimodal
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,6,"[[""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""31"", ""36"", ""37"", ""6"", ""8""], [""1"", ""34""], [""30""], [""32""], [""35""], [""33""]]",manual,0.95,"[""07e393557408ab30"", ""0e52fffeabd5cf25"", ""0e553d8ef8642a3a"", ""13f3eff18a52453b"", ""156dc163a5b76144"", ""1b8adc7d1227c62b"", ""3fbcb7812c80e839"", ""538db2a79188e4ef"", ""58a8d69137385a19"", ""5da232bc43b7c975"", ""66c78f1594586d3b"", ""695653e48b0aca59"", ""738a28459a248984"", ""8857a2ec2d3444ba"", ""8fceb8fe7a91b34c"", ""9eb205969fffe5f7"", ""ae0b6b00e971f182"", ""bc019effee879dd8"", ""cebf574498a5a20d"", ""d0af5ad0523f8433"", ""d131babd2149e6ec"", ""d7d3126eb509dcae"", ""d96adfcf5b879a5d"", ""e980366a2f06439c""]",unique,True,2,P1,24,supported_multimodal
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,8,"[[""10"", ""11"", ""13"", ""14"", ""15"", ""17"", ""21"", ""28"", ""29"", ""31"", ""36"", ""6"", ""8""], [""18"", ""2"", ""27""], [""1"", ""34""], [""12"", ""37""], [""30""], [""32""], [""35""], [""33""]]",manual,0.97,"[""07e393557408ab30"", ""0e52fffeabd5cf25"", ""0e553d8ef8642a3a"", ""13f3eff18a52453b"", ""156dc163a5b76144"", ""1b8adc7d1227c62b"", ""3fbcb7812c80e839"", ""538db2a79188e4ef"", ""58a8d69137385a19"", ""5da232bc43b7c975"", ""66c78f1594586d3b"", ""695653e48b0aca59"", ""738a28459a248984"", ""8857a2ec2d3444ba"", ""8fceb8fe7a91b34c"", ""9eb205969fffe5f7"", ""ae0b6b00e971f182"", ""bc019effee879dd8"", ""cebf574498a5a20d"", ""d0af5ad0523f8433"", ""d131babd2149e6ec"", ""d7d3126eb509dcae"", ""d96adfcf5b879a5d"", ""e980366a2f06439c""]",unique,True,3,P1,24,supported_multimodal
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,2,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""], [""19""]]",manual,0.93,"[""00e1f0475f32cb49"", ""0c054ac3932985cb"", ""0f871667c1e1a335"", ""0fff707ce84d6609"", ""121644cf341ee37d"", ""2b75349a0d747440"", ""5436c4f88262ddc5"", ""5e3a87e01e8c7a68"", ""62836cb5439d47d2"", ""67cd0f7506bc51c3"", ""699e590cdc0187eb"", ""6c4763b8a94746c7"", ""6d60091b52a8a93c"", ""6f9679a3058624e4"", ""7834e8d354a01da4"", ""94d4b4a63d7f84cc"", ""b2be1df92c78eded"", ""b38098dbc883b897"", ""b3d91348061353b4"", ""bc1cd87a35fe5e07"", ""d51ae1a5831a491f"", ""d54323b15af787a3"", ""d90b8277604eeace"", ""fb8ee4635680f271"", ""fe443220e5338d14""]",unique,True,1,P1,25,dominant_with_dissent
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,2,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""], [""19""]]",manual,0.95,"[""00e1f0475f32cb49"", ""0c054ac3932985cb"", ""0f871667c1e1a335"", ""0fff707ce84d6609"", ""121644cf341ee37d"", ""2b75349a0d747440"", ""5436c4f88262ddc5"", ""5e3a87e01e8c7a68"", ""62836cb5439d47d2"", ""67cd0f7506bc51c3"", ""699e590cdc0187eb"", ""6c4763b8a94746c7"", ""6d60091b52a8a93c"", ""6f9679a3058624e4"", ""7834e8d354a01da4"", ""94d4b4a63d7f84cc"", ""b2be1df92c78eded"", ""b38098dbc883b897"", ""b3d91348061353b4"", ""bc1cd87a35fe5e07"", ""d51ae1a5831a491f"", ""d54323b15af787a3"", ""d90b8277604eeace"", ""fb8ee4635680f271"", ""fe443220e5338d14""]",unique,True,1,P1,25,dominant_with_dissent
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,2,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""], [""19""]]",manual,0.97,"[""00e1f0475f32cb49"", ""0c054ac3932985cb"", ""0f871667c1e1a335"", ""0fff707ce84d6609"", ""121644cf341ee37d"", ""2b75349a0d747440"", ""5436c4f88262ddc5"", ""5e3a87e01e8c7a68"", ""62836cb5439d47d2"", ""67cd0f7506bc51c3"", ""699e590cdc0187eb"", ""6c4763b8a94746c7"", ""6d60091b52a8a93c"", ""6f9679a3058624e4"", ""7834e8d354a01da4"", ""94d4b4a63d7f84cc"", ""b2be1df92c78eded"", ""b38098dbc883b897"", ""b3d91348061353b4"", ""bc1cd87a35fe5e07"", ""d51ae1a5831a491f"", ""d54323b15af787a3"", ""d90b8277604eeace"", ""fb8ee4635680f271"", ""fe443220e5338d14""]",unique,True,1,P1,25,dominant_with_dissent
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,11,"[[""1"", ""10"", ""18"", ""2"", ""27"", ""6""], [""15"", ""21"", ""34"", ""35"", ""8""], [""13"", ""14"", ""33""], [""26"", ""29""], [""12"", ""17""], [""31"", ""32""], [""11"", ""30""], [""28""], [""37""], [""19""], [""36""]]",manual,0.93,"[""0dd58701c016b64d"", ""116113684cacd9cd"", ""330b5b8e0a0c2fec"", ""352bcc94c85fa24a"", ""37d563a2a56a489c"", ""38f42c41164cac24"", ""452a692a4bf6d4f5"", ""50e0c1d231bdc3e1"", ""5e1a484331067f93"", ""65a57cac6d5c466f"", ""7abc8dd3aaf1e4be"", ""7dbcb72e807e85d2"", ""8caa1a6f8af38d0e"", ""95bec3e4f8012871"", ""98498bd37758c8be"", ""a9df090a73a1a89c"", ""b65da8ecfd28bcec"", ""b94c8e53634b4344"", ""b9e28e0e52d42c3e"", ""c37f510f32a97089"", ""c3c671ad2606cc81"", ""c99302ecb9582495"", ""d8758b5b52e63e50"", ""d9f496f32a9ca809"", ""dfeb464b1f6ab259"", ""f1dd682311fd4140""]",unique,True,5,P1,26,supported_multimodal
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,,[],manual,0.95,"[""0dd58701c016b64d"", ""116113684cacd9cd"", ""330b5b8e0a0c2fec"", ""352bcc94c85fa24a"", ""37d563a2a56a489c"", ""38f42c41164cac24"", ""452a692a4bf6d4f5"", ""50e0c1d231bdc3e1"", ""5e1a484331067f93"", ""65a57cac6d5c466f"", ""7abc8dd3aaf1e4be"", ""7dbcb72e807e85d2"", ""8caa1a6f8af38d0e"", ""95bec3e4f8012871"", ""98498bd37758c8be"", ""a9df090a73a1a89c"", ""b65da8ecfd28bcec"", ""b94c8e53634b4344"", ""b9e28e0e52d42c3e"", ""c37f510f32a97089"", ""c3c671ad2606cc81"", ""c99302ecb9582495"", ""d8758b5b52e63e50"", ""d9f496f32a9ca809"", ""dfeb464b1f6ab259"", ""f1dd682311fd4140""]",not_evaluable,True,0,P1,26,not_evaluable
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,15,"[[""1"", ""10"", ""18"", ""2"", ""27"", ""6""], [""15"", ""21"", ""8""], [""13"", ""14""], [""12"", ""17""], [""31"", ""32""], [""11"", ""30""], [""28""], [""37""], [""35""], [""26""], [""29""], [""19""], [""34""], [""36""], [""33""]]",manual,0.97,"[""0dd58701c016b64d"", ""116113684cacd9cd"", ""330b5b8e0a0c2fec"", ""352bcc94c85fa24a"", ""37d563a2a56a489c"", ""38f42c41164cac24"", ""452a692a4bf6d4f5"", ""50e0c1d231bdc3e1"", ""5e1a484331067f93"", ""65a57cac6d5c466f"", ""7abc8dd3aaf1e4be"", ""7dbcb72e807e85d2"", ""8caa1a6f8af38d0e"", ""95bec3e4f8012871"", ""98498bd37758c8be"", ""a9df090a73a1a89c"", ""b65da8ecfd28bcec"", ""b94c8e53634b4344"", ""b9e28e0e52d42c3e"", ""c37f510f32a97089"", ""c3c671ad2606cc81"", ""c99302ecb9582495"", ""d8758b5b52e63e50"", ""d9f496f32a9ca809"", ""dfeb464b1f6ab259"", ""f1dd682311fd4140""]",unique,True,3,P1,26,supported_multimodal
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,5,"[[""1"", ""11"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""33"", ""6"", ""8""], [""12"", ""13"", ""14"", ""29"", ""30"", ""34"", ""37""], [""28"", ""32"", ""35"", ""36""], [""31""], [""10""]]",manual,0.93,"[""053bc215116bc248"", ""053bc4b35d6a7e89"", ""0798eb2f1686b13f"", ""17787d9f67d6b1ea"", ""1e1b64ea1dae6b40"", ""25321e0f927c8940"", ""27582294b1e86c6a"", ""3219998f9692f834"", ""331b667f701c5817"", ""36576d4426b599da"", ""39292048462d8d71"", ""52a26360b1a53b44"", ""608ec3179e0f4831"", ""6f1a49c5d8f42cf3"", ""7fe6c3e1ec0a7d2e"", ""84b588165daf52f3"", ""87529068f0182c0d"", ""88d9213c617fe790"", ""b3315d6eb3c3734d"", ""bd674c6f3557dcdb"", ""cfa6db5cd9de9ae3"", ""d8931b0022010545"", ""fa6fde75b32e9284"", ""fc8f6754ddce3edb""]",unique,True,7,P1,24,supported_multimodal
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,5,"[[""1"", ""11"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""33"", ""6"", ""8""], [""12"", ""13"", ""14"", ""29"", ""30"", ""34"", ""37""], [""28"", ""32"", ""35"", ""36""], [""31""], [""10""]]",manual,0.95,"[""053bc215116bc248"", ""053bc4b35d6a7e89"", ""0798eb2f1686b13f"", ""17787d9f67d6b1ea"", ""1e1b64ea1dae6b40"", ""25321e0f927c8940"", ""27582294b1e86c6a"", ""3219998f9692f834"", ""331b667f701c5817"", ""36576d4426b599da"", ""39292048462d8d71"", ""52a26360b1a53b44"", ""608ec3179e0f4831"", ""6f1a49c5d8f42cf3"", ""7fe6c3e1ec0a7d2e"", ""84b588165daf52f3"", ""87529068f0182c0d"", ""88d9213c617fe790"", ""b3315d6eb3c3734d"", ""bd674c6f3557dcdb"", ""cfa6db5cd9de9ae3"", ""d8931b0022010545"", ""fa6fde75b32e9284"", ""fc8f6754ddce3edb""]",unique,True,7,P1,24,supported_multimodal
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,6,"[[""11"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""33"", ""6"", ""8""], [""12"", ""13"", ""14"", ""29"", ""30"", ""34"", ""37""], [""28"", ""32"", ""35"", ""36""], [""31""], [""1""], [""10""]]",manual,0.97,"[""053bc215116bc248"", ""053bc4b35d6a7e89"", ""0798eb2f1686b13f"", ""17787d9f67d6b1ea"", ""1e1b64ea1dae6b40"", ""25321e0f927c8940"", ""27582294b1e86c6a"", ""3219998f9692f834"", ""331b667f701c5817"", ""36576d4426b599da"", ""39292048462d8d71"", ""52a26360b1a53b44"", ""608ec3179e0f4831"", ""6f1a49c5d8f42cf3"", ""7fe6c3e1ec0a7d2e"", ""84b588165daf52f3"", ""87529068f0182c0d"", ""88d9213c617fe790"", ""b3315d6eb3c3734d"", ""bd674c6f3557dcdb"", ""cfa6db5cd9de9ae3"", ""d8931b0022010545"", ""fa6fde75b32e9284"", ""fc8f6754ddce3edb""]",unique,True,7,P1,24,supported_multimodal
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,1,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""]]",manual,0.93,"[""028464efb23f49f4"", ""05eb948b2ffa3e8a"", ""0bc7f316c3bc455b"", ""2363f1899a906f6f"", ""2d47294ca7fcec72"", ""32386fcf9fb30375"", ""3a06d95fdf379816"", ""3c0d7a12c8c88472"", ""531bf7a7ee88f707"", ""56f8882bd06575e0"", ""5f11cf7a5e9e864a"", ""5f13962e564d0d52"", ""632220d24507015a"", ""69b748f6eb971312"", ""70be44b69fb2f4ff"", ""71729ab9c7569f1c"", ""79e12393ae798c89"", ""81dea2dc73f99d91"", ""983982d4bd6a6054"", ""a0b9d67c00beeed2"", ""adef48d62993c490"", ""ea568321af4d7ba2"", ""f37fb82e6c7c602f"", ""fb4d8560e355af7e""]",unique,True,0,P1,24,unimodal
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,1,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""]]",manual,0.95,"[""028464efb23f49f4"", ""05eb948b2ffa3e8a"", ""0bc7f316c3bc455b"", ""2363f1899a906f6f"", ""2d47294ca7fcec72"", ""32386fcf9fb30375"", ""3a06d95fdf379816"", ""3c0d7a12c8c88472"", ""531bf7a7ee88f707"", ""56f8882bd06575e0"", ""5f11cf7a5e9e864a"", ""5f13962e564d0d52"", ""632220d24507015a"", ""69b748f6eb971312"", ""70be44b69fb2f4ff"", ""71729ab9c7569f1c"", ""79e12393ae798c89"", ""81dea2dc73f99d91"", ""983982d4bd6a6054"", ""a0b9d67c00beeed2"", ""adef48d62993c490"", ""ea568321af4d7ba2"", ""f37fb82e6c7c602f"", ""fb4d8560e355af7e""]",unique,True,0,P1,24,unimodal
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,1,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""]]",manual,0.97,"[""028464efb23f49f4"", ""05eb948b2ffa3e8a"", ""0bc7f316c3bc455b"", ""2363f1899a906f6f"", ""2d47294ca7fcec72"", ""32386fcf9fb30375"", ""3a06d95fdf379816"", ""3c0d7a12c8c88472"", ""531bf7a7ee88f707"", ""56f8882bd06575e0"", ""5f11cf7a5e9e864a"", ""5f13962e564d0d52"", ""632220d24507015a"", ""69b748f6eb971312"", ""70be44b69fb2f4ff"", ""71729ab9c7569f1c"", ""79e12393ae798c89"", ""81dea2dc73f99d91"", ""983982d4bd6a6054"", ""a0b9d67c00beeed2"", ""adef48d62993c490"", ""ea568321af4d7ba2"", ""f37fb82e6c7c602f"", ""fb4d8560e355af7e""]",unique,True,0,P1,24,unimodal
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,9,"[[""11"", ""28"", ""31"", ""32"", ""36""], [""12"", ""13"", ""14"", ""34"", ""35""], [""18"", ""19"", ""29"", ""37""], [""15"", ""21"", ""6""], [""1"", ""27""], [""17"", ""33""], [""2""], [""8""], [""10""]]",manual,0.93,"[""0def5b6fa7a8c943"", ""164460ea4b39a74c"", ""2385c7af67eeea4e"", ""3d53a4f071f870cb"", ""4556c580e92894d6"", ""55515d4fbe62f3d7"", ""57c9e6d18d1e8441"", ""6751bda596ab6aa3"", ""680d9cdf96eaadf7"", ""68f273f5934bd5d6"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""90b4dd7e59f67c16"", ""9c8fbc4acb8cacca"", ""9fc7e8e2d9d6bcc3"", ""a283ac338d10b499"", ""caa6d658732cb9af"", ""d98e0f6e768e3029"", ""df9f72a9643f2a2e"", ""e6cf4672ca0a98e0"", ""ea3d5e0fe3227ffd"", ""ebf6a238abbded76"", ""f3dddcec6bd52333"", ""f89be7fd70fc65db""]",unique,True,5,P1,24,supported_multimodal
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,,[],manual,0.95,"[""0def5b6fa7a8c943"", ""164460ea4b39a74c"", ""2385c7af67eeea4e"", ""3d53a4f071f870cb"", ""4556c580e92894d6"", ""55515d4fbe62f3d7"", ""57c9e6d18d1e8441"", ""6751bda596ab6aa3"", ""680d9cdf96eaadf7"", ""68f273f5934bd5d6"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""90b4dd7e59f67c16"", ""9c8fbc4acb8cacca"", ""9fc7e8e2d9d6bcc3"", ""a283ac338d10b499"", ""caa6d658732cb9af"", ""d98e0f6e768e3029"", ""df9f72a9643f2a2e"", ""e6cf4672ca0a98e0"", ""ea3d5e0fe3227ffd"", ""ebf6a238abbded76"", ""f3dddcec6bd52333"", ""f89be7fd70fc65db""]",not_evaluable,True,0,P1,24,not_evaluable
