panorama_identity,array_index,building_scene_id,split,path,size_bytes,sha256_actual,sha256_listing,sha_match,original_width,original_height,spatial_feature_version
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,63,wc2JMjhGNzB,development,data/mp3d_layout/img_v/wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6.jpg,87961,4cbc2f94aff179799538e35976f45f6697b4989f1aa74ada0592fd048b58a4ca,4cbc2f94aff179799538e35976f45f6697b4989f1aa74ada0592fd048b58a4ca,True,1024,512,spatial_image_evidence_pil_wrap_v2
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,64,wc2JMjhGNzB,development,data/mp3d_layout/img_v/wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc.jpg,66920,7ece2f8f0b0c6d6366d833fb4d616a31a160c0922ab38c8ec15165b5fb9e8056,7ece2f8f0b0c6d6366d833fb4d616a31a160c0922ab38c8ec15165b5fb9e8056,True,1024,512,spatial_image_evidence_pil_wrap_v2
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,65,wc2JMjhGNzB,development,data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg,53206,90282352c8c3c5911f0fbf3da51cfa9307be52bc6228258ed56b4f8917fe5e1c,90282352c8c3c5911f0fbf3da51cfa9307be52bc6228258ed56b4f8917fe5e1c,True,1024,512,spatial_image_evidence_pil_wrap_v2
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,66,wc2JMjhGNzB,development,data/mp3d_layout/img_v/wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.jpg,57849,2d77e1b5e0fc5797ca6434f988201383a8718686234f35c4fe149d79875f6307,2d77e1b5e0fc5797ca6434f988201383a8718686234f35c4fe149d79875f6307,True,1024,512,spatial_image_evidence_pil_wrap_v2
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,67,x8F5xyUWy9e,development,data/mp3d_layout/img_v/x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6.jpg,69835,27032c0692768e3e62ea2174aad4b873e8a2149bd4bf08cabe2c8382af180592,27032c0692768e3e62ea2174aad4b873e8a2149bd4bf08cabe2c8382af180592,True,1024,512,spatial_image_evidence_pil_wrap_v2
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,68,x8F5xyUWy9e,development,data/mp3d_layout/img_v/x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d.jpg,45751,fc502c0a0ee8b56a5b1202268360f62664f9b84deab16b936e2fa7c77a771d06,fc502c0a0ee8b56a5b1202268360f62664f9b84deab16b936e2fa7c77a771d06,True,1024,512,spatial_image_evidence_pil_wrap_v2
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,69,yqstnuAEVhm,development,data/mp3d_layout/img_v/yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089.jpg,82670,3fd1f2a99b42eac4b539111fd48f7bfee039779140f34ab173a1648bc9e6cbf8,3fd1f2a99b42eac4b539111fd48f7bfee039779140f34ab173a1648bc9e6cbf8,True,1024,512,spatial_image_evidence_pil_wrap_v2
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,70,yqstnuAEVhm,development,data/mp3d_layout/img_v/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.jpg,57475,5982648f9f77400aed5b9f698610cb4c1776c7619149764d7dd2344eaa98c2b6,5982648f9f77400aed5b9f698610cb4c1776c7619149764d7dd2344eaa98c2b6,True,1024,512,spatial_image_evidence_pil_wrap_v2
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,71,yqstnuAEVhm,development,data/mp3d_layout/img_v/yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257.jpg,78701,a300151989cb68a4d34d40f46fb2a7c3a5453f1105c1bd111b4448d44e231d96,a300151989cb68a4d34d40f46fb2a7c3a5453f1105c1bd111b4448d44e231d96,True,1024,512,spatial_image_evidence_pil_wrap_v2
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,72,yqstnuAEVhm,development,data/mp3d_layout/img_v/yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1.jpg,89617,8cf62560a8a4efcdea2685f8b4691dff1de325e9088fa6156b6242c61baf8f44,8cf62560a8a4efcdea2685f8b4691dff1de325e9088fa6156b6242c61baf8f44,True,1024,512,spatial_image_evidence_pil_wrap_v2
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,73,yqstnuAEVhm,development,data/mp3d_layout/img_v/yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f.jpg,82742,b361a1f742c9dc411dae379b98691fc43f4e9867694894e97635aac594adec58,b361a1f742c9dc411dae379b98691fc43f4e9867694894e97635aac594adec58,True,1024,512,spatial_image_evidence_pil_wrap_v2
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,74,yqstnuAEVhm,development,data/mp3d_layout/img_v/yqstnuAEVhm_48447297e8444171a5db34ccf38bc229.jpg,79147,17405fac445c6483c57c38a618de18dd2b15b9574b8bc0f2fc316df9aea80f65,17405fac445c6483c57c38a618de18dd2b15b9574b8bc0f2fc316df9aea80f65,True,1024,512,spatial_image_evidence_pil_wrap_v2
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,75,yqstnuAEVhm,development,data/mp3d_layout/img_v/yqstnuAEVhm_9cb726b170554b9bacd039d4db246040.jpg,58424,8746b0dbeac66d74df2774c10e432e2fe804ee43191d4cfbf48150694714e674,8746b0dbeac66d74df2774c10e432e2fe804ee43191d4cfbf48150694714e674,True,1024,512,spatial_image_evidence_pil_wrap_v2
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,76,yqstnuAEVhm,development,data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg,81486,b0c84bcd4cd22610aeec51d518e53929355db135f96874b3e569013e7d6e227a,b0c84bcd4cd22610aeec51d518e53929355db135f96874b3e569013e7d6e227a,True,1024,512,spatial_image_evidence_pil_wrap_v2
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,77,yqstnuAEVhm,development,data/mp3d_layout/img_v/yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347.jpg,52249,fa72f17e09f9ff1f4d2fd86fd1f58f09129a31d330eb5bd673875dee76ead246,fa72f17e09f9ff1f4d2fd86fd1f58f09129a31d330eb5bd673875dee76ead246,True,1024,512,spatial_image_evidence_pil_wrap_v2
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,78,yqstnuAEVhm,development,data/mp3d_layout/img_v/yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d.jpg,78706,5fc493b2964760b43ce8a29d6474060d9c5cf9ca9d0d8db5d0e07dcca982dbf1,5fc493b2964760b43ce8a29d6474060d9c5cf9ca9d0d8db5d0e07dcca982dbf1,True,1024,512,spatial_image_evidence_pil_wrap_v2
