task_id,image,primary_model_issue,model_issue_categories,model_issue_tags,sources,manual_note,trap_semi_paths,prescreen_used,semi_use
598,uNb9QFRL6hY_3c97da43516341758224453830954124.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
599,B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
600,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449.png,角点错位/飘移,角点错位/飘移,corner_drift,旧标注JSON,,,否,可作semi候选
601,B6ByNegPMKs_8a830452b3b449d08625f3d70bdd07b8.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
602,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.png,角点错位/飘移,角点错位/飘移,corner_drift,旧标注JSON,,,否,可作semi候选
604,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.png,过度解析,角点错位/飘移;过度解析,corner_drift;over_parsing,旧标注JSON,,,否,可作semi候选
605,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
606,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
607,wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
608,wc2JMjhGNzB_f741f370a16a403a8c758ff77be85a9c.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
609,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.png,角点重复,角点重复,corner_duplicate,人工记录;旧标注JSON,角点重复,,是,排除_已用于PreScreen
610,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
611,wc2JMjhGNzB_e9899e516c784fe3b8e78354ba4d49c4.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
612,wc2JMjhGNzB_d7230c164e814f9a83244ab2edc15334.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
613,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
614,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7.png,角点错位/飘移,角点重复;角点错位/飘移,corner_duplicate;corner_drift,人工记录;旧标注JSON,角点飘移,,是,排除_已用于PreScreen
615,uNb9QFRL6hY_28cd285e6d5545dda080d949bb00f1c0.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,排除_人工已判不适合
616,e9zR4mvMWw7_16eb46a968384060821cb59d0e04f4dd.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
618,wc2JMjhGNzB_36f4749077674307bce31998171e96ef.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
619,e9zR4mvMWw7_184edf3d3a4d482dae288e4811945331.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
620,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.png,过度解析,角点错位/飘移;过度解析,corner_drift;over_parsing,旧标注JSON,,,否,可作semi候选
622,wc2JMjhGNzB_7d90b6268a79425cb15a26ef91d68c96.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
623,B6ByNegPMKs_6f74372f4fbe4741b5388a6583284ad3.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
624,wc2JMjhGNzB_a4188bbbe166473bb2ecf35bdcbec1f9.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
625,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.png,角点错位/飘移,角点错位/飘移,corner_drift;corner_mismatch,trap/semi文件夹;人工记录;旧标注JSON,角点错位,trap集\semi\角点错位\task625\b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.png,是,排除_已用于PreScreen
626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.png,过度解析,角点错位/飘移;角点重复;过度解析,corner_drift;corner_duplicate;over_parsing,人工记录;旧标注JSON,角点飘移；主要为遮挡/遮罩/玻璃 difficulty,,否,可作semi候选
627,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe.png,过度解析,角点错位/飘移;过度解析,corner_drift;over_parsing,旧标注JSON,,,否,可作semi候选
628,uNb9QFRL6hY_5dd7b4cf99584011ac17b25d45c6197c.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
629,x8F5xyUWy9e_b7e0b8b0d65b439382afa4c79db018a7.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,是,排除_已用于PreScreen
631,wc2JMjhGNzB_0caf634967404e889bf227539d7eaa0f.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
632,uNb9QFRL6hY_2d80f7d125794c87aee34d9d46a78304.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
633,rPc6DW4iMge_cabddb2506ee4bfcb2a1bcfa6625fe28.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
634,B6ByNegPMKs_29138c57da06404d8a009f0deb20537f.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
635,q9vSo1VnCiC_e74e843601574864a14517f990c748a0.png,角点重复,角点重复,corner_duplicate,人工记录;旧标注JSON,角点重叠,,是,排除_已用于PreScreen
636,X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
637,e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08.png,跨门扩张,跨门扩张;角点重复;过度解析;角点错位/飘移,overextend_adjacent;corner_duplicate;over_parsing;corner_drift,人工记录;旧标注JSON,角点飘移,,否,可作semi候选
638,wc2JMjhGNzB_afdf0c43bc4f4daab702050ad1173e78.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
639,wc2JMjhGNzB_5b34120ed9c24e47a673426ea7ea7a07.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
640,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
641,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
642,e9zR4mvMWw7_fa7122ef2199445485623708ea54d018.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
643,rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
644,wc2JMjhGNzB_026ce91a981c4de3bb9fd2daeb99ec2b.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
645,wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
647,B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937.png,过度解析,角点错位/飘移;过度解析,corner_drift;over_parsing,人工记录;旧标注JSON,角点飘移+过度解析,,否,可作semi候选
648,uNb9QFRL6hY_e24473d2b8a24568b89c1c4c2a4a9bf1.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
649,q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55.png,角点重复,模型标注质量好;角点重复,acceptable;corner_duplicate,人工记录;旧标注JSON,角点重复；GT错误且人工不适合,,否,排除_人工已判不适合
650,yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616.png,过度解析,过度解析,over_parsing,旧标注JSON,,,否,可作semi候选
652,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d.png,过度解析,角点错位/飘移;角点重复;过度解析,corner_drift;corner_duplicate;over_parsing,旧标注JSON,,,否,可作semi候选
653,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
655,q9vSo1VnCiC_b691f1462d2b4d2cbc501f676af8ca1f.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e.png,过度解析,角点重复;过度解析,corner_duplicate;over_parsing,旧标注JSON,,,否,可作semi候选
657,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
658,uNb9QFRL6hY_dcbe971afee14c57beb3c76980ead77a.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
659,uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea.png,角点错位/飘移,角点错位/飘移,corner_drift,旧标注JSON,,,否,可作semi候选
660,yqstnuAEVhm_64ea2c01d6184c35a9575a3e585a9b75.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
661,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb.png,角点错位/飘移,角点错位/飘移,corner_drift,旧标注JSON,,,是,排除_已用于PreScreen
662,wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383.png,过度解析,过度解析,over_parsing,旧标注JSON,,,否,可作semi候选
663,rPc6DW4iMge_1920d957cf3d4adab57626a7ccc206b0.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
664,X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.png,跨门扩张,跨门扩张;角点错位/飘移;漏标,overextend_adjacent;corner_drift;underextend,trap/semi文件夹;旧标注JSON,,trap集\semi\漏标\task665(较为困难)\uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.png,否,可作semi候选
666,X7HyMhZNoso_e40ff9839f0b4a35a25e9dc16d391ae4.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
667,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b.png,过度解析,角点错位/飘移;角点重复;过度解析,corner_drift;corner_duplicate;over_parsing,旧标注JSON,,,否,可作semi候选
668,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a.png,跨门扩张,角点错位/飘移;角点重复;跨门扩张,corner_drift;corner_duplicate;overextend_adjacent,trap/semi文件夹;旧标注JSON,,trap集\semi\跨门扩张\task668\rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a.png,是,排除_已用于PreScreen
669,q9vSo1VnCiC_5cd2df07e41c46da907dfa1bd41164f5.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
670,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.png,角点错位/飘移,角点错位/飘移,corner_drift;corner_mismatch,人工记录;旧标注JSON,角点错位/飘移,,是,排除_已用于PreScreen
671,B6ByNegPMKs_dd1319e5f88a4dd88ccceee489e790cd.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d.png,角点重复,角点重复,corner_duplicate,人工记录;旧标注JSON,角点重复；同时为scope歧义,,否,可作semi候选
673,yqstnuAEVhm_96960ce9646a41e4bc183d75327fe1c1.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
674,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
675,B6ByNegPMKs_1bf33cdff9a54d65a9be6889eb912fb5.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
676,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.png,跨门扩张,过度解析;跨门扩张,over_parsing;overextend_adjacent,人工记录;旧标注JSON,过度解析/拉伸；歧义大,,是,排除_已用于PreScreen
677,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.png,过度解析,角点错位/飘移;角点重复;过度解析,corner_drift;corner_duplicate;over_parsing,人工记录;旧标注JSON,角点重复+过度解析,,是,排除_已用于PreScreen
678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.png,角点错位/飘移,角点错位/飘移,corner_drift,旧标注JSON,,,否,可作semi候选
679,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
680,uNb9QFRL6hY_732f4a58dc814dc7ad4878f0a6b64196.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
681,B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
682,e9zR4mvMWw7_75ea3fd50c1c4b8ba66dccc4247b8b81.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515.png,过度解析,角点重复;过度解析,corner_duplicate;over_parsing,trap/semi文件夹;人工记录;旧标注JSON,过度解析；同时遮挡,trap集\semi\过度解析\task683\wc2JMjhGNzB_dda6efcba51c40de8552408953719515.png,否,可作semi候选
684,wc2JMjhGNzB_72cf693eb66c4a8a8062080763f50a09.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
685,Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
686,wc2JMjhGNzB_48a93a3b61354385b30974c248c11ef2.png,角点错位/飘移,角点错位/飘移;角点重复,corner_drift;corner_duplicate,旧标注JSON,,,否,可作semi候选
687,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.png,跨门扩张,过度解析;跨门扩张,over_parsing;overextend_adjacent,人工记录;旧标注JSON,跨门扩张；暂放拉伸,,是,排除_已用于PreScreen
688,B6ByNegPMKs_343c07bcee6a4740a3cd39540e8f4ca2.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
689,UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
690,kEZ7cmS4wCh_3c4a8eb4ef504942b6df1937932aa3f2.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
691,UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
692,q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
693,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,是,排除_已用于PreScreen
694,wc2JMjhGNzB_52ed6a0219e84a0bb6db8037ae700366.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
696,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.png,跨门扩张,角点错位/飘移;角点重复;跨门扩张,corner_drift;corner_duplicate;overextend_adjacent;corner_mismatch,人工记录;旧标注JSON,跨门扩张+角点重复/错位,,是,排除_已用于PreScreen
697,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.png,模型预标注失败/拓扑失败,角点错位/飘移;角点重复;模型预标注失败/拓扑失败,corner_drift;corner_duplicate;topology_failure,旧标注JSON,,,是,排除_已用于PreScreen
698,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
699,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1.png,角点错位/飘移,角点错位/飘移,corner_drift,旧标注JSON,,,否,可作semi候选
700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7.png,角点重复,角点重复,corner_duplicate,旧标注JSON,,,否,可作semi候选
701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d.png,角点错位/飘移,角点错位/飘移,corner_drift,旧标注JSON,,,否,可作semi候选
702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515.png,角点错位/飘移,角点错位/飘移,corner_drift,旧标注JSON,,,否,可作semi候选
703,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
704,e9zR4mvMWw7_93c08bd7515647fdaa2ef1239d02983c.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.png,过度解析,过度解析,over_parsing,旧标注JSON,,,否,可作semi候选
706,wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942.png,角点错位/飘移,角点错位/飘移,corner_drift,旧标注JSON,,,否,可作semi候选
707,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.png,跨门扩张,跨门扩张,overextend_adjacent,旧标注JSON,,,是,排除_已用于PreScreen
708,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
709,wc2JMjhGNzB_07fb6ea1434a451aa8dc27539ede0991.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47.png,角点错位/飘移,角点错位/飘移,corner_drift,旧标注JSON,,,否,可作semi候选
711,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.png,角点错位/飘移,角点错位/飘移,corner_drift,旧标注JSON,,,是,排除_已用于PreScreen
712,wc2JMjhGNzB_40ea4145b9e946aab5d56de3ce179c8e.png,漏标,漏标,underextend,trap/semi文件夹;人工记录;旧标注JSON,漏标,"trap集\semi\漏标\task712(墙角太难了,低优先)\wc2JMjhGNzB_40ea4145b9e946aab5d56de3ce179c8e.png",否,可作semi候选
713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193.png,角点错位/飘移,角点错位/飘移,corner_drift,旧标注JSON,,,否,可作semi候选
714,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.png,过度解析,过度解析,over_parsing,人工记录;旧标注JSON,过度解析；同时玻璃/遮挡,,是,排除_已用于PreScreen
715,uNb9QFRL6hY_f8acfc899a4c49ddad71fdfcfd899b2f.png,模型标注质量好,模型标注质量好,acceptable,旧标注JSON,,,否,可作semi正向对照
716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460.png,过度解析,过度解析,over_parsing,人工记录;旧标注JSON,过度解析；同时遮挡,,否,可作semi候选
