image_id,condition,scene,main_space,trigger,numerical_evidence,canonical_ids,workers,representative_canonical_ids,numeric_cluster_sizes,location,question,affected_conclusion,user_decision,user_reason
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,通行与连接,circulation,recovered_OOS_geometry,n=24; clusters=7; singleton=4; quarter-new=0.1725,db7fe64b7313a46c;4bd3e31c9163b33e;c0a0ce605d24562d;af3a3ae0ae425dc4;0efd0a0c1939749b;f28720a75aaab159;6699db74821a919e;645c492a9b5d25b7;5ca409caedd3314a;6023152b323bf630;ec7d0001d6230fed;1d46ee3a30918343;30ecdd5e143c3161;cea51349a3124994;58edb835d70cc5d5;5f22a20aed0c1249;7960004dcebf26f0;ab49c95c36db8e18;5fcc3f74a0e93344;9a6969085af7949d;291c09a624cd8f99;a66f7b0846ec88b0;58575767b314c57c;30c6234c4303f3ef,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,db7fe64b7313a46c;c0a0ce605d24562d;f28720a75aaab159;0efd0a0c1939749b;cea51349a3124994;58edb835d70cc5d5;58575767b314c57c,14;3;3;1;1;1;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,在已有Scope协议下，这些best-effort几何分别尝试表达什么？是否出现协议闭合或表示不适用，而非一般标注困难？,OOS几何解释，不能由数值稳定改写in-scope资格,,
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,卫浴,bathroom,model_low_human_high,"{'target': 'point_count_disagreement', 'model_gap': 0.118274843118, 'human_value': 0.760869565217, 'model_bucket': 'low', 'human_bucket': 'high', 'model_training_q25': 0.140946777875, 'model_training_q75': 0.234004572943, 'human_training_q25': 0.0, 'human_training_q75': 0.7, 'n_valid': 24, 'candidate': 'difficult_candidate', 'supported_clusters': 3, 'max_cross_compatible': 0.0, 'scene_category': '卫浴', 'quadrant': 'model_low_human_high', 'endpoint': 'point_count_disagreement'}",b33e480dcb1ae10b;0284f20459ae4153;fb86982f536c3aaa;bdf5345d612260f9;dd6888e3ad2e47c0;fce565e3270fad1f;c9a58758edb18890;b49af842e8a9a5d6;886e3f4cfcd0e0b8;352ec6e68a3da904;f659d3608c54a9ef;fbc606f95f59c132;384c1de2ec90820f;98e8fe358da56c8f;bf2aab73a5aed79f;a819fde1949e375b;9589363fea90baba;3e9e6ac471e7da2a;e07cd54978722b1e;9cab10e73212c27f;d5f398bdf9e24194;3266c87d109f70bf;1863472107c00fbd;abff623d76a69986,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,b33e480dcb1ae10b;0284f20459ae4153;352ec6e68a3da904;fbc606f95f59c132;a819fde1949e375b;9589363fea90baba;e07cd54978722b1e;9cab10e73212c27f;d5f398bdf9e24194;1863472107c00fbd;abff623d76a69986,11;3;2;1;1;1;1;1;1;1;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,起居与休闲,living,model_high_human_low,"{'target': 'point_count_disagreement', 'model_gap': 0.257155716635, 'human_value': 0.0, 'model_bucket': 'high', 'human_bucket': 'low', 'model_training_q25': 0.151212948133, 'model_training_q75': 0.241543252199, 'human_training_q25': 0.0, 'human_training_q75': 0.5, 'n_valid': 24, 'candidate': 'medium_candidate', 'supported_clusters': 2, 'max_cross_compatible': 0.848214285714, 'scene_category': '起居与休闲', 'quadrant': 'model_high_human_low', 'endpoint': 'point_count_disagreement'}",a30abcda8418bd75;2129afe06ece6a6d;e30721b054460f15;7ae79f4e06a3ade1;a73e732348cf85a5;ba9f60a6ed19b5fd;baa09826ba02dd36;d2685886cb5bbef7;8bd66e889fbae752;8516eea42fb75c88;975c986cabcb9ac6;f5d0a36b008eb488;a927ea00f7335c7c;b16f17d58f7aabf2;497e4819ad1ce59c;deb77ec3f2ddf78f;d817ad3534ab554d;d2d4c49ab227aa87;c54bc02d1fcd094e;080e6e5be0c803cd;71a08671b7d9283b;ebe5710d577ed718;cb5459e346731607;3cb548d93b1c91ac,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,d2d4c49ab227aa87;e30721b054460f15;c54bc02d1fcd094e,16;7;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,通行与连接,circulation,model_high_human_low,"{'target': 'point_count_disagreement', 'model_gap': 0.573924549822, 'human_value': 0.0, 'model_bucket': 'high', 'human_bucket': 'low', 'model_training_q25': 0.154161465304, 'model_training_q75': 0.240204285824, 'human_training_q25': 0.0, 'human_training_q75': 0.5, 'n_valid': 24, 'candidate': nan, 'supported_clusters': 4, 'max_cross_compatible': 0.166666666667, 'scene_category': '通行与连接', 'quadrant': 'model_high_human_low', 'endpoint': 'point_count_disagreement'}",b21b9e1bc1f9748c;f6296e82c056709c;b17159a624da813a;aba9b1487cd9adfb;dd75ae13e342b2e4;5945adbef25e9e2d;4b34ab7cdc3ff32b;ee2a23d20aaa38a2;a10636e431b96e35;8f3e2abc0f04f753;f8530b0e7a20bef6;202d1d9063738999;c9f042d8c21ca99b;c6f141b411336076;5429d9e5ae4acde8;ad6812c23b79784a;1c1e863ffcab5dcb;a55a92a57a48a087;89af3c23558522cb;3bd7cc7151dff5c8;45579518b52a9571;a81657f0ac5d7807;a2615a25ae6631e5;4fbebe49572a79a5,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,b21b9e1bc1f9748c;b17159a624da813a;4b34ab7cdc3ff32b;5429d9e5ae4acde8;1c1e863ffcab5dcb;89af3c23558522cb;45579518b52a9571;a81657f0ac5d7807,13;3;2;2;1;1;1;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,卧室,sleep,model_low_human_high,"{'target': 'late_quarter_new', 'model_gap': 0.124929942867, 'human_value': 0.510833333333, 'model_bucket': 'low', 'human_bucket': 'high', 'model_training_q25': 0.132472412831, 'model_training_q75': 0.248240746398, 'human_training_q25': 0.0391666666667, 'human_training_q75': 0.383333333334, 'n_valid': 24, 'candidate': 'difficult_candidate', 'supported_clusters': 3, 'max_cross_compatible': 0.0, 'scene_category': '卧室', 'quadrant': 'model_low_human_high', 'endpoint': 'late_quarter_new'}",a3975721377143bb;100894ba6bbd1c2a;89baed79d40c1055;90ea86e7d48174ff;94c06b2d1bd3e71f;db91666fae7b3b76;25b1a2f938069b01;e117dbefc01bd181;a26eb6f92e013247;716886a2da0110e0;c609905186295723;f219dc1036258a80;6b2052d3fba9dfe9;426f97d5e9bd1052;1a628f7c69f6416b;264bb601655e3517;d89e352b650edb48;02b72fbd029d4c27;c107457021c4fdda;e77a797b88db2ceb;a1fe8ddab1fe7c86;b9f7aa260a402700;d2e973b350e6241e;b66f79e3d5607ae9,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,a3975721377143bb;89baed79d40c1055;90ea86e7d48174ff;94c06b2d1bd3e71f;db91666fae7b3b76;25b1a2f938069b01;716886a2da0110e0;f219dc1036258a80;264bb601655e3517;d89e352b650edb48;02b72fbd029d4c27;c107457021c4fdda;a1fe8ddab1fe7c86;d2e973b350e6241e;b66f79e3d5607ae9,6;4;2;1;1;1;1;1;1;1;1;1;1;1;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,通行与连接,circulation,model_high_human_low,"{'target': 'late_quarter_new', 'model_gap': 0.283294546203, 'human_value': 0.0158333333334, 'model_bucket': 'high', 'human_bucket': 'low', 'model_training_q25': 0.145430733441, 'model_training_q75': 0.24891615858, 'human_training_q25': 0.0400000000001, 'human_training_q75': 0.385, 'n_valid': 24, 'candidate': 'medium_candidate', 'supported_clusters': 2, 'max_cross_compatible': 0.0, 'scene_category': '通行与连接', 'quadrant': 'model_high_human_low', 'endpoint': 'late_quarter_new'}",bea7315dc0319f08;664ded8505bb4ace;f2eb30664b7474ad;573b3754a0da7d18;8b8f353a015cd9b3;42f34b0fbfa43b19;bfb4d0e9960d96af;18ac550794fc0fce;985c11b9ce41b00d;72c65c366e863eb9;8873e6e63ed8f636;7eeb8ea034902d91;0df4ad0ec893225d;986ad05a55d5a2e0;6bbe8b97d504e4a4;3eaa191397f5fbf4;7cbbab8fd62d0c38;5b2ab16ea134acf7;607ca8f788805e56;8f04217c549dac0c;d10e31caaec1101e;98f6de06229c83e3;04c68d1fd4a36275;60b3a58f097c620f,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,f2eb30664b7474ad;d10e31caaec1101e,22;2,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,通行与连接,unknown,model_high_human_low,"{'target': 'point_count_disagreement', 'model_gap': 0.284587779962, 'human_value': 0.0, 'model_bucket': 'high', 'human_bucket': 'low', 'model_training_q25': 0.131503808872, 'model_training_q75': 0.23391038023, 'human_training_q25': 0.0, 'human_training_q75': 0.721538901602, 'n_valid': 24, 'candidate': nan, 'supported_clusters': 1, 'max_cross_compatible': 0.0, 'scene_category': '通行与连接', 'quadrant': 'model_high_human_low', 'endpoint': 'point_count_disagreement'}",7e0dce22d3201606;ce0c8ffdd0ade449;d3d0c96ce57812bb;398867996052b28c;ddc532c60d92d3d2;6e286d07d3043739;b88d269a40ffad84;5ffdf0267c883e0a;85385720d4e79c4a;a2752ac316044731;7d8f8c93438817f7;2aa11903e1e2a8fb;82dbf4fb1236b236;dde9c112922dbd80;35beed046856ed1b;7228f5183729b915;3d6c8170506a516d;8e3ecaaf2c910392;f5bf71c30bae3aab;9f5db4e5cbff48df;f65c780de894847a;5def2fdb264b3ea8;af73022856defe60;2a68ebf9479544f2,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,7e0dce22d3201606;d3d0c96ce57812bb;b88d269a40ffad84,22;1;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,卫浴,bathroom,model_low_human_high,"{'target': 'late_quarter_new', 'model_gap': 0.138230437931, 'human_value': 0.725833333333, 'model_bucket': 'low', 'human_bucket': 'high', 'model_training_q25': 0.145430733441, 'model_training_q75': 0.24891615858, 'human_training_q25': 0.0400000000001, 'human_training_q75': 0.385, 'n_valid': 22, 'candidate': nan, 'supported_clusters': 1, 'max_cross_compatible': 0.0, 'scene_category': '卫浴', 'quadrant': 'model_low_human_high', 'endpoint': 'late_quarter_new'}",a1d5efe386cf76ad;860d45b73111d943;6ab629e7746273bd;3b9e797620fb7dd9;a818d1b88c34b687;ef971c0766ea37de;f0a32074507842d5;6ac5bcc2f84af656;a29b0f7c6c31b71b;317e5971cdfd0288;dcf6c97b7f3e2e0f;1120d74f964c5f97;cd3a92cc2800b3c7;4d934ce66ec29a47;3f6b62e3295e009a;8d6f18bc98ea1938;feaa118aa8a59f86;c61e2afdd2d8efd8;53b22edb56cc554f;aa5ab1caef85cf99;65e6380997e850f1;2431f1da19aaa950,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,a1d5efe386cf76ad;6ac5bcc2f84af656;6ab629e7746273bd;3b9e797620fb7dd9;ef971c0766ea37de;a29b0f7c6c31b71b;317e5971cdfd0288;1120d74f964c5f97;cd3a92cc2800b3c7;3f6b62e3295e009a;8d6f18bc98ea1938;feaa118aa8a59f86;c61e2afdd2d8efd8;53b22edb56cc554f;aa5ab1caef85cf99;65e6380997e850f1;2431f1da19aaa950,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,卫浴,unknown,model_low_human_high,"{'target': 'late_quarter_new', 'model_gap': 0.126770412688, 'human_value': 0.295, 'model_bucket': 'low', 'human_bucket': 'high', 'model_training_q25': 0.153647684068, 'model_training_q75': 0.247603334105, 'human_training_q25': 0.00333333333334, 'human_training_q75': 0.23, 'n_valid': 22, 'candidate': nan, 'supported_clusters': 3, 'max_cross_compatible': 0.0, 'scene_category': '卫浴', 'quadrant': 'model_low_human_high', 'endpoint': 'late_quarter_new'}",ad4a6fc8603c57c5;1eafece38b9de737;40b246a8dea46c2b;d6f4f78440cb4051;015eb3a11d385beb;fe93307d35a838b2;0cf173b561edfc6a;cf8c72d40aebde80;2ddd59e9074da236;cfd33fbb5c8bf163;29517242559725c8;7421f0b4dc5a2392;ceaa81c7a8f43df1;d8d740c29176039f;3708f56ca083519c;8f8e88f1dac7e186;e5ed2f9df090fc85;c0b4675e53d399c0;456be49bba7efbc8;5bd0d7c388ee1b68;bc770062117c9834;12ee1becbe448d45,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W037,1eafece38b9de737;40b246a8dea46c2b;d6f4f78440cb4051;0cf173b561edfc6a;3708f56ca083519c;e5ed2f9df090fc85;5bd0d7c388ee1b68;bc770062117c9834;12ee1becbe448d45,9;4;3;1;1;1;1;1;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,卧室,sleep,model_high_human_low,"{'target': 'point_count_disagreement', 'model_gap': 0.360685124338, 'human_value': 0.0, 'model_bucket': 'high', 'human_bucket': 'low', 'model_training_q25': 0.134660436807, 'model_training_q75': 0.233878982659, 'human_training_q25': 0.0, 'human_training_q75': 0.719298245614, 'n_valid': 6, 'candidate': nan, 'supported_clusters': 2, 'max_cross_compatible': 0.888888888889, 'scene_category': '卧室', 'quadrant': 'model_high_human_low', 'endpoint': 'point_count_disagreement'}",8ff7251a7c24a8e0e71e;8af889f37a502f3fa126;f005d5460cd37c229372;dbdc83a7c9f53399480c;f92320ca03fc70c20aea;a431c68f99235de30da3,W002;W006;W008;W012;W013;W015,a431c68f99235de30da3;dbdc83a7c9f53399480c,3;3,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,卫浴,bathroom,model_low_human_high,"{'target': 'point_count_disagreement', 'model_gap': 0.105757017304, 'human_value': 0.5, 'model_bucket': 'low', 'human_bucket': 'high', 'model_training_q25': 0.153647684068, 'model_training_q75': 0.247603334105, 'human_training_q25': 0.0, 'human_training_q75': 0.5, 'n_valid': 4, 'candidate': nan, 'supported_clusters': 1, 'max_cross_compatible': 0.0, 'scene_category': '卫浴', 'quadrant': 'model_low_human_high', 'endpoint': 'point_count_disagreement'}",fba833f7e946e03406f0;7fc54cc83e44fb28abe2;be0ea7a0849f9bf057cb;4d6cdfa4951e9653e815,W001;W002;W017;W028,be0ea7a0849f9bf057cb;4d6cdfa4951e9653e815,3;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,起居与休闲,living,model_low_human_high,"{'target': 'late_quarter_new', 'model_gap': 0.103730712899, 'human_value': 0.27, 'model_bucket': 'low', 'human_bucket': 'high', 'model_training_q25': 0.153647684068, 'model_training_q75': 0.241318430878, 'human_training_q25': 0.0025, 'human_training_q75': 0.23, 'n_valid': 4, 'candidate': nan, 'supported_clusters': 1, 'max_cross_compatible': 0.0, 'scene_category': '起居与休闲', 'quadrant': 'model_low_human_high', 'endpoint': 'late_quarter_new'}",456be942f0947a669713;9b7c8a47533d55322728;bbb44530a7ff92f92b27;bf6d1e98afbb6306ebff,W001;W002;W030;W032,456be942f0947a669713;bf6d1e98afbb6306ebff,3;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,卧室,sleep,model_high_human_low,"{'target': 'late_quarter_new', 'model_gap': 0.261136924797, 'human_value': 0.0, 'model_bucket': 'high', 'human_bucket': 'low', 'model_training_q25': 0.150234299856, 'model_training_q75': 0.246032108298, 'human_training_q25': 0.0175, 'human_training_q75': 0.28875, 'n_valid': 4, 'candidate': 'simple_candidate', 'supported_clusters': 1, 'max_cross_compatible': 0.0, 'scene_category': '卧室', 'quadrant': 'model_high_human_low', 'endpoint': 'late_quarter_new'}",f716e6d6a95b3228e48c;71f8e55558d74259a5eb;2ec85790145647163c24;bad9e0cac20a7347fbd5,W006;W033;W034;W035,f716e6d6a95b3228e48c,4,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,通行与连接,unknown,model_high_human_low,"{'target': 'late_quarter_new', 'model_gap': 0.270082582311, 'human_value': 0.0, 'model_bucket': 'high', 'human_bucket': 'low', 'model_training_q25': 0.150234299856, 'model_training_q75': 0.246032108298, 'human_training_q25': 0.0175, 'human_training_q75': 0.28875, 'n_valid': 4, 'candidate': nan, 'supported_clusters': 1, 'max_cross_compatible': 0.0, 'scene_category': '通行与连接', 'quadrant': 'model_high_human_low', 'endpoint': 'late_quarter_new'}",1662ab8242879aec65db;afe8345588c57013a3c8;d2a55c1985a230982d0d;6dc6395c56cb416a2fdc,W006;W031;W033;W036,1662ab8242879aec65db,4,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,模型反馈和人工过程不一致来自可见局部结构、空间范围解释，还是模型后处理偏差？,模型反馈的可解释性反例,,
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,卫浴,bathroom,same_room_different_candidates,neighbor=rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5; true=1.0; source prediction=2.0,93a6155acf0e8f9b4f11;c2fbdf3adfd99918c0e7;488f0c3264bf31aca229;19cb0e844a73d7e77a47;3440c00bbde5bf789734,W002;W008;W017;W030;W034,93a6155acf0e8f9b4f11;c2fbdf3adfd99918c0e7;3440c00bbde5bf789734,2;2;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,同房两个视角的主空间、边界可见位置或有效观察人员有什么实质差别？不要把关系相同直接当过程相同。,同房候选迁移的边界,,
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,卫浴,bathroom,same_room_different_candidates,neighbor=rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff; true=2.0; source prediction=1.0,b33e480dcb1ae10b;0284f20459ae4153;fb86982f536c3aaa;bdf5345d612260f9;dd6888e3ad2e47c0;fce565e3270fad1f;c9a58758edb18890;b49af842e8a9a5d6;886e3f4cfcd0e0b8;352ec6e68a3da904;f659d3608c54a9ef;fbc606f95f59c132;384c1de2ec90820f;98e8fe358da56c8f;bf2aab73a5aed79f;a819fde1949e375b;9589363fea90baba;3e9e6ac471e7da2a;e07cd54978722b1e;9cab10e73212c27f;d5f398bdf9e24194;3266c87d109f70bf;1863472107c00fbd;abff623d76a69986,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,b33e480dcb1ae10b;0284f20459ae4153;352ec6e68a3da904;fbc606f95f59c132;a819fde1949e375b;9589363fea90baba;e07cd54978722b1e;9cab10e73212c27f;d5f398bdf9e24194;1863472107c00fbd;abff623d76a69986,11;3;2;1;1;1;1;1;1;1;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,同房两个视角的主空间、边界可见位置或有效观察人员有什么实质差别？不要把关系相同直接当过程相同。,同房候选迁移的边界,,
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,通行与连接,circulation,same_room_different_candidates,neighbor=rPc6DW4iMge_cc15fb105d86466faafdd633f89148de; true=0.0; source prediction=1.0,94bd3eb39aab32641f9d;dedb80578a581b30950a;db40fd3c634f72f37f1c;a2c57c04a795d6b822a3;a42f40b503c7f449a3f6,W002;W015;W032;W034;W037,dedb80578a581b30950a,5,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,同房两个视角的主空间、边界可见位置或有效观察人员有什么实质差别？不要把关系相同直接当过程相同。,同房候选迁移的边界,,
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,通行与连接,circulation,same_room_different_candidates,neighbor=rPc6DW4iMge_4350d36797324601adba7351d09602d2; true=1.0; source prediction=0.0,bea7315dc0319f08;664ded8505bb4ace;f2eb30664b7474ad;573b3754a0da7d18;8b8f353a015cd9b3;42f34b0fbfa43b19;bfb4d0e9960d96af;18ac550794fc0fce;985c11b9ce41b00d;72c65c366e863eb9;8873e6e63ed8f636;7eeb8ea034902d91;0df4ad0ec893225d;986ad05a55d5a2e0;6bbe8b97d504e4a4;3eaa191397f5fbf4;7cbbab8fd62d0c38;5b2ab16ea134acf7;607ca8f788805e56;8f04217c549dac0c;d10e31caaec1101e;98f6de06229c83e3;04c68d1fd4a36275;60b3a58f097c620f,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,f2eb30664b7474ad;d10e31caaec1101e,22;2,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,同房两个视角的主空间、边界可见位置或有效观察人员有什么实质差别？不要把关系相同直接当过程相同。,同房候选迁移的边界,,
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,通行与连接,circulation,same_room_different_candidates,neighbor=uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a; true=0.0; source prediction=1.0,9e3ad1f70d2c02b5d41f;fd8bf72140d024b7cca4;93b27e06e9f3739effd4;ba970384157c74921eb4;6608319ee6b1e7808937;99daa7429bbca37b6238,W010;W013;W014;W018;W034;W035,9e3ad1f70d2c02b5d41f;99daa7429bbca37b6238,3;3,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,同房两个视角的主空间、边界可见位置或有效观察人员有什么实质差别？不要把关系相同直接当过程相同。,同房候选迁移的边界,,
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,起居与休闲,living,same_room_different_candidates,neighbor=uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97; true=0.0; source prediction=1.0,f8b24f616d167c27b810;f2a65213a0368b751984;92084aa32f538179d158;5d58f3bc4858f0d343be;d2c9465ce508ba7c1195,W006;W008;W017;W031;W032,f8b24f616d167c27b810;d2c9465ce508ba7c1195,4;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,同房两个视角的主空间、边界可见位置或有效观察人员有什么实质差别？不要把关系相同直接当过程相同。,同房候选迁移的边界,,
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,起居与休闲,living,same_room_different_candidates,neighbor=uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62; true=1.0; source prediction=0.0,d6f4c71d3816fc9fef4a;81234a56777545e31b9c;561446db19099c48c68e;19253e4ab328902a4d12;bb287f23eb43955e7502;006d495cbff76f46e992;fca31418ca45c43fa616;8d7a436f7ee75b72d1ba;1230dd95959a683bf7aa;8b9ce3b553725840ef9d;8f8f293766eeffd6470a;48e0e1e7a86beb1ce565;d9c1add75dab8315cd34;2de8896d2c2ea564fd37;42264e54a01908d81bbe;acb3d20a4fb6e211d3b1;b7393a16aa19bd7f1989;88b2b69f04caf44309bc;93cf3ac259facb9e83dc;c53730832245059ca129;0e09f3e9552514dbad74;45865dabe049ebace6d2;432c6ebaa6bb7a54b3a9,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,d6f4c71d3816fc9fef4a;561446db19099c48c68e;006d495cbff76f46e992;2de8896d2c2ea564fd37;d9c1add75dab8315cd34;b7393a16aa19bd7f1989,9;7;3;2;1;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,同房两个视角的主空间、边界可见位置或有效观察人员有什么实质差别？不要把关系相同直接当过程相同。,同房候选迁移的边界,,
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,通行与连接,circulation,same_room_different_candidates,neighbor=uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d; true=1.0; source prediction=0.0,285a5ac1de5efeac;941c0898a57d3f1a;2498d239ddfc8870;9ddd4523d7b7906f;ffabc19f537baebf;5d4b529359890ec3;c1e19602fd26903e;e944c8e11ed36c40;883cd9a83e580954;1afc429f5faf7c65;94914c8bd46805c9;9296d36ebe81d569;08589c3af25a8b0d;317410f693c7379d;80fbe67225c21eb2;d6563b79ad01a3ad;5658951cb26b6a74;069c8d013f9ff384;f6377d1bf3f1d93a;abffbe9ff5e5e049;b5310b5a5c856240;84737c49b7cb43cb;e37769f9a2907705;3f5307c8e24eadb4,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,5d4b529359890ec3;3f5307c8e24eadb4;b5310b5a5c856240;84737c49b7cb43cb,19;3;1;1,整图；具体争议角点请按canonical叠加定位，未由云端目视确认,同房两个视角的主空间、边界可见位置或有效观察人员有什么实质差别？不要把关系相同直接当过程相同。,同房候选迁移的边界,,
