comparison_stratum,image_low,image_high,label_low,label_high,building,main_low,main_high,room_status,same_room_id
main_within_building,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,简单,中等,uNb9QFRL6hY,睡眠／休憩并重,睡眠为主；休憩次要,overlap_with_pending_or_unsupported,True
main_within_building,uNb9QFRL6hY_e8fcf8c5bd324655a25186117151ccbd,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,简单,中等,uNb9QFRL6hY,睡眠为主；外门侧次要,睡眠为主；休憩次要,overlap_with_pending_or_unsupported,True
main_within_building,uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,简单,中等,uNb9QFRL6hY,睡眠为主；休憩次要,睡眠为主；休憩次要,overlap_with_pending_or_unsupported,True
main_within_building,uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,简单,中等,uNb9QFRL6hY,睡眠为主；外门侧次要,卧室床区与入口共同呈现；入口比其他视点更突出,overlap_with_pending_or_unsupported,True
main_within_building,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,简单,中等,uNb9QFRL6hY,睡眠／休憩并重,卧室床区与入口共同呈现；入口比其他视点更突出,overlap_with_pending_or_unsupported,True
main_within_building,uNb9QFRL6hY_e8fcf8c5bd324655a25186117151ccbd,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,简单,中等,uNb9QFRL6hY,睡眠为主；外门侧次要,卧室床区与入口共同呈现；入口比其他视点更突出,overlap_with_pending_or_unsupported,True
main_within_building,uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,简单,中等,uNb9QFRL6hY,睡眠为主；休憩次要,卧室床区与入口共同呈现；入口比其他视点更突出,overlap_with_pending_or_unsupported,True
main_within_building,uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,简单,中等,uNb9QFRL6hY,睡眠为主；外门侧次要,睡眠为主；休憩次要,overlap_with_pending_or_unsupported,True
main_within_building,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,简单,中等,uNb9QFRL6hY,睡眠／休憩并重,睡眠为主；休憩次要,overlap_with_pending_or_unsupported,True
main_within_building,uNb9QFRL6hY_e8fcf8c5bd324655a25186117151ccbd,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,简单,中等,uNb9QFRL6hY,睡眠为主；外门侧次要,睡眠为主；休憩次要,overlap_with_pending_or_unsupported,True
main_within_building,uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,简单,中等,uNb9QFRL6hY,睡眠为主；休憩次要,睡眠为主；休憩次要,overlap_with_pending_or_unsupported,True
main_within_building,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,简单,中等,uNb9QFRL6hY,书房为主,书房为主,supported_component,True
main_within_building,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,简单,中等,uNb9QFRL6hY,书房为主,书房为主,supported_component,True
main_within_building,uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,简单,中等,uNb9QFRL6hY,书房为主；入口次要,书房为主,supported_component,True
main_within_building,uNb9QFRL6hY_e0b8950793b447bd8b9f916e98e849d1,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,简单,中等,uNb9QFRL6hY,书房为主,书房为主,supported_component,True
main_within_building,uNb9QFRL6hY_e24473d2b8a24568b89c1c4c2a4a9bf1,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,简单,中等,uNb9QFRL6hY,书房为主,书房为主,supported_component,True
main_within_building,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,简单,中等,uNb9QFRL6hY,书房为主,书房为主,supported_component,True
main_within_building,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,中等,困难,wc2JMjhGNzB,浴缸与大镜台,主卫及其相连通道,supported_component,True
main_within_building,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,中等,困难,wc2JMjhGNzB,浴缸与大镜台,主卫马桶隔间门侧,supported_component,True
main_within_building,wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,中等,困难,wc2JMjhGNzB,主卫浴缸中央,主卫及其相连通道,supported_component,True
main_within_building,wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,中等,困难,wc2JMjhGNzB,主卫浴缸中央,主卫马桶隔间门侧,supported_component,True
main_within_building,wc2JMjhGNzB_aeb3199e10354e45a4884bb185c03257,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,中等,困难,wc2JMjhGNzB,主卫浴缸区,主卫及其相连通道,supported_component,True
main_within_building,wc2JMjhGNzB_aeb3199e10354e45a4884bb185c03257,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,中等,困难,wc2JMjhGNzB,主卫浴缸区,主卫马桶隔间门侧,supported_component,True
supported_room_same_coarse,2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,简单,中等,2t7WUuJeko7,老式炉灶与白色橱柜厨房,炉灶旁厨房,supported_component,True
supported_room_same_coarse,2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,简单,中等,2t7WUuJeko7,老式炉灶与白色橱柜厨房,厨房靠后门小餐桌一端,supported_component,True
supported_room_same_coarse,2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,2t7WUuJeko7_edc7b2c25f054ce8992ae3fb66e80881,简单,中等,2t7WUuJeko7,老式炉灶与白色橱柜厨房,老式炉灶所在厨房,supported_component,True
supported_room_same_coarse,2t7WUuJeko7_218fdf5321f9482e85e828c56f2c0c94,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,简单,中等,2t7WUuJeko7,白色玻璃吊柜厨房,炉灶旁厨房,supported_component,True
supported_room_same_coarse,2t7WUuJeko7_218fdf5321f9482e85e828c56f2c0c94,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,简单,中等,2t7WUuJeko7,白色玻璃吊柜厨房,厨房靠后门小餐桌一端,supported_component,True
supported_room_same_coarse,2t7WUuJeko7_218fdf5321f9482e85e828c56f2c0c94,2t7WUuJeko7_edc7b2c25f054ce8992ae3fb66e80881,简单,中等,2t7WUuJeko7,白色玻璃吊柜厨房,老式炉灶所在厨房,supported_component,True
supported_room_same_coarse,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,简单,中等,uNb9QFRL6hY,书房为主,书房为主,supported_component,True
supported_room_same_coarse,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,简单,中等,uNb9QFRL6hY,书房为主,书房为主,supported_component,True
supported_room_same_coarse,uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,简单,中等,uNb9QFRL6hY,书房为主；入口次要,书房为主,supported_component,True
supported_room_same_coarse,uNb9QFRL6hY_e0b8950793b447bd8b9f916e98e849d1,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,简单,中等,uNb9QFRL6hY,书房为主,书房为主,supported_component,True
supported_room_same_coarse,uNb9QFRL6hY_e24473d2b8a24568b89c1c4c2a4a9bf1,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,简单,中等,uNb9QFRL6hY,书房为主,书房为主,supported_component,True
supported_room_same_coarse,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,简单,中等,uNb9QFRL6hY,书房为主,书房为主,supported_component,True
supported_room_same_coarse,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,中等,困难,wc2JMjhGNzB,浴缸与大镜台,主卫及其相连通道,supported_component,True
supported_room_same_coarse,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,中等,困难,wc2JMjhGNzB,浴缸与大镜台,主卫马桶隔间门侧,supported_component,True
supported_room_same_coarse,wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,中等,困难,wc2JMjhGNzB,主卫浴缸中央,主卫及其相连通道,supported_component,True
supported_room_same_coarse,wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,中等,困难,wc2JMjhGNzB,主卫浴缸中央,主卫马桶隔间门侧,supported_component,True
supported_room_same_coarse,wc2JMjhGNzB_aeb3199e10354e45a4884bb185c03257,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,中等,困难,wc2JMjhGNzB,主卫浴缸区,主卫及其相连通道,supported_component,True
supported_room_same_coarse,wc2JMjhGNzB_aeb3199e10354e45a4884bb185c03257,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,中等,困难,wc2JMjhGNzB,主卫浴缸区,主卫马桶隔间门侧,supported_component,True
