threshold,base_task_id,building_id,task_analysis_class,task_final_scope,has_semi_candidate,gate_without_scope_valid_k,all_canonical_valid_k,gate_without_scope_partition_status,all_canonical_partition_status,gate_without_scope_shannon_entropy,all_canonical_shannon_entropy,gate_without_scope_mode_count,all_canonical_mode_count,excluded_context_shift_manual_entropy,analysis_role
0.95,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual_only_in_scope,in_scope,False,5,6,unique,unique,0.6730116670092565,0.6365141682948128,2.0,2.0,-0.036497498714443743,manual_ambiguity_catalog_not_semi_effect
0.95,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual_only_in_scope,in_scope,False,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual_only_in_scope,in_scope,False,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual_only_in_scope,in_scope,False,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,3,3,unique,unique,1.0986122886681096,1.0986122886681096,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,paired_primary,in_scope,True,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,paired_primary,in_scope,True,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,6,unique,unique,0.5004024235381879,0.45056120886630463,2.0,2.0,-0.04984121467188324,manual_ambiguity_catalog_not_semi_effect
0.95,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,4,4,unique,unique,1.3862943611198906,1.3862943611198906,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual_only_in_scope,in_scope,False,22,23,unique,unique,0.30463609734923813,0.2954391918721161,2.0,2.0,-0.009196905477122042,manual_ambiguity_catalog_not_semi_effect
0.95,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.0549201679861442,1.0549201679861442,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual_only_in_scope,in_scope,False,22,23,unique,unique,0.18490739916777568,0.17884491271684755,2.0,2.0,-0.006062486450928134,manual_ambiguity_catalog_not_semi_effect
0.95,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual_only_in_scope,in_scope,False,5,6,unique,unique,1.0549201679861442,1.0114042647073516,3.0,3.0,-0.04351590327879262,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,unique,unique,0.18490739916777568,0.17884491271684755,2.0,2.0,-0.006062486450928134,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,not_evaluable,not_evaluable,,,,,,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.0549201679861442,1.0549201679861442,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,paired_oos,oos,True,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,paired_primary,in_scope,True,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,unique,unique,1.0729208762973772,1.0554634988850375,4.0,4.0,-0.01745737741233966,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,unique,unique,1.8192897823758831,1.8102520037854777,7.0,7.0,-0.009037778590405443,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,6,unique,unique,0.9502705392332347,0.8675632284814612,3.0,3.0,-0.08270731075177351,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,paired_primary,in_scope,True,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,not_evaluable,not_evaluable,,,,,,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.3321790402101223,1.3321790402101223,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,paired_primary,in_scope,True,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,paired_oos,oos,True,5,5,unique,unique,1.0549201679861442,1.0549201679861442,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.6094379124341005,1.6094379124341005,5.0,5.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.6094379124341005,1.6094379124341005,5.0,5.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.3321790402101223,1.3321790402101223,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual_only_in_scope,in_scope,False,5,6,unique,unique,1.6094379124341005,1.5607104090414063,5.0,5.0,-0.04872750339269416,manual_ambiguity_catalog_not_semi_effect
0.95,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,paired_primary,in_scope,True,5,6,unique,unique,1.3321790402101223,1.5607104090414063,4.0,5.0,0.228531368831284,manual_ambiguity_catalog_not_semi_effect
0.95,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,paired_primary,in_scope,True,5,7,unique,unique,-0.0,0.5982695885852573,1.0,2.0,0.5982695885852573,manual_ambiguity_catalog_not_semi_effect
0.95,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual_only_in_scope,in_scope,False,22,23,unique,unique,1.8430737889106354,1.8330019230795886,7.0,7.0,-0.0100718658310468,manual_ambiguity_catalog_not_semi_effect
0.95,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual_only_in_scope,in_scope,False,22,23,unique,unique,0.7924891052673698,0.777140995932613,3.0,3.0,-0.015348109334756832,manual_ambiguity_catalog_not_semi_effect
0.95,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,paired_primary,in_scope,True,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,manual_only_oos,oos,False,5,5,unique,unique,1.6094379124341005,1.6094379124341005,5.0,5.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.6730116670092565,0.6730116670092565,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual_only_in_scope,in_scope,False,22,23,unique,unique,1.094833822333885,1.165803596639699,6.0,6.0,0.07096977430581397,manual_ambiguity_catalog_not_semi_effect
0.95,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,manual_only_in_scope,in_scope,False,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,manual_only_in_scope,in_scope,False,5,6,unique,unique,0.6730116670092565,0.6931471805599453,2.0,2.0,0.020135513550688766,manual_ambiguity_catalog_not_semi_effect
0.95,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.0549201679861442,1.0549201679861442,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,manual_only_in_scope,in_scope,False,5,6,unique,unique,1.6094379124341005,1.5607104090414063,5.0,5.0,-0.04872750339269416,manual_ambiguity_catalog_not_semi_effect
0.95,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.6730116670092565,0.6730116670092565,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual_only_in_scope,in_scope,False,22,23,not_evaluable,not_evaluable,,,,,,manual_ambiguity_catalog_not_semi_effect
0.95,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,paired_primary,in_scope,True,5,5,unique,unique,0.6730116670092565,0.6730116670092565,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.95,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,manual_only_oos,oos,False,5,5,unique,unique,1.3321790402101223,1.3321790402101223,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual_only_in_scope,in_scope,False,5,6,unique,unique,1.0549201679861442,1.329661348854758,3.0,4.0,0.27474118086861377,manual_ambiguity_catalog_not_semi_effect
0.97,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,paired_primary,in_scope,True,5,6,unique,unique,0.9502705392332347,0.8675632284814612,3.0,3.0,-0.08270731075177351,manual_ambiguity_catalog_not_semi_effect
0.97,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,paired_primary,in_scope,True,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,manual_only_oos,oos,False,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,paired_primary,in_scope,True,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,paired_primary,in_scope,True,5,6,unique,unique,0.9502705392332347,1.0114042647073516,3.0,3.0,0.061133725474116885,manual_ambiguity_catalog_not_semi_effect
0.97,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual_only_in_scope,in_scope,False,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,paired_oos,oos,True,4,4,unique,unique,1.3862943611198906,1.3862943611198906,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual_only_oos,oos,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,paired_primary,in_scope,True,5,6,unique,unique,1.0549201679861442,1.0986122886681096,3.0,3.0,0.043692120681965374,manual_ambiguity_catalog_not_semi_effect
0.97,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual_only_oos,oos,False,5,5,unique,unique,1.3321790402101223,1.3321790402101223,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual_only_in_scope,in_scope,False,22,23,unique,unique,0.36764947740014225,0.355712859746894,3.0,3.0,-0.011936617653248272,manual_ambiguity_catalog_not_semi_effect
0.97,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.6730116670092565,0.6730116670092565,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,paired_primary,in_scope,True,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual_only_in_scope,in_scope,False,5,6,unique,unique,0.6730116670092565,0.6365141682948128,2.0,2.0,-0.036497498714443743,manual_ambiguity_catalog_not_semi_effect
0.97,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual_only_in_scope,in_scope,False,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual_only_in_scope,in_scope,False,5,6,unique,unique,0.6730116670092565,0.6365141682948128,2.0,2.0,-0.036497498714443743,manual_ambiguity_catalog_not_semi_effect
0.97,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual_only_in_scope,in_scope,False,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,3,3,unique,unique,1.0986122886681096,1.0986122886681096,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,paired_primary,in_scope,True,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,paired_primary,in_scope,True,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,6,unique,unique,0.5004024235381879,0.45056120886630463,2.0,2.0,-0.04984121467188324,manual_ambiguity_catalog_not_semi_effect
0.97,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,4,4,unique,unique,1.3862943611198906,1.3862943611198906,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual_only_in_scope,in_scope,False,22,23,unique,unique,0.30463609734923813,0.2954391918721161,2.0,2.0,-0.009196905477122042,manual_ambiguity_catalog_not_semi_effect
0.97,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.0549201679861442,1.0549201679861442,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual_only_in_scope,in_scope,False,22,23,unique,unique,0.18490739916777568,0.17884491271684755,2.0,2.0,-0.006062486450928134,manual_ambiguity_catalog_not_semi_effect
0.97,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual_only_in_scope,in_scope,False,5,6,unique,unique,1.0549201679861442,1.0114042647073516,3.0,3.0,-0.04351590327879262,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,unique,unique,0.18490739916777568,0.17884491271684755,2.0,2.0,-0.006062486450928134,manual_ambiguity_catalog_not_semi_effect
