"schema_version","round_id","worker_id","task_id","base_task_id","history_type","assigned_history","submitted_history","outside_assignment_exposure_history","deployment_id","project_id","runtime_task_id"
"paper_a_c2a_rp_seen_history_v1","C2-B","2","jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037","jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","2","jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36","jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","2","jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10","jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","27","S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f","S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f","frozen_assignment","true","false","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","27","jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037","jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037","frozen_assignment","true","false","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","27","jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36","jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36","frozen_assignment","true","false","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","27","jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10","jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10","frozen_assignment","true","false","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","28","jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa","jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","28","jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6","jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","28","jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e","jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","28","pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78","pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","29","jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa","jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","29","jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6","jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","29","jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e","jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","29","pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78","pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","30","VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a","VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","30","VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8","VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","30","pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657","pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","30","zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5","zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","31","VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a","VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","31","VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8","VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","31","pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657","pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","31","zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5","zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","32","S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a","S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","32","VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85","VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","32","pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5","pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","32","zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b","zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","33","S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a","S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","33","VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85","VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","33","pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5","pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","33","zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b","zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","34","VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85","VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","34","jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040","jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","34","pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4","pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","34","pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a","pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","35","VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8","VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","35","jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040","jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","35","pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4","pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","35","pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a","pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","36","S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee","S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","36","VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e","VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","36","pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930","pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","36","pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3","pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","37","S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee","S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","37","VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e","VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","37","pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930","pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","37","pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3","pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","6","jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037","jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","6","jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148","jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","6","jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1","jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","6","pa4otMbVnkk_447755d931aa401097d8c0952a22b17e","pa4otMbVnkk_447755d931aa401097d8c0952a22b17e","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","8","jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148","jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","8","jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1","jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","8","pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6","pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","8","pa4otMbVnkk_447755d931aa401097d8c0952a22b17e","pa4otMbVnkk_447755d931aa401097d8c0952a22b17e","frozen_assignment","true","true","false","","",""
"paper_a_c2a_rp_seen_history_v1","C2-B","6","S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f","S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f","outside_assignment_exposure","false","false","true","c2b_zh","77","3454"
"paper_a_c2a_rp_seen_history_v1","C2-B","35","jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6","jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6","outside_assignment_exposure","false","false","true","c2b_en","76","3423"
"paper_a_c2a_rp_seen_history_v1","C2-B","30","S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee","S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee","outside_assignment_exposure","false","false","true","c2b_en","76","3407"
"paper_a_c2a_rp_seen_history_v1","C2-B","1","S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02","S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02","outside_assignment_exposure","false","false","true","c2b_zh","77","3455"
"paper_a_c2a_rp_seen_history_v1","C2-B","34","S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee","S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee","outside_assignment_exposure","false","false","true","c2b_en","76","3407"
"paper_a_c2a_rp_seen_history_v1","C2-B","10","S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02","S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02","outside_assignment_exposure","false","false","true","c2b_zh","77","3455"
"paper_a_c2a_rp_seen_history_v1","C2-B","2","S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02","S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02","outside_assignment_exposure","false","false","true","c2b_zh","77","3455"
"paper_a_c2a_rp_seen_history_v1","C2-B","1","VLzqgDo317F_5d3591edd7c546acaf99db40281b3409","VLzqgDo317F_5d3591edd7c546acaf99db40281b3409","outside_assignment_exposure","false","false","true","c2b_zh","77","3464"
"paper_a_c2a_rp_seen_history_v1","C2-B","34","pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657","pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657","outside_assignment_exposure","false","false","true","c2b_en","76","3446"
