image_id,condition,cut,rule,late_h,n_valid,n_supported_modes,singleton_mass,p_onset_8_to_h,onset_conditional_median
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,D20_distribution,18,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,D20_distribution,19,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,G10_geometry,10,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,G10_geometry,12,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,G10_geometry,15,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,G10_geometry,18,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,G10_geometry,19,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,P_pattern,10,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,P_pattern,12,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,P_pattern,15,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,P_pattern,18,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,P_pattern,19,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,D10_distribution,10,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,D10_distribution,12,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,D10_distribution,15,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,D10_distribution,18,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,D10_distribution,19,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,D20_distribution,10,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,D20_distribution,12,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,D20_distribution,15,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,D20_distribution,18,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,D20_distribution,19,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,G10_geometry,10,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,G10_geometry,12,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,G10_geometry,15,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,G10_geometry,18,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,G10_geometry,19,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,P_pattern,10,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,P_pattern,12,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,P_pattern,15,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,P_pattern,18,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,P_pattern,19,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,D10_distribution,10,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,D10_distribution,12,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,D10_distribution,15,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,D10_distribution,18,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,D10_distribution,19,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,D20_distribution,10,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,D20_distribution,12,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,D20_distribution,15,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,D20_distribution,18,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,D20_distribution,19,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,G10_geometry,10,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,G10_geometry,12,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,G10_geometry,15,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,G10_geometry,18,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,G10_geometry,19,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,P_pattern,10,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,P_pattern,12,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,P_pattern,15,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,P_pattern,18,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,P_pattern,19,4,0,1,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,D10_distribution,10,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,D10_distribution,12,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,D10_distribution,15,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,D10_distribution,18,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,D10_distribution,19,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,D20_distribution,10,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,D20_distribution,12,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,D20_distribution,15,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,D20_distribution,18,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,D20_distribution,19,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,G10_geometry,10,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,G10_geometry,12,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,G10_geometry,15,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,G10_geometry,18,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,G10_geometry,19,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,P_pattern,10,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,P_pattern,12,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,P_pattern,15,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,P_pattern,18,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,P_pattern,19,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,D10_distribution,10,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,D10_distribution,12,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,D10_distribution,15,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,D10_distribution,18,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,D10_distribution,19,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,D20_distribution,10,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,D20_distribution,12,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,D20_distribution,15,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,D20_distribution,18,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,D20_distribution,19,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,G10_geometry,10,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,G10_geometry,12,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,G10_geometry,15,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,G10_geometry,18,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,G10_geometry,19,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,P_pattern,10,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,P_pattern,12,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,P_pattern,15,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,P_pattern,18,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,P_pattern,19,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,D10_distribution,10,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,D10_distribution,12,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,D10_distribution,15,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,D10_distribution,18,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,D10_distribution,19,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,D20_distribution,10,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,D20_distribution,12,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,D20_distribution,15,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,D20_distribution,18,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,D20_distribution,19,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,G10_geometry,10,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,G10_geometry,12,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,G10_geometry,15,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,G10_geometry,18,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,G10_geometry,19,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,P_pattern,10,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,P_pattern,12,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,P_pattern,15,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,P_pattern,18,4,1,0.5,0,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,P_pattern,19,4,1,0.5,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,D10_distribution,10,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,D10_distribution,12,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,D10_distribution,15,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,D10_distribution,18,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,D10_distribution,19,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,D20_distribution,10,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,D20_distribution,12,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,D20_distribution,15,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,D20_distribution,18,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,D20_distribution,19,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,G10_geometry,10,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,G10_geometry,12,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,G10_geometry,15,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,G10_geometry,18,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,G10_geometry,19,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,P_pattern,10,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,P_pattern,12,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,P_pattern,15,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,P_pattern,18,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,P_pattern,19,5,1,0.4,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,D10_distribution,10,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,D10_distribution,12,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,D10_distribution,15,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,D10_distribution,18,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,D10_distribution,19,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,D20_distribution,10,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,D20_distribution,12,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,D20_distribution,15,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,D20_distribution,18,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,D20_distribution,19,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,G10_geometry,10,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,G10_geometry,12,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,G10_geometry,15,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,G10_geometry,18,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,G10_geometry,19,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,P_pattern,10,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,P_pattern,12,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,P_pattern,15,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,P_pattern,18,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,P_pattern,19,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,D10_distribution,10,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,D10_distribution,12,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,D10_distribution,15,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,D10_distribution,18,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,D10_distribution,19,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,D20_distribution,10,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,D20_distribution,12,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,D20_distribution,15,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,D20_distribution,18,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,D20_distribution,19,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,G10_geometry,10,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,G10_geometry,12,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,G10_geometry,15,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,G10_geometry,18,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,G10_geometry,19,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,P_pattern,10,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,P_pattern,12,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,P_pattern,15,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,P_pattern,18,5,1,0.2,0,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,P_pattern,19,5,1,0.2,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,D10_distribution,10,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,D10_distribution,12,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,D10_distribution,15,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,D10_distribution,18,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,D10_distribution,19,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,D20_distribution,10,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,D20_distribution,12,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,D20_distribution,15,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,D20_distribution,18,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,D20_distribution,19,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,G10_geometry,10,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,G10_geometry,12,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,G10_geometry,15,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,G10_geometry,18,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,G10_geometry,19,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,P_pattern,10,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,P_pattern,12,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,P_pattern,15,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,P_pattern,18,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,P_pattern,19,24,5,0.25,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,D10_distribution,10,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,D10_distribution,12,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,D10_distribution,15,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,D10_distribution,18,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,D10_distribution,19,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,D20_distribution,10,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,D20_distribution,12,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,D20_distribution,15,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,D20_distribution,18,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,D20_distribution,19,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,G10_geometry,10,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,G10_geometry,12,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,G10_geometry,15,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,G10_geometry,18,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,G10_geometry,19,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,P_pattern,10,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,P_pattern,12,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,P_pattern,15,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,P_pattern,18,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,P_pattern,19,24,5,0.166666666667,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,D10_distribution,10,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,D10_distribution,12,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,D10_distribution,15,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,D10_distribution,18,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,D10_distribution,19,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,D20_distribution,10,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,D20_distribution,12,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,D20_distribution,15,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,D20_distribution,18,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,D20_distribution,19,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,G10_geometry,10,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,G10_geometry,12,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,G10_geometry,15,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,G10_geometry,18,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,G10_geometry,19,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,P_pattern,10,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,P_pattern,12,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,P_pattern,15,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,P_pattern,18,24,5,0.125,0,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,P_pattern,19,24,5,0.125,0,
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,D10_distribution,10,24,4,0.333333333333,0,
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,D10_distribution,12,24,4,0.333333333333,0,
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,D10_distribution,15,24,4,0.333333333333,0,
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,D10_distribution,18,24,4,0.333333333333,0,
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,D10_distribution,19,24,4,0.333333333333,0,
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,D20_distribution,10,24,4,0.333333333333,0,
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,D20_distribution,12,24,4,0.333333333333,0,
